Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; 1, detached","Margin of Error; 1, detached","Estimate; 1, attached","Margin of Error; 1, attached"
6077003205,"Census Tract 32.05, San Joaquin County, California",1327,40,981,91,88,47
6077003208,"Census Tract 32.08, San Joaquin County, California",3688,76,3216,167,116,98
6077003209,"Census Tract 32.09, San Joaquin County, California",1347,45,1234,71,56,39
6077003210,"Census Tract 32.10, San Joaquin County, California",1091,52,722,86,82,49
6077003211,"Census Tract 32.11, San Joaquin County, California",2004,73,1056,146,417,122
6077003213,"Census Tract 32.13, San Joaquin County, California",1353,47,873,121,206,109
6077003214,"Census Tract 32.14, San Joaquin County, California",1012,37,1004,41,0,132
6077003215,"Census Tract 32.15, San Joaquin County, California",1706,57,685,111,9,15
6077003305,"Census Tract 33.05, San Joaquin County, California",1538,71,1278,125,116,62
6077003306,"Census Tract 33.06, San Joaquin County, California",1470,47,826,103,143,71
6077003307,"Census Tract 33.07, San Joaquin County, California",1897,77,868,136,123,79
6077003308,"Census Tract 33.08, San Joaquin County, California",730,31,276,79,62,59
6077003309,"Census Tract 33.09, San Joaquin County, California",2228,64,483,126,267,130
6077003310,"Census Tract 33.10, San Joaquin County, California",1531,65,762,97,162,76
6077003311,"Census Tract 33.11, San Joaquin County, California",1134,62,738,103,219,96
6077003403,"Census Tract 34.03, San Joaquin County, California",1165,70,1062,81,52,51
6077003404,"Census Tract 34.04, San Joaquin County, California",1764,82,649,101,354,101
6077003405,"Census Tract 34.05, San Joaquin County, California",1155,32,659,94,200,81
6077003406,"Census Tract 34.06, San Joaquin County, California",1283,38,645,104,93,65
6077003407,"Census Tract 34.07, San Joaquin County, California",1005,54,170,71,14,18
6077003408,"Census Tract 34.08, San Joaquin County, California",3143,101,2019,254,347,178
6077003500,"Census Tract 35, San Joaquin County, California",5567,141,4521,253,165,197
6077003601,"Census Tract 36.01, San Joaquin County, California",1279,104,954,113,11,17
6077003602,"Census Tract 36.02, San Joaquin County, California",1051,63,739,94,38,46
6077003700,"Census Tract 37, San Joaquin County, California",1188,54,674,106,91,68
6077003801,"Census Tract 38.01, San Joaquin County, California",3209,110,3165,112,14,24
6077003802,"Census Tract 38.02, San Joaquin County, California",1745,69,1745,69,0,132
6077003803,"Census Tract 38.03, San Joaquin County, California",1147,112,849,122,81,60
6077003900,"Census Tract 39, San Joaquin County, California",500,71,370,56,0,132
6077004001,"Census Tract 40.01, San Joaquin County, California",1037,90,627,90,29,34
6077004002,"Census Tract 40.02, San Joaquin County, California",3212,97,2973,109,0,132
6077004102,"Census Tract 41.02, San Joaquin County, California",2294,104,1883,151,13,21
6077004103,"Census Tract 41.03, San Joaquin County, California",2551,119,2072,134,133,90
6077004104,"Census Tract 41.04, San Joaquin County, California",1223,70,1177,78,11,17
6077004201,"Census Tract 42.01, San Joaquin County, California",2498,156,1834,164,223,94
6077004202,"Census Tract 42.02, San Joaquin County, California",652,48,617,50,28,27
6077004203,"Census Tract 42.03, San Joaquin County, California",1432,100,929,128,66,55
6077004204,"Census Tract 42.04, San Joaquin County, California",1357,77,709,111,47,49
6077004302,"Census Tract 43.02, San Joaquin County, California",2190,131,1367,176,158,82
6077004303,"Census Tract 43.03, San Joaquin County, California",1854,135,1612,142,101,68
6077004305,"Census Tract 43.05, San Joaquin County, California",1829,137,1031,108,135,65
6077004306,"Census Tract 43.06, San Joaquin County, California",2725,139,1271,164,376,143
6077004401,"Census Tract 44.01, San Joaquin County, California",2142,124,1247,180,167,98
6077004402,"Census Tract 44.02, San Joaquin County, California",1680,90,1274,107,73,58
6077004500,"Census Tract 45, San Joaquin County, California",2099,109,752,120,96,53
6077004600,"Census Tract 46, San Joaquin County, California",2185,110,1747,187,0,132
6077004701,"Census Tract 47.01, San Joaquin County, California",1052,66,813,96,0,132
6077004702,"Census Tract 47.02, San Joaquin County, California",2921,133,2556,189,16,18
6077004800,"Census Tract 48, San Joaquin County, California",1804,97,1623,111,0,132
6077004901,"Census Tract 49.01, San Joaquin County, California",2849,179,2432,191,17,27
6077004902,"Census Tract 49.02, San Joaquin County, California",2038,118,1749,145,40,43
6077005001,"Census Tract 50.01, San Joaquin County, California",2098,122,1610,155,184,94
6077005003,"Census Tract 50.03, San Joaquin County, California",1674,110,1556,122,34,28
6077005004,"Census Tract 50.04, San Joaquin County, California",1836,104,1591,120,25,20
6077005106,"Census Tract 51.06, San Joaquin County, California",1842,75,1734,82,7,11
6077005108,"Census Tract 51.08, San Joaquin County, California",1561,65,1096,131,161,72
6077005109,"Census Tract 51.09, San Joaquin County, California",1519,63,926,120,95,57
6077005110,"Census Tract 51.10, San Joaquin County, California",2242,84,1859,143,37,38
6077005111,"Census Tract 51.11, San Joaquin County, California",170,48,152,47,18,15
6077005112,"Census Tract 51.12, San Joaquin County, California",1055,45,872,95,21,24
6077005113,"Census Tract 51.13, San Joaquin County, California",2179,124,1340,129,62,56
6077005114,"Census Tract 51.14, San Joaquin County, California",1805,113,1578,105,57,42
6077005115,"Census Tract 51.15, San Joaquin County, California",2551,79,2006,167,151,114
6077005118,"Census Tract 51.18, San Joaquin County, California",3146,102,2967,139,133,71
6077005119,"Census Tract 51.19, San Joaquin County, California",1293,121,1115,139,42,38
6077005122,"Census Tract 51.22, San Joaquin County, California",1581,94,1222,159,163,178
6077005123,"Census Tract 51.23, San Joaquin County, California",1645,71,1092,120,0,132
6077005124,"Census Tract 51.24, San Joaquin County, California",1331,55,801,94,100,55
6077005125,"Census Tract 51.25, San Joaquin County, California",650,29,568,67,4,8
6077005126,"Census Tract 51.26, San Joaquin County, California",1459,47,942,107,23,34
6077005127,"Census Tract 51.27, San Joaquin County, California",1616,93,1529,104,43,51
6077005128,"Census Tract 51.28, San Joaquin County, California",2151,123,1785,160,21,25
6077005202,"Census Tract 52.02, San Joaquin County, California",1968,91,1791,94,8,13
6077005203,"Census Tract 52.03, San Joaquin County, California",7963,226,7484,295,116,74
6077005205,"Census Tract 52.05, San Joaquin County, California",6839,218,6313,241,93,75
6077005302,"Census Tract 53.02, San Joaquin County, California",2125,77,1277,167,130,71
6077005303,"Census Tract 53.03, San Joaquin County, California",1599,73,802,142,46,49
6077005305,"Census Tract 53.05, San Joaquin County, California",1982,78,1228,151,76,52
6077005306,"Census Tract 53.06, San Joaquin County, California",2363,82,1649,154,123,74
6077005403,"Census Tract 54.03, San Joaquin County, California",1865,69,1701,95,88,38
6077005404,"Census Tract 54.04, San Joaquin County, California",2161,82,1570,163,103,83
6077005500,"Census Tract 55, San Joaquin County, California",1493,78,1410,105,0,132
6079010000,"Census Tract 100, San Luis Obispo County, California",4561,208,3331,288,90,88
6079010100,"Census Tract 101, San Luis Obispo County, California",3661,164,1946,205,296,123
6079010201,"Census Tract 102.01, San Luis Obispo County, California",2612,121,2290,125,8,13
6079010202,"Census Tract 102.02, San Luis Obispo County, California",1979,96,1361,144,482,91
6079010203,"Census Tract 102.03, San Luis Obispo County, California",3534,182,2637,202,150,61
6079010300,"Census Tract 103, San Luis Obispo County, California",3785,166,3142,210,11,13
6079010400,"Census Tract 104, San Luis Obispo County, California",4044,128,3808,163,53,44
6079010500,"Census Tract 105, San Luis Obispo County, California",5746,443,4344,415,300,132
6079010600,"Census Tract 106, San Luis Obispo County, California",3128,477,1838,314,177,108
6079010701,"Census Tract 107.01, San Luis Obispo County, California",2039,68,1691,119,105,64
6079010702,"Census Tract 107.02, San Luis Obispo County, California",2981,101,2279,155,35,39
6079010703,"Census Tract 107.03, San Luis Obispo County, California",1500,102,928,115,213,100
6079010800,"Census Tract 108, San Luis Obispo County, California",1185,105,774,126,82,61
6079010901,"Census Tract 109.01, San Luis Obispo County, California",1453,170,43,39,0,132
6079010902,"Census Tract 109.02, San Luis Obispo County, California",2000,193,509,118,0,132
6079011000,"Census Tract 110, San Luis Obispo County, California",3361,188,1913,286,210,93
6079011101,"Census Tract 111.01, San Luis Obispo County, California",2086,159,652,134,86,62
6079011102,"Census Tract 111.02, San Luis Obispo County, California",2537,144,1321,187,349,119
6079011103,"Census Tract 111.03, San Luis Obispo County, California",1297,117,466,142,114,49
6079011200,"Census Tract 112, San Luis Obispo County, California",3140,202,1902,234,53,40
6079011300,"Census Tract 113, San Luis Obispo County, California",3143,153,1613,202,268,107
6079011400,"Census Tract 114, San Luis Obispo County, California",0,132,0,132,0,132
6079011501,"Census Tract 115.01, San Luis Obispo County, California",786,70,254,69,0,132
6079011502,"Census Tract 115.02, San Luis Obispo County, California",1375,97,1062,110,166,50
6079011600,"Census Tract 116, San Luis Obispo County, California",1900,100,1397,158,100,75
6079011700,"Census Tract 117, San Luis Obispo County, California",5848,326,3297,288,614,173
6079011800,"Census Tract 118, San Luis Obispo County, California",2992,129,2526,156,217,89
6079011901,"Census Tract 119.01, San Luis Obispo County, California",1461,78,758,77,152,63
6079011902,"Census Tract 119.02, San Luis Obispo County, California",3457,178,2059,201,283,110
6079012000,"Census Tract 120, San Luis Obispo County, California",3325,208,1610,201,478,148
6079012100,"Census Tract 121, San Luis Obispo County, California",2656,183,1946,214,257,110
6079012200,"Census Tract 122, San Luis Obispo County, California",2780,139,1419,194,245,95
6079012301,"Census Tract 123.01, San Luis Obispo County, California",3661,198,2971,186,60,46
6079012302,"Census Tract 123.02, San Luis Obispo County, California",2074,78,1818,113,10,17
6079012401,"Census Tract 124.01, San Luis Obispo County, California",2104,94,1654,134,103,61
6079012402,"Census Tract 124.02, San Luis Obispo County, California",3169,221,2442,184,41,39
6079012501,"Census Tract 125.01, San Luis Obispo County, California",2010,122,1716,141,29,28
6079012502,"Census Tract 125.02, San Luis Obispo County, California",2282,149,1276,169,160,88
6079012503,"Census Tract 125.03, San Luis Obispo County, California",2304,191,915,151,97,60
6079012600,"Census Tract 126, San Luis Obispo County, California",3086,192,2595,203,74,56
6079012702,"Census Tract 127.02, San Luis Obispo County, California",2656,135,2079,206,71,66
6079012703,"Census Tract 127.03, San Luis Obispo County, California",1965,100,1485,120,104,67
6079012704,"Census Tract 127.04, San Luis Obispo County, California",3628,145,3045,200,32,51
6079012800,"Census Tract 128, San Luis Obispo County, California",75,26,55,30,9,13
6081600100,"Census Tract 6001, San Mateo County, California",1666,172,966,122,171,81
6081600200,"Census Tract 6002, San Mateo County, California",1033,91,444,101,422,99
6081600300,"Census Tract 6003, San Mateo County, California",1295,59,1000,104,99,62
6081600400,"Census Tract 6004, San Mateo County, California",2431,68,669,184,1223,176
6081600500,"Census Tract 6005, San Mateo County, California",2170,72,649,156,774,157
6081600600,"Census Tract 6006, San Mateo County, California",1503,55,471,97,475,130
6081600700,"Census Tract 6007, San Mateo County, California",2074,82,990,185,530,158
6081600800,"Census Tract 6008, San Mateo County, California",3052,102,274,115,117,79
6081600900,"Census Tract 6009, San Mateo County, California",1572,46,1430,86,11,16
6081601000,"Census Tract 6010, San Mateo County, California",2157,74,2108,88,49,51
6081601100,"Census Tract 6011, San Mateo County, California",2043,61,1919,86,22,25
6081601200,"Census Tract 6012, San Mateo County, California",2217,102,1363,139,0,132
6081601300,"Census Tract 6013, San Mateo County, California",2511,104,376,117,403,140
6081601400,"Census Tract 6014, San Mateo County, California",1963,68,1258,134,170,72
6081601501,"Census Tract 6015.01, San Mateo County, California",1347,49,1314,54,0,132
6081601502,"Census Tract 6015.02, San Mateo County, California",1785,55,229,76,0,132
6081601601,"Census Tract 6016.01, San Mateo County, California",1016,42,328,79,76,38
6081601603,"Census Tract 6016.03, San Mateo County, California",2041,73,1403,108,174,65
6081601604,"Census Tract 6016.04, San Mateo County, California",1203,67,74,44,163,72
6081601605,"Census Tract 6016.05, San Mateo County, California",1764,56,1602,90,120,72
6081601700,"Census Tract 6017, San Mateo County, California",1391,41,1320,56,43,28
6081601800,"Census Tract 6018, San Mateo County, California",2157,70,1868,118,24,37
6081601900,"Census Tract 6019, San Mateo County, California",3477,124,1695,182,389,194
6081602000,"Census Tract 6020, San Mateo County, California",2823,75,2126,160,517,139
6081602100,"Census Tract 6021, San Mateo County, California",1009,43,403,107,118,77
6081602200,"Census Tract 6022, San Mateo County, California",2526,96,1250,217,64,58
6081602300,"Census Tract 6023, San Mateo County, California",1159,80,855,105,38,29
6081602400,"Census Tract 6024, San Mateo County, California",2720,87,1739,145,0,132
6081602500,"Census Tract 6025, San Mateo County, California",1496,49,1249,87,152,73
6081602600,"Census Tract 6026, San Mateo County, California",2548,92,499,194,1302,208
6081602700,"Census Tract 6027, San Mateo County, California",1879,62,1253,105,38,42
6081602800,"Census Tract 6028, San Mateo County, California",1478,46,1098,72,82,52
6081602900,"Census Tract 6029, San Mateo County, California",1648,65,961,96,37,35
6081603000,"Census Tract 6030, San Mateo County, California",1889,100,886,128,158,80
6081603100,"Census Tract 6031, San Mateo County, California",1203,38,990,76,183,68
6081603200,"Census Tract 6032, San Mateo County, California",1431,43,1290,81,56,58
6081603300,"Census Tract 6033, San Mateo County, California",2412,61,2161,129,79,42
6081603400,"Census Tract 6034, San Mateo County, California",2086,58,1540,97,233,70
6081603500,"Census Tract 6035, San Mateo County, California",0,132,0,132,0,132
6081603600,"Census Tract 6036, San Mateo County, California",1819,96,1368,95,24,28
6081603700,"Census Tract 6037, San Mateo County, California",1684,58,1642,66,24,18
6081603800,"Census Tract 6038, San Mateo County, California",4061,133,1522,152,134,67
6081603900,"Census Tract 6039, San Mateo County, California",2020,100,1470,156,95,61
6081604000,"Census Tract 6040, San Mateo County, California",1106,43,1087,47,11,19
6081604101,"Census Tract 6041.01, San Mateo County, California",2487,90,1211,190,120,78
6081604102,"Census Tract 6041.02, San Mateo County, California",1247,62,0,132,55,43
6081604200,"Census Tract 6042, San Mateo County, California",1061,73,773,120,92,64
6081604300,"Census Tract 6043, San Mateo County, California",0,132,0,132,0,132
6081604400,"Census Tract 6044, San Mateo County, California",1476,86,587,76,37,30
6081604500,"Census Tract 6045, San Mateo County, California",1358,52,1110,63,8,12
6081604600,"Census Tract 6046, San Mateo County, California",930,38,921,40,9,15
6081604700,"Census Tract 6047, San Mateo County, California",1004,40,857,86,0,132
6081604800,"Census Tract 6048, San Mateo County, California",1948,88,769,100,106,48
6081604900,"Census Tract 6049, San Mateo County, California",1295,64,889,85,39,24
6081605000,"Census Tract 6050, San Mateo County, California",2790,152,2066,182,108,55
6081605100,"Census Tract 6051, San Mateo County, California",1304,94,515,108,17,19
6081605200,"Census Tract 6052, San Mateo County, California",1206,87,949,99,28,36
6081605300,"Census Tract 6053, San Mateo County, California",1764,134,927,168,121,77
6081605400,"Census Tract 6054, San Mateo County, California",2428,169,1265,159,95,71
6081605500,"Census Tract 6055, San Mateo County, California",2569,170,361,96,98,66
6081605600,"Census Tract 6056, San Mateo County, California",1952,98,1928,103,12,18
6081605700,"Census Tract 6057, San Mateo County, California",1870,81,1859,85,11,19
6081605800,"Census Tract 6058, San Mateo County, California",1063,49,756,77,25,25
6081605900,"Census Tract 6059, San Mateo County, California",2711,67,403,120,228,128
6081606000,"Census Tract 6060, San Mateo County, California",2303,70,463,163,263,138
6081606100,"Census Tract 6061, San Mateo County, California",1298,72,926,98,62,49
6081606200,"Census Tract 6062, San Mateo County, California",2275,99,807,189,384,162
6081606300,"Census Tract 6063, San Mateo County, California",1889,87,559,118,195,78
6081606400,"Census Tract 6064, San Mateo County, California",2665,85,573,142,121,86
6081606500,"Census Tract 6065, San Mateo County, California",1299,36,1116,61,3,7
6081606600,"Census Tract 6066, San Mateo County, California",1366,41,835,75,145,54
6081606700,"Census Tract 6067, San Mateo County, California",965,29,841,48,28,21
6081606800,"Census Tract 6068, San Mateo County, California",1425,34,1062,93,188,60
6081606900,"Census Tract 6069, San Mateo County, California",1008,38,907,82,61,55
6081607000,"Census Tract 6070, San Mateo County, California",1458,46,578,103,463,113
6081607100,"Census Tract 6071, San Mateo County, California",1114,26,1107,29,7,12
6081607200,"Census Tract 6072, San Mateo County, California",1688,49,318,93,276,83
6081607300,"Census Tract 6073, San Mateo County, California",1334,35,1238,71,61,51
6081607400,"Census Tract 6074, San Mateo County, California",1865,70,705,103,262,78
6081607500,"Census Tract 6075, San Mateo County, California",1621,69,626,110,141,50
6081607600,"Census Tract 6076, San Mateo County, California",1263,39,863,90,30,27
6081607701,"Census Tract 6077.01, San Mateo County, California",1163,81,846,101,90,65
6081607702,"Census Tract 6077.02, San Mateo County, California",793,29,733,55,25,29
6081607800,"Census Tract 6078, San Mateo County, California",937,52,902,57,21,25
6081607900,"Census Tract 6079, San Mateo County, California",1680,114,44,28,496,94
6081608001,"Census Tract 6080.01, San Mateo County, California",1344,60,357,83,18,19
6081608002,"Census Tract 6080.02, San Mateo County, California",1421,47,375,60,780,97
6081608004,"Census Tract 6080.04, San Mateo County, California",2976,102,326,75,857,133
6081608013,"Census Tract 6080.13, San Mateo County, California",1509,64,621,96,227,75
6081608023,"Census Tract 6080.23, San Mateo County, California",819,31,780,45,39,37
6081608100,"Census Tract 6081, San Mateo County, California",1190,45,635,70,275,72
6081608200,"Census Tract 6082, San Mateo County, California",1292,44,795,86,127,44
6081608300,"Census Tract 6083, San Mateo County, California",1333,46,604,73,82,41
6081608400,"Census Tract 6084, San Mateo County, California",2272,78,394,116,202,78
6081608501,"Census Tract 6085.01, San Mateo County, California",1753,47,1361,106,11,16
6081608502,"Census Tract 6085.02, San Mateo County, California",1155,50,304,71,49,29
6081608600,"Census Tract 6086, San Mateo County, California",1831,88,778,143,166,73
6081608700,"Census Tract 6087, San Mateo County, California",2759,94,1881,170,78,71
6081608800,"Census Tract 6088, San Mateo County, California",2133,72,2095,83,25,28
6081608900,"Census Tract 6089, San Mateo County, California",3099,104,611,93,511,109
6081609000,"Census Tract 6090, San Mateo County, California",1029,47,892,60,0,132
6081609100,"Census Tract 6091, San Mateo County, California",543,41,440,51,4,7
6081609200,"Census Tract 6092, San Mateo County, California",3338,124,1364,129,132,62
6081609300,"Census Tract 6093, San Mateo County, California",1248,38,1124,59,0,132
6081609400,"Census Tract 6094, San Mateo County, California",1046,48,1018,48,28,20
6081609500,"Census Tract 6095, San Mateo County, California",1722,53,1630,70,0,132
6081609601,"Census Tract 6096.01, San Mateo County, California",1195,47,866,88,100,37
6081609602,"Census Tract 6096.02, San Mateo County, California",647,22,482,37,0,132
6081609603,"Census Tract 6096.03, San Mateo County, California",2075,48,1489,101,145,62
6081609700,"Census Tract 6097, San Mateo County, California",1820,76,1810,78,0,132
6081609800,"Census Tract 6098, San Mateo County, California",1738,47,1694,65,0,132
6081609900,"Census Tract 6099, San Mateo County, California",1059,33,1028,42,31,32
6081610000,"Census Tract 6100, San Mateo County, California",1962,85,990,104,58,42
6081610100,"Census Tract 6101, San Mateo County, California",864,52,442,72,70,48
6081610201,"Census Tract 6102.01, San Mateo County, California",1712,72,559,108,160,146
6081610202,"Census Tract 6102.02, San Mateo County, California",724,39,60,38,11,18
6081610203,"Census Tract 6102.03, San Mateo County, California",903,43,201,70,50,45
6081610302,"Census Tract 6103.02, San Mateo County, California",1012,123,54,69,70,51
6081610303,"Census Tract 6103.03, San Mateo County, California",2989,89,1232,143,667,134
6081610304,"Census Tract 6103.04, San Mateo County, California",1887,60,689,100,569,127
6081610400,"Census Tract 6104, San Mateo County, California",1539,67,759,92,416,122
6081610500,"Census Tract 6105, San Mateo County, California",1448,75,857,130,59,72
6081610601,"Census Tract 6106.01, San Mateo County, California",1753,85,637,156,284,123
6081610602,"Census Tract 6106.02, San Mateo County, California",1316,52,1217,91,66,61
6081610700,"Census Tract 6107, San Mateo County, California",1962,78,716,135,453,128
6081610800,"Census Tract 6108, San Mateo County, California",1558,61,152,63,203,68
6081610900,"Census Tract 6109, San Mateo County, California",2367,80,969,172,392,138
6081611000,"Census Tract 6110, San Mateo County, California",2255,70,924,147,656,131
6081611100,"Census Tract 6111, San Mateo County, California",2264,66,1909,95,122,46
6081611200,"Census Tract 6112, San Mateo County, California",1049,31,977,49,60,44
6081611300,"Census Tract 6113, San Mateo County, California",2117,85,1568,133,113,65
6081611400,"Census Tract 6114, San Mateo County, California",1531,135,1520,135,0,132
6081611500,"Census Tract 6115, San Mateo County, California",926,95,918,93,8,14
6081611600,"Census Tract 6116, San Mateo County, California",793,39,731,54,0,132
6081611700,"Census Tract 6117, San Mateo County, California",1285,79,930,87,53,45
6081611800,"Census Tract 6118, San Mateo County, California",1207,100,1083,113,10,24
6081611900,"Census Tract 6119, San Mateo County, California",3345,238,2378,219,157,122
6081612000,"Census Tract 6120, San Mateo County, California",2086,150,1689,183,60,52
6081612100,"Census Tract 6121, San Mateo County, California",3677,202,477,156,158,71
6081612200,"Census Tract 6122, San Mateo County, California",1689,78,1062,102,65,58
6081612400,"Census Tract 6124, San Mateo County, California",472,45,442,46,23,26
6081612500,"Census Tract 6125, San Mateo County, California",2118,95,779,204,194,74
6081612600,"Census Tract 6126, San Mateo County, California",2172,130,540,110,161,70
6081612700,"Census Tract 6127, San Mateo County, California",807,40,785,55,11,18
6081612800,"Census Tract 6128, San Mateo County, California",1190,49,1157,64,33,42
6081612900,"Census Tract 6129, San Mateo County, California",2053,66,1443,100,144,62
6081613000,"Census Tract 6130, San Mateo County, California",1562,76,748,78,233,58
6081613200,"Census Tract 6132, San Mateo County, California",2745,222,2358,194,0,132
6081613300,"Census Tract 6133, San Mateo County, California",971,88,952,86,19,21
6081613400,"Census Tract 6134, San Mateo County, California",1428,91,1341,99,56,37
6081613501,"Census Tract 6135.01, San Mateo County, California",1427,114,1114,106,90,48
6081613502,"Census Tract 6135.02, San Mateo County, California",2458,79,2150,144,6,11
6081613600,"Census Tract 6136, San Mateo County, California",2285,121,2057,152,47,60
6081613700,"Census Tract 6137, San Mateo County, California",3749,230,2042,251,729,161
6081613800,"Census Tract 6138, San Mateo County, California",2079,136,1793,156,79,62
6083000101,"Census Tract 1.01, Santa Barbara County, California",2346,97,674,114,245,155
6083000102,"Census Tract 1.02, Santa Barbara County, California",2456,119,856,179,222,89
6083000103,"Census Tract 1.03, Santa Barbara County, California",1308,35,1144,84,74,62
6083000200,"Census Tract 2, Santa Barbara County, California",2184,93,956,103,206,103
6083000300,"Census Tract 3, Santa Barbara County, California",3388,179,714,181,151,70
6083000400,"Census Tract 4, Santa Barbara County, California",2512,109,1164,188,238,129
6083000501,"Census Tract 5.01, Santa Barbara County, California",1486,88,1382,96,14,21
6083000502,"Census Tract 5.02, Santa Barbara County, California",2475,107,1982,152,96,84
6083000600,"Census Tract 6, Santa Barbara County, California",2490,98,1636,183,233,100
6083000700,"Census Tract 7, Santa Barbara County, California",2487,77,1882,145,48,39
6083000801,"Census Tract 8.01, Santa Barbara County, California",1171,72,690,93,77,47
6083000802,"Census Tract 8.02, Santa Barbara County, California",2414,117,713,158,389,165
6083000900,"Census Tract 9, Santa Barbara County, California",1459,66,355,104,117,59
6083001000,"Census Tract 10, Santa Barbara County, California",2921,145,625,169,228,112
6083001101,"Census Tract 11.01, Santa Barbara County, California",1596,90,1030,134,127,77
6083001102,"Census Tract 11.02, Santa Barbara County, California",1363,62,478,99,132,63
6083001202,"Census Tract 12.02, Santa Barbara County, California",1825,71,1210,148,111,67
6083001203,"Census Tract 12.03, Santa Barbara County, California",1373,87,692,124,145,64
6083001204,"Census Tract 12.04, Santa Barbara County, California",1651,78,294,115,124,68
6083001301,"Census Tract 13.01, Santa Barbara County, California",1596,77,825,93,290,104
6083001302,"Census Tract 13.02, Santa Barbara County, California",3105,115,2544,166,94,64
6083001400,"Census Tract 14, Santa Barbara County, California",1971,73,1208,118,188,72
6083001500,"Census Tract 15, Santa Barbara County, California",1610,57,1440,94,78,66
6083001601,"Census Tract 16.01, Santa Barbara County, California",1907,91,1473,124,117,67
6083001602,"Census Tract 16.02, Santa Barbara County, California",2635,142,855,177,249,112
6083001701,"Census Tract 17.01, Santa Barbara County, California",2245,123,1307,201,112,95
6083001702,"Census Tract 17.02, Santa Barbara County, California",1193,63,212,66,101,70
6083001800,"Census Tract 18, Santa Barbara County, California",572,43,496,49,13,14
6083001901,"Census Tract 19.01, Santa Barbara County, California",2458,230,1800,204,42,30
6083001903,"Census Tract 19.03, Santa Barbara County, California",2380,250,1422,204,180,78
6083001905,"Census Tract 19.05, Santa Barbara County, California",1470,38,1368,54,50,27
6083001906,"Census Tract 19.06, Santa Barbara County, California",2535,136,2171,199,76,77
6083002005,"Census Tract 20.05, Santa Barbara County, California",1919,79,1401,105,124,54
6083002006,"Census Tract 20.06, Santa Barbara County, California",892,36,769,59,24,20
6083002007,"Census Tract 20.07, Santa Barbara County, California",3250,113,2666,154,58,46
6083002008,"Census Tract 20.08, Santa Barbara County, California",2327,67,1757,119,199,103
6083002009,"Census Tract 20.09, Santa Barbara County, California",1349,47,1227,62,30,32
6083002010,"Census Tract 20.10, Santa Barbara County, California",1600,57,1572,63,0,132
6083002011,"Census Tract 20.11, Santa Barbara County, California",1983,58,1278,149,200,69
6083002012,"Census Tract 20.12, Santa Barbara County, California",1242,81,1034,96,158,55
6083002013,"Census Tract 20.13, Santa Barbara County, California",1038,53,710,80,24,28
6083002101,"Census Tract 21.01, Santa Barbara County, California",1262,56,870,130,56,44
6083002102,"Census Tract 21.02, Santa Barbara County, California",731,56,599,62,13,21
6083002103,"Census Tract 21.03, Santa Barbara County, California",1504,84,481,102,61,43
6083002205,"Census Tract 22.05, Santa Barbara County, California",1313,85,665,128,57,57
6083002206,"Census Tract 22.06, Santa Barbara County, California",1534,77,871,144,78,50
6083002209,"Census Tract 22.09, Santa Barbara County, California",849,41,621,88,160,77
6083002210,"Census Tract 22.10, Santa Barbara County, California",1524,53,1503,58,7,11
6083002211,"Census Tract 22.11, Santa Barbara County, California",1858,72,1145,127,299,101
6083002303,"Census Tract 23.03, Santa Barbara County, California",1343,52,1163,84,14,19
6083002304,"Census Tract 23.04, Santa Barbara County, California",1427,59,858,121,74,51
6083002305,"Census Tract 23.05, Santa Barbara County, California",1420,60,1231,96,65,51
6083002306,"Census Tract 23.06, Santa Barbara County, California",2325,59,1774,91,0,132
6083002402,"Census Tract 24.02, Santa Barbara County, California",2711,118,1389,140,44,37
6083002403,"Census Tract 24.03, Santa Barbara County, California",1475,74,498,86,40,30
6083002404,"Census Tract 24.04, Santa Barbara County, California",1775,74,367,116,12,11
6083002500,"Census Tract 25, Santa Barbara County, California",2213,203,1448,212,185,77
6083002603,"Census Tract 26.03, Santa Barbara County, California",1582,156,1336,170,91,85
6083002604,"Census Tract 26.04, Santa Barbara County, California",105,57,9,14,41,50
6083002702,"Census Tract 27.02, Santa Barbara County, California",2450,97,483,121,140,78
6083002703,"Census Tract 27.03, Santa Barbara County, California",1405,50,1105,103,29,24
6083002705,"Census Tract 27.05, Santa Barbara County, California",1622,75,690,91,252,110
6083002706,"Census Tract 27.06, Santa Barbara County, California",2062,103,832,121,85,63
6083002707,"Census Tract 27.07, Santa Barbara County, California",1042,56,668,96,29,25
6083002708,"Census Tract 27.08, Santa Barbara County, California",1200,79,705,104,98,49
6083002802,"Census Tract 28.02, Santa Barbara County, California",2674,129,1948,185,245,135
6083002805,"Census Tract 28.05, Santa Barbara County, California",400,39,293,57,14,23
6083002806,"Census Tract 28.06, Santa Barbara County, California",638,60,450,66,0,132
6083002807,"Census Tract 28.07, Santa Barbara County, California",894,44,773,74,99,56
6083002808,"Census Tract 28.08, Santa Barbara County, California",2598,110,2008,153,252,93
6083002809,"Census Tract 28.09, Santa Barbara County, California",1739,77,1703,84,12,20
6083002902,"Census Tract 29.02, Santa Barbara County, California",1647,99,290,126,71,43
6083002903,"Census Tract 29.03, Santa Barbara County, California",1028,76,163,43,99,54
6083002904,"Census Tract 29.04, Santa Barbara County, California",3328,148,944,160,440,119
6083002906,"Census Tract 29.06, Santa Barbara County, California",1474,77,1325,82,107,42
6083002907,"Census Tract 29.07, Santa Barbara County, California",1464,44,1444,47,13,22
