Id2,Geography,Total; Estimate; Population 25 years and over,Total; Margin of Error; Population 25 years and over,Percent of population 25 years and over  with Bachelor's degree,MOE Percent of population 25 years and over  with Bachelor's degree
6075022803,"Census Tract 228.03, San Francisco County, California",3682,354,26,6.1
6075022901,"Census Tract 229.01, San Francisco County, California",3339,417,28.2,7.5
6075022902,"Census Tract 229.02, San Francisco County, California",1837,333,15.4,6.1
6075022903,"Census Tract 229.03, San Francisco County, California",2204,343,29.5,7.5
6075023001,"Census Tract 230.01, San Francisco County, California",3270,360,14.8,4.1
6075023002,"Census Tract 230.02, San Francisco County, California",1542,339,7.7,6
6075023003,"Census Tract 230.03, San Francisco County, California",2425,417,10.8,4.4
6075023101,"Census Tract 231.01, San Francisco County, California",780,168,17.8,8.9
6075023102,"Census Tract 231.02, San Francisco County, California",1976,296,12.7,7.4
6075023103,"Census Tract 231.03, San Francisco County, California",1811,281,6.8,3.7
6075023200,"Census Tract 232, San Francisco County, California",3029,321,7.1,3.5
6075023300,"Census Tract 233, San Francisco County, California",1737,254,14.4,7.9
6075023400,"Census Tract 234, San Francisco County, California",2051,362,5.3,3.8
6075025100,"Census Tract 251, San Francisco County, California",2863,357,32.2,7
6075025200,"Census Tract 252, San Francisco County, California",4879,545,28.7,6.5
6075025300,"Census Tract 253, San Francisco County, California",3852,391,33.8,6.7
6075025401,"Census Tract 254.01, San Francisco County, California",3022,416,27.4,6.4
6075025402,"Census Tract 254.02, San Francisco County, California",2333,201,32.4,6.8
6075025403,"Census Tract 254.03, San Francisco County, California",3394,396,25.3,5.3
6075025500,"Census Tract 255, San Francisco County, California",6059,626,27.4,6.7
6075025600,"Census Tract 256, San Francisco County, California",3877,307,16.1,4.8
6075025700,"Census Tract 257, San Francisco County, California",6221,520,18.2,5.5
6075025800,"Census Tract 258, San Francisco County, California",1657,216,14.1,7.3
6075025900,"Census Tract 259, San Francisco County, California",3024,421,17,6
6075026001,"Census Tract 260.01, San Francisco County, California",3963,480,19,5.5
6075026002,"Census Tract 260.02, San Francisco County, California",3963,675,18.5,8.1
6075026003,"Census Tract 260.03, San Francisco County, California",3285,383,13.3,4.9
6075026004,"Census Tract 260.04, San Francisco County, California",2642,288,16.1,4.4
6075026100,"Census Tract 261, San Francisco County, California",4535,456,18.6,4.6
6075026200,"Census Tract 262, San Francisco County, California",5271,510,17.9,5.1
6075026301,"Census Tract 263.01, San Francisco County, California",2769,352,13.9,5.1
6075026302,"Census Tract 263.02, San Francisco County, California",2938,276,22.5,5.9
6075026303,"Census Tract 263.03, San Francisco County, California",3730,298,17.2,4.3
6075026401,"Census Tract 264.01, San Francisco County, California",2864,357,8.3,3.4
6075026402,"Census Tract 264.02, San Francisco County, California",3055,526,13.5,4.5
6075026403,"Census Tract 264.03, San Francisco County, California",2646,368,14.7,5.3
6075026404,"Census Tract 264.04, San Francisco County, California",1415,192,8,5.6
6075030101,"Census Tract 301.01, San Francisco County, California",3669,439,42.9,7.9
6075030102,"Census Tract 301.02, San Francisco County, California",3837,310,32.9,7.4
6075030201,"Census Tract 302.01, San Francisco County, California",3161,306,33.9,6.1
6075030202,"Census Tract 302.02, San Francisco County, California",3995,448,40,6
6075030301,"Census Tract 303.01, San Francisco County, California",5061,473,38.8,7.3
6075030302,"Census Tract 303.02, San Francisco County, California",2661,284,32.8,7.1
6075030400,"Census Tract 304, San Francisco County, California",3887,241,37.4,5.8
6075030500,"Census Tract 305, San Francisco County, California",3015,246,25.7,6.1
6075030600,"Census Tract 306, San Francisco County, California",1612,170,35,7.3
6075030700,"Census Tract 307, San Francisco County, California",5167,293,36.4,6.1
6075030800,"Census Tract 308, San Francisco County, California",4423,322,36.2,7.6
6075030900,"Census Tract 309, San Francisco County, California",4805,314,37.8,5.8
6075031000,"Census Tract 310, San Francisco County, California",2464,230,26.3,5.6
6075031100,"Census Tract 311, San Francisco County, California",5608,383,36.4,5.7
6075031200,"Census Tract 312, San Francisco County, California",6619,722,24.2,6.8
6075031300,"Census Tract 313, San Francisco County, California",6604,504,28.9,5.7
6075031400,"Census Tract 314, San Francisco County, California",4285,507,21.8,4.7
6075032600,"Census Tract 326, San Francisco County, California",6487,445,40.5,5.8
6075032700,"Census Tract 327, San Francisco County, California",5130,423,34.1,5.4
6075032800,"Census Tract 328, San Francisco County, California",6905,975,31.5,6.9
6075032900,"Census Tract 329, San Francisco County, California",7187,540,32.7,5.5
6075033000,"Census Tract 330, San Francisco County, California",5887,438,35.9,5.5
6075033100,"Census Tract 331, San Francisco County, California",2883,224,41.4,7
6075033201,"Census Tract 332.01, San Francisco County, California",1029,198,24.6,8.3
6075033202,"Census Tract 332.02, San Francisco County, California",3563,396,32.6,8.4
6075035100,"Census Tract 351, San Francisco County, California",6337,637,31.9,4.3
6075035201,"Census Tract 352.01, San Francisco County, California",4265,364,24.7,5.2
6075035202,"Census Tract 352.02, San Francisco County, California",3566,310,27,5
6075035300,"Census Tract 353, San Francisco County, California",5041,536,29.1,7.2
6075035400,"Census Tract 354, San Francisco County, California",5086,450,27.2,5.1
6075040100,"Census Tract 401, San Francisco County, California",3735,607,32.9,5.3
6075040200,"Census Tract 402, San Francisco County, California",4003,402,35.9,8.6
6075042600,"Census Tract 426, San Francisco County, California",5974,637,40.5,7.8
6075042700,"Census Tract 427, San Francisco County, California",4879,532,34.3,6.7
6075042800,"Census Tract 428, San Francisco County, California",1820,172,32.1,7.9
6075045100,"Census Tract 451, San Francisco County, California",3884,355,35.6,6.8
6075045200,"Census Tract 452, San Francisco County, California",4904,415,32.9,6.4
6075047600,"Census Tract 476, San Francisco County, California",4017,321,28.7,5.1
6075047701,"Census Tract 477.01, San Francisco County, California",3132,318,29.9,5.9
6075047702,"Census Tract 477.02, San Francisco County, California",3087,353,29.7,6.8
6075047800,"Census Tract 478, San Francisco County, California",7096,799,29.6,5.9
6075047901,"Census Tract 479.01, San Francisco County, California",5272,437,33.5,5.8
6075047902,"Census Tract 479.02, San Francisco County, California",3173,422,35.9,7.3
6075060100,"Census Tract 601, San Francisco County, California",1954,374,61.3,10.2
6075060200,"Census Tract 602, San Francisco County, California",402,329,45,19.8
6075060300,"Census Tract 603, San Francisco County, California",42,24,76.2,37.2
6075060400,"Census Tract 604, San Francisco County, California",2179,198,35.6,7.3
6075060501,"Census Tract 605.01, San Francisco County, California",407,191,14.3,14.5
6075060502,"Census Tract 605.02, San Francisco County, California",1677,345,18.5,8.3
6075060600,"Census Tract 606, San Francisco County, California",179,100,5.6,11
6075060700,"Census Tract 607, San Francisco County, California",3725,343,36.8,6.9
6075060900,"Census Tract 609, San Francisco County, California",386,169,41.7,15.4
6075061000,"Census Tract 610, San Francisco County, California",2235,350,31.4,12.6
6077000100,"Census Tract 1, San Joaquin County, California",2823,614,1.3,1.7
6077000300,"Census Tract 3, San Joaquin County, California",1181,189,10,5.8
6077000401,"Census Tract 4.01, San Joaquin County, California",2346,305,13.3,4.5
6077000402,"Census Tract 4.02, San Joaquin County, California",2218,253,3.4,2.7
6077000500,"Census Tract 5, San Joaquin County, California",1662,222,5.1,6
6077000600,"Census Tract 6, San Joaquin County, California",1542,1027,1,1.9
6077000700,"Census Tract 7, San Joaquin County, California",3335,512,4.8,2
6077000800,"Census Tract 8, San Joaquin County, California",907,117,0.8,1.3
6077000900,"Census Tract 9, San Joaquin County, California",3552,516,9.3,4
6077001000,"Census Tract 10, San Joaquin County, California",3014,281,12,5
6077001101,"Census Tract 11.01, San Joaquin County, California",3030,259,9.2,3
6077001102,"Census Tract 11.02, San Joaquin County, California",2714,308,11.5,4.5
6077001200,"Census Tract 12, San Joaquin County, California",3012,283,18.4,3.6
6077001300,"Census Tract 13, San Joaquin County, California",3446,389,10,3.8
6077001400,"Census Tract 14, San Joaquin County, California",2773,262,10.8,4.3
6077001500,"Census Tract 15, San Joaquin County, California",3979,327,7.1,2.2
6077001600,"Census Tract 16, San Joaquin County, California",1234,193,2.1,2.1
6077001700,"Census Tract 17, San Joaquin County, California",2287,414,0.6,0.8
6077001800,"Census Tract 18, San Joaquin County, California",2076,238,2.5,2.2
6077001900,"Census Tract 19, San Joaquin County, California",2729,270,1.9,1.5
6077002000,"Census Tract 20, San Joaquin County, California",2002,164,1.5,2.1
6077002100,"Census Tract 21, San Joaquin County, California",2442,305,2.5,1.7
6077002200,"Census Tract 22, San Joaquin County, California",3904,351,2.5,2.1
6077002300,"Census Tract 23, San Joaquin County, California",2333,276,7,4.6
6077002400,"Census Tract 24, San Joaquin County, California",3879,417,4.9,2
6077002501,"Census Tract 25.01, San Joaquin County, California",2537,288,6.9,2.8
6077002502,"Census Tract 25.02, San Joaquin County, California",3207,214,5.9,2.7
6077002701,"Census Tract 27.01, San Joaquin County, California",3259,352,5.3,2.5
6077002702,"Census Tract 27.02, San Joaquin County, California",2116,278,5.1,3.1
6077002800,"Census Tract 28, San Joaquin County, California",2989,516,3.9,2.8
6077003106,"Census Tract 31.06, San Joaquin County, California",2735,220,21.7,5.7
6077003108,"Census Tract 31.08, San Joaquin County, California",2787,248,15,4.2
6077003109,"Census Tract 31.09, San Joaquin County, California",3106,254,17.2,5.8
6077003110,"Census Tract 31.10, San Joaquin County, California",2451,233,11.5,4.8
6077003111,"Census Tract 31.11, San Joaquin County, California",2531,190,17,4.8
6077003112,"Census Tract 31.12, San Joaquin County, California",2116,187,21.2,5.6
6077003113,"Census Tract 31.13, San Joaquin County, California",3033,364,21.2,5.9
6077003114,"Census Tract 31.14, San Joaquin County, California",6391,415,31.6,4.1
6077003203,"Census Tract 32.03, San Joaquin County, California",2210,205,13,5
6077003205,"Census Tract 32.05, San Joaquin County, California",2353,175,14.7,4.2
6077003208,"Census Tract 32.08, San Joaquin County, California",6860,391,22.4,5
6077003209,"Census Tract 32.09, San Joaquin County, California",2537,160,15.4,5.1
6077003210,"Census Tract 32.10, San Joaquin County, California",3433,1668,25.9,8.4
6077003211,"Census Tract 32.11, San Joaquin County, California",3702,370,11,3.9
6077003213,"Census Tract 32.13, San Joaquin County, California",3181,417,7.1,3.2
6077003214,"Census Tract 32.14, San Joaquin County, California",2324,280,18.5,5.8
6077003215,"Census Tract 32.15, San Joaquin County, California",2252,218,20.2,6.2
6077003305,"Census Tract 33.05, San Joaquin County, California",2382,251,6.3,2.6
6077003306,"Census Tract 33.06, San Joaquin County, California",2478,225,9.3,4.4
6077003307,"Census Tract 33.07, San Joaquin County, California",2419,216,8.6,3.8
6077003308,"Census Tract 33.08, San Joaquin County, California",752,179,2.4,3.1
6077003309,"Census Tract 33.09, San Joaquin County, California",3319,322,7.4,3.6
6077003310,"Census Tract 33.10, San Joaquin County, California",2459,169,10.2,4.3
6077003311,"Census Tract 33.11, San Joaquin County, California",1959,187,8.6,5
6077003403,"Census Tract 34.03, San Joaquin County, California",2451,231,12.4,3.9
6077003404,"Census Tract 34.04, San Joaquin County, California",3198,365,2.6,1.9
6077003405,"Census Tract 34.05, San Joaquin County, California",2164,250,5.3,2.6
6077003406,"Census Tract 34.06, San Joaquin County, California",2279,263,5.5,3.1
6077003407,"Census Tract 34.07, San Joaquin County, California",1425,261,6.6,3.2
6077003408,"Census Tract 34.08, San Joaquin County, California",6139,578,11.7,3.9
6077003500,"Census Tract 35, San Joaquin County, California",10418,648,15.4,2.6
6077003601,"Census Tract 36.01, San Joaquin County, California",2158,238,9,3.8
6077003602,"Census Tract 36.02, San Joaquin County, California",1938,306,9,4.6
6077003700,"Census Tract 37, San Joaquin County, California",2002,200,4.1,2.3
6077003801,"Census Tract 38.01, San Joaquin County, California",5595,399,13.4,2.9
6077003802,"Census Tract 38.02, San Joaquin County, California",3208,261,12.6,4
6077003803,"Census Tract 38.03, San Joaquin County, California",4778,1355,2.4,1.5
6077003900,"Census Tract 39, San Joaquin County, California",809,174,12.6,7.5
6077004001,"Census Tract 40.01, San Joaquin County, California",1611,256,4.7,3.3
6077004002,"Census Tract 40.02, San Joaquin County, California",5853,368,24.2,4.9
6077004102,"Census Tract 41.02, San Joaquin County, California",4277,306,12.7,3.6
6077004103,"Census Tract 41.03, San Joaquin County, California",4596,282,13.4,3.6
6077004104,"Census Tract 41.04, San Joaquin County, California",2151,197,25.5,5.5
6077004201,"Census Tract 42.01, San Joaquin County, California",4011,310,9.5,3.3
6077004202,"Census Tract 42.02, San Joaquin County, California",1160,225,24.3,8.8
6077004203,"Census Tract 42.03, San Joaquin County, California",2242,337,9.6,2.6
6077004204,"Census Tract 42.04, San Joaquin County, California",1845,191,13,4.5
6077004302,"Census Tract 43.02, San Joaquin County, California",4169,490,8.1,3.5
6077004303,"Census Tract 43.03, San Joaquin County, California",4879,2406,18,5.3
6077004305,"Census Tract 43.05, San Joaquin County, California",2978,250,25.1,6.3
6077004306,"Census Tract 43.06, San Joaquin County, California",4673,452,10.1,3.4
6077004401,"Census Tract 44.01, San Joaquin County, California",3621,407,3,2.6
6077004402,"Census Tract 44.02, San Joaquin County, California",2889,316,10.1,3.8
6077004500,"Census Tract 45, San Joaquin County, California",3349,373,5.6,2.2
6077004600,"Census Tract 46, San Joaquin County, California",3590,342,14.5,3.8
6077004701,"Census Tract 47.01, San Joaquin County, California",1761,164,8.3,4.7
6077004702,"Census Tract 47.02, San Joaquin County, California",7000,2769,9.6,4.9
6077004800,"Census Tract 48, San Joaquin County, California",3137,224,13,3.3
6077004901,"Census Tract 49.01, San Joaquin County, California",4884,219,6.7,2.6
6077004902,"Census Tract 49.02, San Joaquin County, California",3859,609,12.6,3.2
6077005001,"Census Tract 50.01, San Joaquin County, California",3419,213,19.5,5.3
6077005003,"Census Tract 50.03, San Joaquin County, California",3010,219,16,4.6
6077005004,"Census Tract 50.04, San Joaquin County, California",3458,213,11.5,3.5
6077005106,"Census Tract 51.06, San Joaquin County, California",3574,224,17.1,6.4
6077005108,"Census Tract 51.08, San Joaquin County, California",2223,212,6.1,3.5
6077005109,"Census Tract 51.09, San Joaquin County, California",2601,286,4.3,2.5
6077005110,"Census Tract 51.10, San Joaquin County, California",4101,273,9.8,3.9
6077005111,"Census Tract 51.11, San Joaquin County, California",346,116,11.6,10.9
6077005112,"Census Tract 51.12, San Joaquin County, California",2046,252,5.9,2.6
6077005113,"Census Tract 51.13, San Joaquin County, California",3442,259,16.9,5.3
6077005114,"Census Tract 51.14, San Joaquin County, California",3439,256,16,4.4
6077005115,"Census Tract 51.15, San Joaquin County, California",4609,378,7.1,3.3
6077005118,"Census Tract 51.18, San Joaquin County, California",5849,306,15.1,3.4
6077005119,"Census Tract 51.19, San Joaquin County, California",2179,278,20.7,7.7
6077005122,"Census Tract 51.22, San Joaquin County, California",2655,268,9.4,3.9
6077005123,"Census Tract 51.23, San Joaquin County, California",2587,283,17.8,5.4
6077005124,"Census Tract 51.24, San Joaquin County, California",2019,165,4.9,2.7
6077005125,"Census Tract 51.25, San Joaquin County, California",1070,158,17.2,10.1
6077005126,"Census Tract 51.26, San Joaquin County, California",2104,186,7.2,3.8
6077005127,"Census Tract 51.27, San Joaquin County, California",3018,267,10.2,4.8
6077005128,"Census Tract 51.28, San Joaquin County, California",4151,284,4.5,2.3
6077005202,"Census Tract 52.02, San Joaquin County, California",3798,217,21.2,4.3
6077005203,"Census Tract 52.03, San Joaquin County, California",14029,710,22,2.3
6077005205,"Census Tract 52.05, San Joaquin County, California",13124,603,20.2,2.6
6077005302,"Census Tract 53.02, San Joaquin County, California",3708,355,6.3,3
6077005303,"Census Tract 53.03, San Joaquin County, California",2598,304,6.9,3.2
6077005305,"Census Tract 53.05, San Joaquin County, California",3523,333,11.6,4.7
6077005306,"Census Tract 53.06, San Joaquin County, California",4792,528,11.7,3.8
6077005403,"Census Tract 54.03, San Joaquin County, California",3360,215,13.5,3.2
6077005404,"Census Tract 54.04, San Joaquin County, California",3515,320,8.3,3.4
6077005500,"Census Tract 55, San Joaquin County, California",5719,256,6.4,1.9
6079010000,"Census Tract 100, San Luis Obispo County, California",5454,383,15.4,4.2
6079010100,"Census Tract 101, San Luis Obispo County, California",4822,304,12.1,3.8
6079010201,"Census Tract 102.01, San Luis Obispo County, California",4395,250,18.7,4.1
6079010202,"Census Tract 102.02, San Luis Obispo County, California",3260,238,17.5,4.5
6079010203,"Census Tract 102.03, San Luis Obispo County, California",5222,312,16.2,3.4
6079010300,"Census Tract 103, San Luis Obispo County, California",6371,349,15.4,2.7
6079010400,"Census Tract 104, San Luis Obispo County, California",5147,362,22.3,3.9
6079010500,"Census Tract 105, San Luis Obispo County, California",6037,689,21.8,4.3
6079010600,"Census Tract 106, San Luis Obispo County, California",5067,972,16.3,4.5
6079010701,"Census Tract 107.01, San Luis Obispo County, California",3358,303,23.9,5.9
6079010702,"Census Tract 107.02, San Luis Obispo County, California",4710,283,18.3,3.8
6079010703,"Census Tract 107.03, San Luis Obispo County, California",2389,203,21.1,5.6
6079010800,"Census Tract 108, San Luis Obispo County, California",1456,223,23.6,6.1
6079010901,"Census Tract 109.01, San Luis Obispo County, California",151,92,0,23
6079010902,"Census Tract 109.02, San Luis Obispo County, California",774,126,30.2,11.9
6079011000,"Census Tract 110, San Luis Obispo County, California",4052,410,23,4.3
6079011101,"Census Tract 111.01, San Luis Obispo County, California",1677,188,24.5,6.3
6079011102,"Census Tract 111.02, San Luis Obispo County, California",2436,307,25.1,5.5
6079011103,"Census Tract 111.03, San Luis Obispo County, California",1405,147,24.1,10.7
6079011200,"Census Tract 112, San Luis Obispo County, California",2633,249,32.2,6.5
6079011300,"Census Tract 113, San Luis Obispo County, California",3007,245,26.4,5.9
6079011400,"Census Tract 114, San Luis Obispo County, California",5839,236,3.1,1.2
6079011501,"Census Tract 115.01, San Luis Obispo County, California",1040,144,16.4,7.5
6079011502,"Census Tract 115.02, San Luis Obispo County, California",2544,209,31.7,5.9
6079011600,"Census Tract 116, San Luis Obispo County, California",2691,221,34.2,5.1
6079011700,"Census Tract 117, San Luis Obispo County, California",6571,406,19.7,3.8
6079011800,"Census Tract 118, San Luis Obispo County, California",4974,229,29.5,3.6
6079011901,"Census Tract 119.01, San Luis Obispo County, California",2146,253,15.7,4.6
6079011902,"Census Tract 119.02, San Luis Obispo County, California",4862,372,22.7,4.7
6079012000,"Census Tract 120, San Luis Obispo County, California",4712,332,15.3,4
6079012100,"Census Tract 121, San Luis Obispo County, California",3580,283,18.7,5.6
6079012200,"Census Tract 122, San Luis Obispo County, California",4160,331,11.4,3
6079012301,"Census Tract 123.01, San Luis Obispo County, California",5942,364,17.5,3.6
6079012302,"Census Tract 123.02, San Luis Obispo County, California",3703,264,26.2,5.5
6079012401,"Census Tract 124.01, San Luis Obispo County, California",3492,277,12.9,3.6
6079012402,"Census Tract 124.02, San Luis Obispo County, California",5626,280,17.2,3.5
6079012501,"Census Tract 125.01, San Luis Obispo County, California",3373,316,15.1,4.4
6079012502,"Census Tract 125.02, San Luis Obispo County, California",3093,263,15.2,5
6079012503,"Census Tract 125.03, San Luis Obispo County, California",2881,263,12.1,5.1
6079012600,"Census Tract 126, San Luis Obispo County, California",4783,322,21.6,4.9
6079012702,"Census Tract 127.02, San Luis Obispo County, California",4110,271,19.8,4.5
6079012703,"Census Tract 127.03, San Luis Obispo County, California",3076,316,16.5,4.2
6079012704,"Census Tract 127.04, San Luis Obispo County, California",6218,374,23.7,4.5
6079012800,"Census Tract 128, San Luis Obispo County, California",1488,475,6.3,3.2
6081600100,"Census Tract 6001, San Mateo County, California",2860,202,32,5.8
6081600200,"Census Tract 6002, San Mateo County, California",2561,344,13.7,3.6
6081600300,"Census Tract 6003, San Mateo County, California",2610,301,38,7
6081600400,"Census Tract 6004, San Mateo County, California",6254,605,19.5,4.9
6081600500,"Census Tract 6005, San Mateo County, California",5054,480,30,6.3
6081600600,"Census Tract 6006, San Mateo County, California",3148,303,19.3,5.9
6081600700,"Census Tract 6007, San Mateo County, California",5354,489,19.8,4.7
6081600800,"Census Tract 6008, San Mateo County, California",4050,402,25.5,5
6081600900,"Census Tract 6009, San Mateo County, California",2977,199,39.6,7
6081601000,"Census Tract 6010, San Mateo County, California",4721,319,24,4.3
6081601100,"Census Tract 6011, San Mateo County, California",4481,295,27.2,4
6081601200,"Census Tract 6012, San Mateo County, California",3978,421,24.6,6.6
6081601300,"Census Tract 6013, San Mateo County, California",4533,492,28.3,5.7
6081601400,"Census Tract 6014, San Mateo County, California",4983,476,28.8,5.9
6081601501,"Census Tract 6015.01, San Mateo County, California",3503,355,28.4,5.4
6081601502,"Census Tract 6015.02, San Mateo County, California",3416,409,29.8,7
6081601601,"Census Tract 6016.01, San Mateo County, California",1801,124,18.4,5.4
6081601603,"Census Tract 6016.03, San Mateo County, California",4686,469,34.7,5
6081601604,"Census Tract 6016.04, San Mateo County, California",1764,187,47.3,9.6
6081601605,"Census Tract 6016.05, San Mateo County, California",4557,297,34.1,5.2
6081601700,"Census Tract 6017, San Mateo County, California",3068,188,22.1,4.1
6081601800,"Census Tract 6018, San Mateo County, California",4330,297,25.1,4.4
6081601900,"Census Tract 6019, San Mateo County, California",6328,382,24.3,5.1
6081602000,"Census Tract 6020, San Mateo County, California",5400,332,25.3,4.5
6081602100,"Census Tract 6021, San Mateo County, California",1959,317,8.9,5
6081602200,"Census Tract 6022, San Mateo County, California",4897,402,13.1,4.7
6081602300,"Census Tract 6023, San Mateo County, California",2479,211,19.1,6.5
6081602400,"Census Tract 6024, San Mateo County, California",4869,316,22.5,4.1
6081602500,"Census Tract 6025, San Mateo County, California",3627,343,33.3,6.7
6081602600,"Census Tract 6026, San Mateo County, California",5286,378,37.4,5.4
6081602700,"Census Tract 6027, San Mateo County, California",3888,224,25.6,4.4
6081602800,"Census Tract 6028, San Mateo County, California",3329,264,25.8,6.1
6081602900,"Census Tract 6029, San Mateo County, California",2748,232,23,4.6
6081603000,"Census Tract 6030, San Mateo County, California",3213,394,24.5,4.6
6081603100,"Census Tract 6031, San Mateo County, California",2255,165,29.9,5.7
6081603200,"Census Tract 6032, San Mateo County, California",2615,137,19.9,5.5
6081603300,"Census Tract 6033, San Mateo County, California",4539,245,25,4.6
6081603400,"Census Tract 6034, San Mateo County, California",3678,184,22.9,5.9
6081603500,"Census Tract 6035, San Mateo County, California",0,132,-,**
6081603600,"Census Tract 6036, San Mateo County, California",3393,225,29.8,4.9
6081603700,"Census Tract 6037, San Mateo County, California",3622,249,30.2,5.6
6081603800,"Census Tract 6038, San Mateo County, California",6734,406,23.4,4
6081603900,"Census Tract 6039, San Mateo County, California",3447,258,27.8,5.4
6081604000,"Census Tract 6040, San Mateo County, California",2080,142,22.7,4.1
6081604101,"Census Tract 6041.01, San Mateo County, California",4746,405,17.9,5.9
6081604102,"Census Tract 6041.02, San Mateo County, California",1553,194,26.7,7.1
6081604200,"Census Tract 6042, San Mateo County, California",2303,291,12.8,6.6
6081604300,"Census Tract 6043, San Mateo County, California",0,132,-,**
6081604400,"Census Tract 6044, San Mateo County, California",2461,300,28.6,7
6081604500,"Census Tract 6045, San Mateo County, California",2275,142,29.6,6.6
6081604600,"Census Tract 6046, San Mateo County, California",1849,136,27.7,7.9
6081604700,"Census Tract 6047, San Mateo County, California",1960,120,35.6,7
6081604800,"Census Tract 6048, San Mateo County, California",3329,288,24.3,5.9
6081604900,"Census Tract 6049, San Mateo County, California",2409,189,24.8,5.6
6081605000,"Census Tract 6050, San Mateo County, California",6244,1324,24.9,8
6081605100,"Census Tract 6051, San Mateo County, California",1854,179,29.2,8.4
6081605200,"Census Tract 6052, San Mateo County, California",2177,199,37.3,7.1
6081605300,"Census Tract 6053, San Mateo County, California",3095,524,31.2,7.9
6081605400,"Census Tract 6054, San Mateo County, California",4213,448,32.2,5.9
6081605500,"Census Tract 6055, San Mateo County, California",3297,305,40.9,7.2
6081605600,"Census Tract 6056, San Mateo County, California",3759,125,33.2,4.2
6081605700,"Census Tract 6057, San Mateo County, California",3517,195,33,4.4
6081605800,"Census Tract 6058, San Mateo County, California",1902,131,40.3,6.6
6081605900,"Census Tract 6059, San Mateo County, California",4007,329,27.5,6.1
6081606000,"Census Tract 6060, San Mateo County, California",3123,350,22.2,4.3
6081606100,"Census Tract 6061, San Mateo County, California",2710,306,23.1,6.4
6081606200,"Census Tract 6062, San Mateo County, California",4828,488,10.9,4.4
6081606300,"Census Tract 6063, San Mateo County, California",2577,267,26.1,5.5
6081606400,"Census Tract 6064, San Mateo County, California",3896,223,35.3,6.7
6081606500,"Census Tract 6065, San Mateo County, California",2467,108,32.3,5.7
6081606600,"Census Tract 6066, San Mateo County, California",2332,138,31.8,6.1
6081606700,"Census Tract 6067, San Mateo County, California",1723,99,34.2,7.7
6081606800,"Census Tract 6068, San Mateo County, California",2743,212,33.5,6.8
6081606900,"Census Tract 6069, San Mateo County, California",1854,105,31.8,6.5
6081607000,"Census Tract 6070, San Mateo County, California",2315,203,33,7.1
6081607100,"Census Tract 6071, San Mateo County, California",2129,142,34.9,6.2
6081607200,"Census Tract 6072, San Mateo County, California",3271,309,29.5,5
6081607300,"Census Tract 6073, San Mateo County, California",2208,150,30.1,5.9
6081607400,"Census Tract 6074, San Mateo County, California",3348,331,21.5,4.9
6081607500,"Census Tract 6075, San Mateo County, California",2392,239,35.8,5.3
6081607600,"Census Tract 6076, San Mateo County, California",2287,252,29.8,8
6081607701,"Census Tract 6077.01, San Mateo County, California",2557,253,21.3,5.6
6081607702,"Census Tract 6077.02, San Mateo County, California",1736,164,18.4,7.9
6081607800,"Census Tract 6078, San Mateo County, California",1942,360,18.8,5.8
6081607900,"Census Tract 6079, San Mateo County, California",2348,179,32.4,6
6081608001,"Census Tract 6080.01, San Mateo County, California",2249,240,36.2,7.4
6081608002,"Census Tract 6080.02, San Mateo County, California",2532,166,33.9,5.5
6081608004,"Census Tract 6080.04, San Mateo County, California",4751,272,37.3,5.2
6081608013,"Census Tract 6080.13, San Mateo County, California",2503,240,29.1,6.3
6081608023,"Census Tract 6080.23, San Mateo County, California",1605,117,37.9,8
6081608100,"Census Tract 6081, San Mateo County, California",2183,114,37.3,6.7
6081608200,"Census Tract 6082, San Mateo County, California",2264,145,38.1,6.4
6081608300,"Census Tract 6083, San Mateo County, California",2181,151,29,5.9
6081608400,"Census Tract 6084, San Mateo County, California",3448,344,27.1,7.6
6081608501,"Census Tract 6085.01, San Mateo County, California",3215,245,21.8,5.3
6081608502,"Census Tract 6085.02, San Mateo County, California",2011,167,29.2,6.8
6081608600,"Census Tract 6086, San Mateo County, California",2953,209,26.2,5.1
6081608700,"Census Tract 6087, San Mateo County, California",4542,217,29.1,5.2
6081608800,"Census Tract 6088, San Mateo County, California",3864,225,34.1,6.2
6081608900,"Census Tract 6089, San Mateo County, California",4587,261,37,5.5
6081609000,"Census Tract 6090, San Mateo County, California",1821,145,35.6,8.2
6081609100,"Census Tract 6091, San Mateo County, California",1102,188,32.8,11.9
6081609200,"Census Tract 6092, San Mateo County, California",5268,295,30.3,5
6081609300,"Census Tract 6093, San Mateo County, California",2200,96,33.4,6.7
6081609400,"Census Tract 6094, San Mateo County, California",1905,104,36.5,5.9
6081609500,"Census Tract 6095, San Mateo County, California",3268,174,30,5.5
6081609601,"Census Tract 6096.01, San Mateo County, California",2137,116,31.2,6.1
6081609602,"Census Tract 6096.02, San Mateo County, California",1187,111,34.4,8.2
6081609603,"Census Tract 6096.03, San Mateo County, California",3846,463,35.5,5.8
6081609700,"Census Tract 6097, San Mateo County, California",3514,205,31.2,5.3
6081609800,"Census Tract 6098, San Mateo County, California",3234,198,32.1,5
6081609900,"Census Tract 6099, San Mateo County, California",2030,174,26.4,8
6081610000,"Census Tract 6100, San Mateo County, California",3123,292,31.7,6
6081610100,"Census Tract 6101, San Mateo County, California",1576,150,12.8,5.6
6081610201,"Census Tract 6102.01, San Mateo County, California",2977,244,13.5,4.2
6081610202,"Census Tract 6102.02, San Mateo County, California",1548,167,11.7,6.2
