Id2,Geography,Estimate; Total,Margin of Error; Total
6073019806,"Census Tract 198.06, San Diego County, California",9752,517
6073019807,"Census Tract 198.07, San Diego County, California",9323,466
6073019902,"Census Tract 199.02, San Diego County, California",4482,411
6073019903,"Census Tract 199.03, San Diego County, California",3356,414
6073019904,"Census Tract 199.04, San Diego County, California",5329,421
6073019905,"Census Tract 199.05, San Diego County, California",4867,594
6073020009,"Census Tract 200.09, San Diego County, California",9418,1115
6073020010,"Census Tract 200.10, San Diego County, California",16889,613
6073020013,"Census Tract 200.13, San Diego County, California",10794,700
6073020014,"Census Tract 200.14, San Diego County, California",6018,386
6073020015,"Census Tract 200.15, San Diego County, California",3336,334
6073020016,"Census Tract 200.16, San Diego County, California",8961,466
6073020017,"Census Tract 200.17, San Diego County, California",2727,333
6073020018,"Census Tract 200.18, San Diego County, California",6316,465
6073020019,"Census Tract 200.19, San Diego County, California",7053,524
6073020020,"Census Tract 200.20, San Diego County, California",7128,503
6073020021,"Census Tract 200.21, San Diego County, California",6109,512
6073020022,"Census Tract 200.22, San Diego County, California",7803,544
6073020023,"Census Tract 200.23, San Diego County, California",4509,434
6073020024,"Census Tract 200.24, San Diego County, California",3939,447
6073020025,"Census Tract 200.25, San Diego County, California",4444,276
6073020103,"Census Tract 201.03, San Diego County, California",9637,804
6073020105,"Census Tract 201.05, San Diego County, California",3331,301
6073020106,"Census Tract 201.06, San Diego County, California",3274,355
6073020107,"Census Tract 201.07, San Diego County, California",3505,256
6073020108,"Census Tract 201.08, San Diego County, California",5097,600
6073020109,"Census Tract 201.09, San Diego County, California",5381,445
6073020202,"Census Tract 202.02, San Diego County, California",7104,860
6073020206,"Census Tract 202.06, San Diego County, California",4523,432
6073020207,"Census Tract 202.07, San Diego County, California",4668,381
6073020208,"Census Tract 202.08, San Diego County, California",2511,254
6073020209,"Census Tract 202.09, San Diego County, California",4217,414
6073020210,"Census Tract 202.10, San Diego County, California",4415,385
6073020211,"Census Tract 202.11, San Diego County, California",6421,645
6073020212,"Census Tract 202.12, San Diego County, California",7919,895
6073020302,"Census Tract 203.02, San Diego County, California",8268,654
6073020304,"Census Tract 203.04, San Diego County, California",5711,335
6073020305,"Census Tract 203.05, San Diego County, California",5989,620
6073020306,"Census Tract 203.06, San Diego County, California",6424,486
6073020307,"Census Tract 203.07, San Diego County, California",6290,493
6073020401,"Census Tract 204.01, San Diego County, California",2403,302
6073020403,"Census Tract 204.03, San Diego County, California",4040,426
6073020404,"Census Tract 204.04, San Diego County, California",5015,525
6073020405,"Census Tract 204.05, San Diego County, California",3421,204
6073020500,"Census Tract 205, San Diego County, California",4591,652
6073020601,"Census Tract 206.01, San Diego County, California",4613,601
6073020602,"Census Tract 206.02, San Diego County, California",7302,2844
6073020705,"Census Tract 207.05, San Diego County, California",4378,336
6073020706,"Census Tract 207.06, San Diego County, California",5836,453
6073020707,"Census Tract 207.07, San Diego County, California",4303,589
6073020708,"Census Tract 207.08, San Diego County, California",3056,297
6073020709,"Census Tract 207.09, San Diego County, California",7341,406
6073020710,"Census Tract 207.10, San Diego County, California",1731,211
6073020801,"Census Tract 208.01, San Diego County, California",5090,288
6073020805,"Census Tract 208.05, San Diego County, California",3325,408
6073020806,"Census Tract 208.06, San Diego County, California",5726,574
6073020807,"Census Tract 208.07, San Diego County, California",2865,391
6073020808,"Census Tract 208.08, San Diego County, California",11573,532
6073020809,"Census Tract 208.09, San Diego County, California",6304,642
6073020902,"Census Tract 209.02, San Diego County, California",1475,244
6073020903,"Census Tract 209.03, San Diego County, California",2606,356
6073020904,"Census Tract 209.04, San Diego County, California",2898,429
6073021000,"Census Tract 210, San Diego County, California",2753,544
6073021100,"Census Tract 211, San Diego County, California",7447,1136
6073021202,"Census Tract 212.02, San Diego County, California",2869,370
6073021203,"Census Tract 212.03, San Diego County, California",8848,776
6073021204,"Census Tract 212.04, San Diego County, California",4863,337
6073021302,"Census Tract 213.02, San Diego County, California",4769,720
6073021303,"Census Tract 213.03, San Diego County, California",7542,657
6073021304,"Census Tract 213.04, San Diego County, California",2553,220
6075010100,"Census Tract 101, San Francisco County, California",3685,463
6075010200,"Census Tract 102, San Francisco County, California",4354,327
6075010300,"Census Tract 103, San Francisco County, California",3736,509
6075010400,"Census Tract 104, San Francisco County, California",4481,417
6075010500,"Census Tract 105, San Francisco County, California",2415,216
6075010600,"Census Tract 106, San Francisco County, California",4018,430
6075010700,"Census Tract 107, San Francisco County, California",5376,444
6075010800,"Census Tract 108, San Francisco County, California",4789,378
6075010900,"Census Tract 109, San Francisco County, California",4377,322
6075011000,"Census Tract 110, San Francisco County, California",5502,486
6075011100,"Census Tract 111, San Francisco County, California",5024,430
6075011200,"Census Tract 112, San Francisco County, California",3670,409
6075011300,"Census Tract 113, San Francisco County, California",3451,393
6075011400,"Census Tract 114, San Francisco County, California",3067,369
6075011500,"Census Tract 115, San Francisco County, California",773,97
6075011700,"Census Tract 117, San Francisco County, California",1531,158
6075011800,"Census Tract 118, San Francisco County, California",1563,187
6075011900,"Census Tract 119, San Francisco County, California",4704,442
6075012000,"Census Tract 120, San Francisco County, California",3405,350
6075012100,"Census Tract 121, San Francisco County, California",2579,254
6075012200,"Census Tract 122, San Francisco County, California",6434,551
6075012300,"Census Tract 123, San Francisco County, California",4581,690
6075012400,"Census Tract 124, San Francisco County, California",6923,711
6075012500,"Census Tract 125, San Francisco County, California",6317,701
6075012600,"Census Tract 126, San Francisco County, California",4804,562
6075012700,"Census Tract 127, San Francisco County, California",3410,333
6075012800,"Census Tract 128, San Francisco County, California",4214,588
6075012900,"Census Tract 129, San Francisco County, California",5790,385
6075013000,"Census Tract 130, San Francisco County, California",3861,346
6075013100,"Census Tract 131, San Francisco County, California",7140,703
6075013200,"Census Tract 132, San Francisco County, California",5053,526
6075013300,"Census Tract 133, San Francisco County, California",3766,388
6075013400,"Census Tract 134, San Francisco County, California",3541,538
6075013500,"Census Tract 135, San Francisco County, California",2893,291
6075015100,"Census Tract 151, San Francisco County, California",2089,302
6075015200,"Census Tract 152, San Francisco County, California",4009,393
6075015300,"Census Tract 153, San Francisco County, California",2047,340
6075015400,"Census Tract 154, San Francisco County, California",5922,571
6075015500,"Census Tract 155, San Francisco County, California",3662,615
6075015600,"Census Tract 156, San Francisco County, California",2909,360
6075015700,"Census Tract 157, San Francisco County, California",7659,943
6075015800,"Census Tract 158, San Francisco County, California",6599,790
6075015900,"Census Tract 159, San Francisco County, California",4068,420
6075016000,"Census Tract 160, San Francisco County, California",2255,209
6075016100,"Census Tract 161, San Francisco County, California",5229,565
6075016200,"Census Tract 162, San Francisco County, California",2431,333
6075016300,"Census Tract 163, San Francisco County, California",4473,493
6075016400,"Census Tract 164, San Francisco County, California",3714,402
6075016500,"Census Tract 165, San Francisco County, California",4597,371
6075016600,"Census Tract 166, San Francisco County, California",5021,579
6075016700,"Census Tract 167, San Francisco County, California",4718,446
6075016800,"Census Tract 168, San Francisco County, California",6293,770
6075016900,"Census Tract 169, San Francisco County, California",3619,271
6075017000,"Census Tract 170, San Francisco County, California",3625,408
6075017100,"Census Tract 171, San Francisco County, California",7650,605
6075017601,"Census Tract 176.01, San Francisco County, California",5905,735
6075017602,"Census Tract 176.02, San Francisco County, California",1054,237
6075017700,"Census Tract 177, San Francisco County, California",1580,227
6075017800,"Census Tract 178, San Francisco County, California",6715,649
6075017901,"Census Tract 179.01, San Francisco County, California",8416,928
6075017902,"Census Tract 179.02, San Francisco County, California",2530,394
6075018000,"Census Tract 180, San Francisco County, California",3002,306
6075020100,"Census Tract 201, San Francisco County, California",5717,638
6075020200,"Census Tract 202, San Francisco County, California",5660,491
6075020300,"Census Tract 203, San Francisco County, California",3151,418
6075020400,"Census Tract 204, San Francisco County, California",7283,514
6075020500,"Census Tract 205, San Francisco County, California",2661,222
6075020600,"Census Tract 206, San Francisco County, California",5334,563
6075020700,"Census Tract 207, San Francisco County, California",6835,680
6075020800,"Census Tract 208, San Francisco County, California",6900,693
6075020900,"Census Tract 209, San Francisco County, California",5087,485
6075021000,"Census Tract 210, San Francisco County, California",4984,532
6075021100,"Census Tract 211, San Francisco County, California",4680,357
6075021200,"Census Tract 212, San Francisco County, California",2905,323
6075021300,"Census Tract 213, San Francisco County, California",2715,250
6075021400,"Census Tract 214, San Francisco County, California",3610,323
6075021500,"Census Tract 215, San Francisco County, California",5393,573
6075021600,"Census Tract 216, San Francisco County, California",4321,390
6075021700,"Census Tract 217, San Francisco County, California",4037,368
6075021800,"Census Tract 218, San Francisco County, California",4462,374
6075022600,"Census Tract 226, San Francisco County, California",1314,151
6075022701,"Census Tract 227.01, San Francisco County, California",3470,465
6075022702,"Census Tract 227.02, San Francisco County, California",2187,258
6075022703,"Census Tract 227.03, San Francisco County, California",6254,549
6075022801,"Census Tract 228.01, San Francisco County, California",4779,585
6075022802,"Census Tract 228.02, San Francisco County, California",2319,296
6075022803,"Census Tract 228.03, San Francisco County, California",4747,424
6075022901,"Census Tract 229.01, San Francisco County, California",4519,466
6075022902,"Census Tract 229.02, San Francisco County, California",2687,484
6075022903,"Census Tract 229.03, San Francisco County, California",3226,376
6075023001,"Census Tract 230.01, San Francisco County, California",4772,498
6075023002,"Census Tract 230.02, San Francisco County, California",2170,436
6075023003,"Census Tract 230.03, San Francisco County, California",3647,609
6075023101,"Census Tract 231.01, San Francisco County, California",1120,225
6075023102,"Census Tract 231.02, San Francisco County, California",3372,463
6075023103,"Census Tract 231.03, San Francisco County, California",4093,527
6075023200,"Census Tract 232, San Francisco County, California",4810,595
6075023300,"Census Tract 233, San Francisco County, California",2595,337
6075023400,"Census Tract 234, San Francisco County, California",3293,495
6075025100,"Census Tract 251, San Francisco County, California",3646,440
6075025200,"Census Tract 252, San Francisco County, California",6076,655
6075025300,"Census Tract 253, San Francisco County, California",4907,464
6075025401,"Census Tract 254.01, San Francisco County, California",4074,435
6075025402,"Census Tract 254.02, San Francisco County, California",2935,246
6075025403,"Census Tract 254.03, San Francisco County, California",4573,452
6075025500,"Census Tract 255, San Francisco County, California",7990,726
6075025600,"Census Tract 256, San Francisco County, California",5475,426
6075025700,"Census Tract 257, San Francisco County, California",8463,585
6075025800,"Census Tract 258, San Francisco County, California",2182,265
6075025900,"Census Tract 259, San Francisco County, California",4498,587
6075026001,"Census Tract 260.01, San Francisco County, California",5609,616
6075026002,"Census Tract 260.02, San Francisco County, California",4678,700
6075026003,"Census Tract 260.03, San Francisco County, California",4421,425
6075026004,"Census Tract 260.04, San Francisco County, California",3808,372
6075026100,"Census Tract 261, San Francisco County, California",6190,581
6075026200,"Census Tract 262, San Francisco County, California",7021,592
6075026301,"Census Tract 263.01, San Francisco County, California",4028,512
6075026302,"Census Tract 263.02, San Francisco County, California",4347,391
6075026303,"Census Tract 263.03, San Francisco County, California",4983,399
6075026401,"Census Tract 264.01, San Francisco County, California",4199,394
6075026402,"Census Tract 264.02, San Francisco County, California",4350,673
6075026403,"Census Tract 264.03, San Francisco County, California",3771,495
6075026404,"Census Tract 264.04, San Francisco County, California",2575,326
6075030101,"Census Tract 301.01, San Francisco County, California",4343,474
6075030102,"Census Tract 301.02, San Francisco County, California",4720,386
6075030201,"Census Tract 302.01, San Francisco County, California",3877,406
6075030202,"Census Tract 302.02, San Francisco County, California",4770,574
6075030301,"Census Tract 303.01, San Francisco County, California",6169,600
6075030302,"Census Tract 303.02, San Francisco County, California",3836,333
6075030400,"Census Tract 304, San Francisco County, California",5320,286
6075030500,"Census Tract 305, San Francisco County, California",3588,276
6075030600,"Census Tract 306, San Francisco County, California",2110,229
6075030700,"Census Tract 307, San Francisco County, California",6333,314
6075030800,"Census Tract 308, San Francisco County, California",5625,384
6075030900,"Census Tract 309, San Francisco County, California",6748,366
6075031000,"Census Tract 310, San Francisco County, California",3363,314
6075031100,"Census Tract 311, San Francisco County, California",7218,433
6075031200,"Census Tract 312, San Francisco County, California",9314,883
6075031300,"Census Tract 313, San Francisco County, California",9168,749
6075031400,"Census Tract 314, San Francisco County, California",6262,593
6075032600,"Census Tract 326, San Francisco County, California",8842,559
6075032700,"Census Tract 327, San Francisco County, California",6683,502
6075032800,"Census Tract 328, San Francisco County, California",8736,961
6075032900,"Census Tract 329, San Francisco County, California",9734,756
6075033000,"Census Tract 330, San Francisco County, California",7771,535
6075033100,"Census Tract 331, San Francisco County, California",3922,251
6075033201,"Census Tract 332.01, San Francisco County, California",3293,558
6075033202,"Census Tract 332.02, San Francisco County, California",5952,725
6075035100,"Census Tract 351, San Francisco County, California",8240,746
6075035201,"Census Tract 352.01, San Francisco County, California",5278,436
6075035202,"Census Tract 352.02, San Francisco County, California",4677,363
6075035300,"Census Tract 353, San Francisco County, California",7227,550
6075035400,"Census Tract 354, San Francisco County, California",6876,553
6075040100,"Census Tract 401, San Francisco County, California",4658,650
6075040200,"Census Tract 402, San Francisco County, California",5388,519
6075042600,"Census Tract 426, San Francisco County, California",7595,760
6075042700,"Census Tract 427, San Francisco County, California",5978,608
6075042800,"Census Tract 428, San Francisco County, California",2662,333
6075045100,"Census Tract 451, San Francisco County, California",4970,399
6075045200,"Census Tract 452, San Francisco County, California",6546,452
6075047600,"Census Tract 476, San Francisco County, California",5068,391
6075047701,"Census Tract 477.01, San Francisco County, California",4180,470
6075047702,"Census Tract 477.02, San Francisco County, California",4080,431
6075047800,"Census Tract 478, San Francisco County, California",8942,1108
6075047901,"Census Tract 479.01, San Francisco County, California",6664,532
6075047902,"Census Tract 479.02, San Francisco County, California",3750,429
6075060100,"Census Tract 601, San Francisco County, California",2627,468
6075060200,"Census Tract 602, San Francisco County, California",443,330
6075060300,"Census Tract 603, San Francisco County, California",50,29
6075060400,"Census Tract 604, San Francisco County, California",2753,296
6075060501,"Census Tract 605.01, San Francisco County, California",640,395
6075060502,"Census Tract 605.02, San Francisco County, California",2933,471
6075060600,"Census Tract 606, San Francisco County, California",269,195
6075060700,"Census Tract 607, San Francisco County, California",4475,443
6075060900,"Census Tract 609, San Francisco County, California",406,171
6075061000,"Census Tract 610, San Francisco County, California",3273,533
6077000100,"Census Tract 1, San Joaquin County, California",4495,906
6077000300,"Census Tract 3, San Joaquin County, California",1700,355
6077000401,"Census Tract 4.01, San Joaquin County, California",3409,422
6077000402,"Census Tract 4.02, San Joaquin County, California",3760,515
6077000500,"Census Tract 5, San Joaquin County, California",3043,567
6077000600,"Census Tract 6, San Joaquin County, California",2949,2021
6077000700,"Census Tract 7, San Joaquin County, California",5456,661
6077000800,"Census Tract 8, San Joaquin County, California",1984,346
6077000900,"Census Tract 9, San Joaquin County, California",5763,662
6077001000,"Census Tract 10, San Joaquin County, California",4656,494
6077001101,"Census Tract 11.01, San Joaquin County, California",5108,414
6077001102,"Census Tract 11.02, San Joaquin County, California",3951,499
6077001200,"Census Tract 12, San Joaquin County, California",5669,592
6077001300,"Census Tract 13, San Joaquin County, California",5230,546
6077001400,"Census Tract 14, San Joaquin County, California",4407,481
6077001500,"Census Tract 15, San Joaquin County, California",7533,789
6077001600,"Census Tract 16, San Joaquin County, California",2443,256
6077001700,"Census Tract 17, San Joaquin County, California",4114,550
6077001800,"Census Tract 18, San Joaquin County, California",3676,467
6077001900,"Census Tract 19, San Joaquin County, California",4845,462
6077002000,"Census Tract 20, San Joaquin County, California",3801,478
6077002100,"Census Tract 21, San Joaquin County, California",4426,502
6077002200,"Census Tract 22, San Joaquin County, California",7803,764
6077002300,"Census Tract 23, San Joaquin County, California",4637,448
6077002400,"Census Tract 24, San Joaquin County, California",6553,794
6077002501,"Census Tract 25.01, San Joaquin County, California",4897,563
6077002502,"Census Tract 25.02, San Joaquin County, California",5937,519
6077002701,"Census Tract 27.01, San Joaquin County, California",5803,615
6077002702,"Census Tract 27.02, San Joaquin County, California",4259,581
6077002800,"Census Tract 28, San Joaquin County, California",6056,748
6077003106,"Census Tract 31.06, San Joaquin County, California",3765,299
6077003108,"Census Tract 31.08, San Joaquin County, California",4353,463
6077003109,"Census Tract 31.09, San Joaquin County, California",4904,549
6077003110,"Census Tract 31.10, San Joaquin County, California",4175,329
6077003111,"Census Tract 31.11, San Joaquin County, California",3866,281
6077003112,"Census Tract 31.12, San Joaquin County, California",2994,347
6077003113,"Census Tract 31.13, San Joaquin County, California",6143,787
6077003114,"Census Tract 31.14, San Joaquin County, California",9568,756
6077003203,"Census Tract 32.03, San Joaquin County, California",3245,233
6077003205,"Census Tract 32.05, San Joaquin County, California",3524,313
6077003208,"Census Tract 32.08, San Joaquin County, California",11576,782
6077003209,"Census Tract 32.09, San Joaquin County, California",3821,272
6077003210,"Census Tract 32.10, San Joaquin County, California",4241,1681
6077003211,"Census Tract 32.11, San Joaquin County, California",6613,564
6077003213,"Census Tract 32.13, San Joaquin County, California",4960,540
6077003214,"Census Tract 32.14, San Joaquin County, California",3443,349
6077003215,"Census Tract 32.15, San Joaquin County, California",3569,372
6077003305,"Census Tract 33.05, San Joaquin County, California",3802,449
6077003306,"Census Tract 33.06, San Joaquin County, California",4373,353
6077003307,"Census Tract 33.07, San Joaquin County, California",4050,437
6077003308,"Census Tract 33.08, San Joaquin County, California",1866,309
6077003309,"Census Tract 33.09, San Joaquin County, California",6472,641
6077003310,"Census Tract 33.10, San Joaquin County, California",4212,288
6077003311,"Census Tract 33.11, San Joaquin County, California",3582,398
6077003403,"Census Tract 34.03, San Joaquin County, California",4967,535
6077003404,"Census Tract 34.04, San Joaquin County, California",5637,646
6077003405,"Census Tract 34.05, San Joaquin County, California",4403,498
6077003406,"Census Tract 34.06, San Joaquin County, California",4192,556
6077003407,"Census Tract 34.07, San Joaquin County, California",2893,450
6077003408,"Census Tract 34.08, San Joaquin County, California",11051,758
6077003500,"Census Tract 35, San Joaquin County, California",17817,1090
6077003601,"Census Tract 36.01, San Joaquin County, California",3128,381
6077003602,"Census Tract 36.02, San Joaquin County, California",3328,559
6077003700,"Census Tract 37, San Joaquin County, California",3125,463
6077003801,"Census Tract 38.01, San Joaquin County, California",10853,827
6077003802,"Census Tract 38.02, San Joaquin County, California",6387,504
6077003803,"Census Tract 38.03, San Joaquin County, California",7147,1983
6077003900,"Census Tract 39, San Joaquin County, California",1232,343
6077004001,"Census Tract 40.01, San Joaquin County, California",2434,344
6077004002,"Census Tract 40.02, San Joaquin County, California",9746,613
6077004102,"Census Tract 41.02, San Joaquin County, California",7172,809
6077004103,"Census Tract 41.03, San Joaquin County, California",7237,492
6077004104,"Census Tract 41.04, San Joaquin County, California",3279,258
6077004201,"Census Tract 42.01, San Joaquin County, California",5792,437
6077004202,"Census Tract 42.02, San Joaquin County, California",1538,274
6077004203,"Census Tract 42.03, San Joaquin County, California",3950,493
6077004204,"Census Tract 42.04, San Joaquin County, California",2497,201
6077004302,"Census Tract 43.02, San Joaquin County, California",6398,646
6077004303,"Census Tract 43.03, San Joaquin County, California",6019,2343
6077004305,"Census Tract 43.05, San Joaquin County, California",4864,394
6077004306,"Census Tract 43.06, San Joaquin County, California",7979,627
6077004401,"Census Tract 44.01, San Joaquin County, California",7114,837
6077004402,"Census Tract 44.02, San Joaquin County, California",5120,482
6077004500,"Census Tract 45, San Joaquin County, California",6358,680
6077004600,"Census Tract 46, San Joaquin County, California",5098,464
6077004701,"Census Tract 47.01, San Joaquin County, California",2941,339
6077004702,"Census Tract 47.02, San Joaquin County, California",10137,2850
6077004800,"Census Tract 48, San Joaquin County, California",4668,376
6077004901,"Census Tract 49.01, San Joaquin County, California",7365,126
6077004902,"Census Tract 49.02, San Joaquin County, California",6185,789
6077005001,"Census Tract 50.01, San Joaquin County, California",5485,348
6077005003,"Census Tract 50.03, San Joaquin County, California",5180,437
6077005004,"Census Tract 50.04, San Joaquin County, California",6350,486
6077005106,"Census Tract 51.06, San Joaquin County, California",6382,496
6077005108,"Census Tract 51.08, San Joaquin County, California",4242,464
6077005109,"Census Tract 51.09, San Joaquin County, California",4144,446
6077005110,"Census Tract 51.10, San Joaquin County, California",6682,558
6077005111,"Census Tract 51.11, San Joaquin County, California",1131,401
6077005112,"Census Tract 51.12, San Joaquin County, California",3220,450
6077005113,"Census Tract 51.13, San Joaquin County, California",5406,296
6077005114,"Census Tract 51.14, San Joaquin County, California",6024,515
6077005115,"Census Tract 51.15, San Joaquin County, California",7712,792
6077005118,"Census Tract 51.18, San Joaquin County, California",9731,594
6077005119,"Census Tract 51.19, San Joaquin County, California",4100,478
6077005122,"Census Tract 51.22, San Joaquin County, California",4383,428
6077005123,"Census Tract 51.23, San Joaquin County, California",4448,470
6077005124,"Census Tract 51.24, San Joaquin County, California",3318,333
6077005125,"Census Tract 51.25, San Joaquin County, California",1761,236
6077005126,"Census Tract 51.26, San Joaquin County, California",3623,387
6077005127,"Census Tract 51.27, San Joaquin County, California",5202,493
6077005128,"Census Tract 51.28, San Joaquin County, California",6967,489
6077005202,"Census Tract 52.02, San Joaquin County, California",6403,403
6077005203,"Census Tract 52.03, San Joaquin County, California",24526,1353
6077005205,"Census Tract 52.05, San Joaquin County, California",23028,1017
6077005302,"Census Tract 53.02, San Joaquin County, California",5660,587
6077005303,"Census Tract 53.03, San Joaquin County, California",4935,506
6077005305,"Census Tract 53.05, San Joaquin County, California",6073,609
6077005306,"Census Tract 53.06, San Joaquin County, California",7974,607
6077005403,"Census Tract 54.03, San Joaquin County, California",5983,414
6077005404,"Census Tract 54.04, San Joaquin County, California",5987,617
6077005500,"Census Tract 55, San Joaquin County, California",7050,358
6079010000,"Census Tract 100, San Luis Obispo County, California",7869,597
6079010100,"Census Tract 101, San Luis Obispo County, California",8282,648
6079010201,"Census Tract 102.01, San Luis Obispo County, California",6630,429
6079010202,"Census Tract 102.02, San Luis Obispo County, California",5330,386
6079010203,"Census Tract 102.03, San Luis Obispo County, California",9534,565
6079010300,"Census Tract 103, San Luis Obispo County, California",9709,594
6079010400,"Census Tract 104, San Luis Obispo County, California",6394,501
6079010500,"Census Tract 105, San Luis Obispo County, California",7911,876
6079010600,"Census Tract 106, San Luis Obispo County, California",5787,875
6079010701,"Census Tract 107.01, San Luis Obispo County, California",4517,412
6079010702,"Census Tract 107.02, San Luis Obispo County, California",6739,526
6079010703,"Census Tract 107.03, San Luis Obispo County, California",3856,285
6079010800,"Census Tract 108, San Luis Obispo County, California",2010,348
6079010901,"Census Tract 109.01, San Luis Obispo County, California",7331,817
6079010902,"Census Tract 109.02, San Luis Obispo County, California",4298,495
6079011000,"Census Tract 110, San Luis Obispo County, California",7636,639
6079011101,"Census Tract 111.01, San Luis Obispo County, California",3531,374
6079011102,"Census Tract 111.02, San Luis Obispo County, California",5114,533
6079011103,"Census Tract 111.03, San Luis Obispo County, California",2317,315
6079011200,"Census Tract 112, San Luis Obispo County, California",6395,620
6079011300,"Census Tract 113, San Luis Obispo County, California",7201,543
6079011400,"Census Tract 114, San Luis Obispo County, California",6360,180
6079011501,"Census Tract 115.01, San Luis Obispo County, California",1768,246
6079011502,"Census Tract 115.02, San Luis Obispo County, California",3873,303
6079011600,"Census Tract 116, San Luis Obispo County, California",3666,319
6079011700,"Census Tract 117, San Luis Obispo County, California",8522,34
6079011800,"Census Tract 118, San Luis Obispo County, California",7030,341
6079011901,"Census Tract 119.01, San Luis Obispo County, California",3034,318
6079011902,"Census Tract 119.02, San Luis Obispo County, California",7897,380
6079012000,"Census Tract 120, San Luis Obispo County, California",7192,409
6079012100,"Census Tract 121, San Luis Obispo County, California",5711,430
6079012200,"Census Tract 122, San Luis Obispo County, California",7036,554
6079012301,"Census Tract 123.01, San Luis Obispo County, California",8083,748
6079012302,"Census Tract 123.02, San Luis Obispo County, California",5047,306
6079012401,"Census Tract 124.01, San Luis Obispo County, California",6144,517
6079012402,"Census Tract 124.02, San Luis Obispo County, California",8762,530
6079012501,"Census Tract 125.01, San Luis Obispo County, California",5328,458
6079012502,"Census Tract 125.02, San Luis Obispo County, California",4948,393
6079012503,"Census Tract 125.03, San Luis Obispo County, California",5036,466
6079012600,"Census Tract 126, San Luis Obispo County, California",7246,575
6079012702,"Census Tract 127.02, San Luis Obispo County, California",5916,485
6079012703,"Census Tract 127.03, San Luis Obispo County, California",4654,418
6079012704,"Census Tract 127.04, San Luis Obispo County, California",8883,468
6079012800,"Census Tract 128, San Luis Obispo County, California",1622,540
6081600100,"Census Tract 6001, San Mateo County, California",3763,136
6081600200,"Census Tract 6002, San Mateo County, California",4243,437
6081600300,"Census Tract 6003, San Mateo County, California",3860,363
6081600400,"Census Tract 6004, San Mateo County, California",9208,853
6081600500,"Census Tract 6005, San Mateo County, California",7435,695
6081600600,"Census Tract 6006, San Mateo County, California",4533,407
6081600700,"Census Tract 6007, San Mateo County, California",7501,752
6081600800,"Census Tract 6008, San Mateo County, California",6073,638
6081600900,"Census Tract 6009, San Mateo County, California",4097,305
6081601000,"Census Tract 6010, San Mateo County, California",6710,497
6081601100,"Census Tract 6011, San Mateo County, California",6153,390
6081601200,"Census Tract 6012, San Mateo County, California",5903,626
6081601300,"Census Tract 6013, San Mateo County, California",7068,801
6081601400,"Census Tract 6014, San Mateo County, California",7178,635
6081601501,"Census Tract 6015.01, San Mateo County, California",4664,427
6081601502,"Census Tract 6015.02, San Mateo County, California",4888,542
6081601601,"Census Tract 6016.01, San Mateo County, California",2372,167
6081601603,"Census Tract 6016.03, San Mateo County, California",6344,525
6081601604,"Census Tract 6016.04, San Mateo County, California",2273,225
6081601605,"Census Tract 6016.05, San Mateo County, California",6026,434
6081601700,"Census Tract 6017, San Mateo County, California",4327,312
6081601800,"Census Tract 6018, San Mateo County, California",6492,358
6081601900,"Census Tract 6019, San Mateo County, California",9008,475
6081602000,"Census Tract 6020, San Mateo County, California",7796,525
6081602100,"Census Tract 6021, San Mateo County, California",3323,417
6081602200,"Census Tract 6022, San Mateo County, California",7319,564
6081602300,"Census Tract 6023, San Mateo County, California",3706,284
6081602400,"Census Tract 6024, San Mateo County, California",6642,385
6081602500,"Census Tract 6025, San Mateo County, California",4825,520
6081602600,"Census Tract 6026, San Mateo County, California",7749,586
6081602700,"Census Tract 6027, San Mateo County, California",5690,322
6081602800,"Census Tract 6028, San Mateo County, California",4578,383
6081602900,"Census Tract 6029, San Mateo County, California",3937,285
6081603000,"Census Tract 6030, San Mateo County, California",4213,386
6081603100,"Census Tract 6031, San Mateo County, California",3090,181
6081603200,"Census Tract 6032, San Mateo County, California",3812,205
6081603300,"Census Tract 6033, San Mateo County, California",6624,353
6081603400,"Census Tract 6034, San Mateo County, California",5237,252
6081603500,"Census Tract 6035, San Mateo County, California",0,132
6081603600,"Census Tract 6036, San Mateo County, California",4794,280
6081603700,"Census Tract 6037, San Mateo County, California",5200,287
6081603800,"Census Tract 6038, San Mateo County, California",8932,586
6081603900,"Census Tract 6039, San Mateo County, California",4929,387
6081604000,"Census Tract 6040, San Mateo County, California",2821,183
6081604101,"Census Tract 6041.01, San Mateo County, California",7500,566
6081604102,"Census Tract 6041.02, San Mateo County, California",1982,266
6081604200,"Census Tract 6042, San Mateo County, California",3800,422
6081604300,"Census Tract 6043, San Mateo County, California",0,132
6081604400,"Census Tract 6044, San Mateo County, California",3993,423
6081604500,"Census Tract 6045, San Mateo County, California",3223,143
6081604600,"Census Tract 6046, San Mateo County, California",2655,225
6081604700,"Census Tract 6047, San Mateo County, California",2753,205
6081604800,"Census Tract 6048, San Mateo County, California",4709,376
6081604900,"Census Tract 6049, San Mateo County, California",3118,194
6081605000,"Census Tract 6050, San Mateo County, California",8279,1261
6081605100,"Census Tract 6051, San Mateo County, California",2579,227
6081605200,"Census Tract 6052, San Mateo County, California",3376,316
6081605300,"Census Tract 6053, San Mateo County, California",4128,542
6081605400,"Census Tract 6054, San Mateo County, California",5856,540
6081605500,"Census Tract 6055, San Mateo County, California",3992,365
6081605600,"Census Tract 6056, San Mateo County, California",5494,220
