Id2,Geography,Estimate; Median value (dollars),Margin of Error; Median value (dollars)
6073009101,"Census Tract 91.01, San Diego County, California",678300,44058
6073009102,"Census Tract 91.02, San Diego County, California",426700,32962
6073009103,"Census Tract 91.03, San Diego County, California",651200,37052
6073009104,"Census Tract 91.04, San Diego County, California",621900,34699
6073009106,"Census Tract 91.06, San Diego County, California",607000,67915
6073009107,"Census Tract 91.07, San Diego County, California",421100,27380
6073009201,"Census Tract 92.01, San Diego County, California",463700,26073
6073009202,"Census Tract 92.02, San Diego County, California",517300,38109
6073009301,"Census Tract 93.01, San Diego County, California",445300,33455
6073009303,"Census Tract 93.03, San Diego County, California",526700,32517
6073009304,"Census Tract 93.04, San Diego County, California",377000,26339
6073009400,"Census Tract 94, San Diego County, California",-,**
6073009502,"Census Tract 95.02, San Diego County, California",552800,25146
6073009504,"Census Tract 95.04, San Diego County, California","1,000,000+",***
6073009505,"Census Tract 95.05, San Diego County, California",595800,39435
6073009506,"Census Tract 95.06, San Diego County, California",511800,41008
6073009507,"Census Tract 95.07, San Diego County, California",603200,47887
6073009508,"Census Tract 95.08, San Diego County, California",-,**
6073009509,"Census Tract 95.09, San Diego County, California",582200,55886
6073009602,"Census Tract 96.02, San Diego County, California",455500,30441
6073009603,"Census Tract 96.03, San Diego County, California",252300,38649
6073009604,"Census Tract 96.04, San Diego County, California",445800,22582
6073009703,"Census Tract 97.03, San Diego County, California",526500,37423
6073009704,"Census Tract 97.04, San Diego County, California",564300,30353
6073009705,"Census Tract 97.05, San Diego County, California",623600,30283
6073009706,"Census Tract 97.06, San Diego County, California",661200,28078
6073009801,"Census Tract 98.01, San Diego County, California",545900,33939
6073009802,"Census Tract 98.02, San Diego County, California",459600,15796
6073009804,"Census Tract 98.04, San Diego County, California",486600,18756
6073009805,"Census Tract 98.05, San Diego County, California",517900,43192
6073009901,"Census Tract 99.01, San Diego County, California",-,**
6073009902,"Census Tract 99.02, San Diego County, California",-,**
6073010001,"Census Tract 100.01, San Diego County, California",412500,28270
6073010003,"Census Tract 100.03, San Diego County, California",439500,25474
6073010004,"Census Tract 100.04, San Diego County, California",407600,33173
6073010005,"Census Tract 100.05, San Diego County, California",364400,31409
6073010009,"Census Tract 100.09, San Diego County, California",395900,74643
6073010010,"Census Tract 100.10, San Diego County, California",296500,82259
6073010011,"Census Tract 100.11, San Diego County, California",431500,24748
6073010012,"Census Tract 100.12, San Diego County, California",338600,65652
6073010013,"Census Tract 100.13, San Diego County, California",233300,103897
6073010014,"Census Tract 100.14, San Diego County, California",503500,35239
6073010015,"Census Tract 100.15, San Diego County, California",559800,49684
6073010103,"Census Tract 101.03, San Diego County, California",64400,82334
6073010104,"Census Tract 101.04, San Diego County, California",484100,41372
6073010106,"Census Tract 101.06, San Diego County, California",274700,40046
6073010107,"Census Tract 101.07, San Diego County, California",350000,87162
6073010109,"Census Tract 101.09, San Diego County, California",420200,36288
6073010110,"Census Tract 101.10, San Diego County, California",374000,50667
6073010111,"Census Tract 101.11, San Diego County, California",409800,65619
6073010112,"Census Tract 101.12, San Diego County, California",271200,55894
6073010200,"Census Tract 102, San Diego County, California",534400,62122
6073010300,"Census Tract 103, San Diego County, California",488100,51071
6073010401,"Census Tract 104.01, San Diego County, California",295700,178984
6073010402,"Census Tract 104.02, San Diego County, California",398500,43136
6073010501,"Census Tract 105.01, San Diego County, California",518200,81774
6073010502,"Census Tract 105.02, San Diego County, California",337500,65304
6073010601,"Census Tract 106.01, San Diego County, California","1,000,000+",***
6073010602,"Census Tract 106.02, San Diego County, California",-,**
6073010603,"Census Tract 106.03, San Diego County, California","1,000,000+",***
6073010700,"Census Tract 107, San Diego County, California","1,000,000+",***
6073010800,"Census Tract 108, San Diego County, California","1,000,000+",***
6073010900,"Census Tract 109, San Diego County, California","1,000,000+",***
6073011000,"Census Tract 110, San Diego County, California","1,000,000+",***
6073011100,"Census Tract 111, San Diego County, California","1,000,000+",***
6073011200,"Census Tract 112, San Diego County, California","1,000,000+",***
6073011300,"Census Tract 113, San Diego County, California",-,**
6073011400,"Census Tract 114, San Diego County, California",403000,76861
6073011500,"Census Tract 115, San Diego County, California",322500,301370
6073011601,"Census Tract 116.01, San Diego County, California",377300,66377
6073011602,"Census Tract 116.02, San Diego County, California",349000,55614
6073011700,"Census Tract 117, San Diego County, California",375600,33172
6073011801,"Census Tract 118.01, San Diego County, California",273300,139905
6073011802,"Census Tract 118.02, San Diego County, California",295000,99205
6073011901,"Census Tract 119.01, San Diego County, California",541700,315064
6073011902,"Census Tract 119.02, San Diego County, California",402700,35238
6073012001,"Census Tract 120.01, San Diego County, California",375700,71558
6073012002,"Census Tract 120.02, San Diego County, California",387200,64376
6073012003,"Census Tract 120.03, San Diego County, California",434700,23467
6073012101,"Census Tract 121.01, San Diego County, California",513200,89823
6073012102,"Census Tract 121.02, San Diego County, California",416700,71483
6073012200,"Census Tract 122, San Diego County, California",273800,53437
6073012302,"Census Tract 123.02, San Diego County, California",315000,205680
6073012303,"Census Tract 123.03, San Diego County, California",550500,43768
6073012304,"Census Tract 123.04, San Diego County, California",495100,53413
6073012401,"Census Tract 124.01, San Diego County, California",277500,42187
6073012402,"Census Tract 124.02, San Diego County, California",455000,54346
6073012500,"Census Tract 125, San Diego County, California",26800,6360
6073012600,"Census Tract 126, San Diego County, California",399500,42334
6073012700,"Census Tract 127, San Diego County, California",347100,48625
6073012800,"Census Tract 128, San Diego County, California",436600,47981
6073012900,"Census Tract 129, San Diego County, California",510400,57314
6073013000,"Census Tract 130, San Diego County, California",421800,57311
6073013102,"Census Tract 131.02, San Diego County, California",419500,44360
6073013103,"Census Tract 131.03, San Diego County, California",59600,113754
6073013104,"Census Tract 131.04, San Diego County, California",454000,70952
6073013203,"Census Tract 132.03, San Diego County, California",427600,45423
6073013204,"Census Tract 132.04, San Diego County, California",148900,84387
6073013205,"Census Tract 132.05, San Diego County, California",84700,37381
6073013206,"Census Tract 132.06, San Diego County, California",91300,27250
6073013301,"Census Tract 133.01, San Diego County, California",458600,27269
6073013302,"Census Tract 133.02, San Diego County, California",468100,24307
6073013303,"Census Tract 133.03, San Diego County, California",358600,82770
6073013306,"Census Tract 133.06, San Diego County, California",458600,64711
6073013307,"Census Tract 133.07, San Diego County, California",390900,60562
6073013308,"Census Tract 133.08, San Diego County, California",355700,20001
6073013309,"Census Tract 133.09, San Diego County, California",470600,23878
6073013310,"Census Tract 133.10, San Diego County, California",594600,19396
6073013311,"Census Tract 133.11, San Diego County, California",542900,40949
6073013312,"Census Tract 133.12, San Diego County, California",365400,21267
6073013313,"Census Tract 133.13, San Diego County, California",506700,39712
6073013401,"Census Tract 134.01, San Diego County, California",490600,40970
6073013409,"Census Tract 134.09, San Diego County, California",533200,31621
6073013410,"Census Tract 134.10, San Diego County, California",605000,49505
6073013411,"Census Tract 134.11, San Diego County, California",699400,42545
6073013412,"Census Tract 134.12, San Diego County, California",569900,76993
6073013413,"Census Tract 134.13, San Diego County, California",610400,37634
6073013414,"Census Tract 134.14, San Diego County, California",527200,40150
6073013415,"Census Tract 134.15, San Diego County, California",478400,55825
6073013416,"Census Tract 134.16, San Diego County, California",579000,25793
6073013417,"Census Tract 134.17, San Diego County, California",639000,59975
6073013418,"Census Tract 134.18, San Diego County, California",399500,39005
6073013419,"Census Tract 134.19, San Diego County, California",625200,38617
6073013503,"Census Tract 135.03, San Diego County, California",430400,46880
6073013504,"Census Tract 135.04, San Diego County, California",516100,55610
6073013505,"Census Tract 135.05, San Diego County, California",400000,33646
6073013506,"Census Tract 135.06, San Diego County, California",364500,114223
6073013601,"Census Tract 136.01, San Diego County, California",485000,46717
6073013604,"Census Tract 136.04, San Diego County, California",591800,26215
6073013605,"Census Tract 136.05, San Diego County, California",639000,45485
6073013606,"Census Tract 136.06, San Diego County, California",472500,63723
6073013701,"Census Tract 137.01, San Diego County, California",632900,27406
6073013702,"Census Tract 137.02, San Diego County, California",495100,48930
6073013801,"Census Tract 138.01, San Diego County, California",455500,23265
6073013802,"Census Tract 138.02, San Diego County, California",268300,53961
6073013903,"Census Tract 139.03, San Diego County, California",419100,36462
6073013905,"Census Tract 139.05, San Diego County, California",517600,47023
6073013906,"Census Tract 139.06, San Diego County, California",345400,29419
6073013907,"Census Tract 139.07, San Diego County, California",313700,68969
6073013908,"Census Tract 139.08, San Diego County, California",391000,38633
6073013909,"Census Tract 139.09, San Diego County, California",377100,48310
6073014001,"Census Tract 140.01, San Diego County, California",436200,25509
6073014002,"Census Tract 140.02, San Diego County, California",443400,26943
6073014101,"Census Tract 141.01, San Diego County, California",397000,36638
6073014102,"Census Tract 141.02, San Diego County, California",410100,32998
6073014200,"Census Tract 142, San Diego County, California",398500,32543
6073014300,"Census Tract 143, San Diego County, California",411200,37960
6073014400,"Census Tract 144, San Diego County, California",238900,164496
6073014500,"Census Tract 145, San Diego County, California",468500,28628
6073014601,"Census Tract 146.01, San Diego County, California",387900,65888
6073014602,"Census Tract 146.02, San Diego County, California",619000,33887
6073014700,"Census Tract 147, San Diego County, California",433200,18878
6073014801,"Census Tract 148.01, San Diego County, California",365000,36097
6073014803,"Census Tract 148.03, San Diego County, California",438100,46104
6073014804,"Census Tract 148.04, San Diego County, California",442800,32679
6073014900,"Census Tract 149, San Diego County, California",561100,40679
6073015000,"Census Tract 150, San Diego County, California",446200,12858
6073015100,"Census Tract 151, San Diego County, California",470200,27852
6073015200,"Census Tract 152, San Diego County, California",704900,40826
6073015301,"Census Tract 153.01, San Diego County, California",424900,26337
6073015302,"Census Tract 153.02, San Diego County, California",580900,88556
6073015403,"Census Tract 154.03, San Diego County, California",677400,31826
6073015404,"Census Tract 154.04, San Diego County, California",400700,47954
6073015405,"Census Tract 154.05, San Diego County, California",616400,39322
6073015406,"Census Tract 154.06, San Diego County, California",809500,44115
6073015501,"Census Tract 155.01, San Diego County, California",476600,50688
6073015502,"Census Tract 155.02, San Diego County, California",600300,91577
6073015601,"Census Tract 156.01, San Diego County, California",391200,30240
6073015602,"Census Tract 156.02, San Diego County, California",630900,33949
6073015701,"Census Tract 157.01, San Diego County, California",31700,16146
6073015703,"Census Tract 157.03, San Diego County, California",29900,47418
6073015704,"Census Tract 157.04, San Diego County, California",333200,35124
6073015801,"Census Tract 158.01, San Diego County, California",352400,142886
6073015802,"Census Tract 158.02, San Diego County, California",365200,36864
6073015901,"Census Tract 159.01, San Diego County, California",17900,99672
6073015902,"Census Tract 159.02, San Diego County, California",362900,23773
6073016000,"Census Tract 160, San Diego County, California",454500,31166
6073016100,"Census Tract 161, San Diego County, California",505300,43653
6073016201,"Census Tract 162.01, San Diego County, California",583200,34526
6073016202,"Census Tract 162.02, San Diego County, California",261600,47723
6073016301,"Census Tract 163.01, San Diego County, California",301400,43803
6073016302,"Census Tract 163.02, San Diego County, California",338800,63363
6073016401,"Census Tract 164.01, San Diego County, California",431900,24566
6073016402,"Census Tract 164.02, San Diego County, California",571500,49496
6073016501,"Census Tract 165.01, San Diego County, California",282800,62720
6073016502,"Census Tract 165.02, San Diego County, California",416600,58567
6073016605,"Census Tract 166.05, San Diego County, California",268900,55391
6073016606,"Census Tract 166.06, San Diego County, California",421300,44220
6073016607,"Census Tract 166.07, San Diego County, California",445600,32630
6073016608,"Census Tract 166.08, San Diego County, California",496700,32939
6073016609,"Census Tract 166.09, San Diego County, California",412600,25730
6073016610,"Census Tract 166.10, San Diego County, California",425300,29503
6073016612,"Census Tract 166.12, San Diego County, California",454800,11762
6073016613,"Census Tract 166.13, San Diego County, California",391400,32549
6073016614,"Census Tract 166.14, San Diego County, California",439900,19373
6073016615,"Census Tract 166.15, San Diego County, California",415400,31849
6073016616,"Census Tract 166.16, San Diego County, California",447300,26450
6073016617,"Census Tract 166.17, San Diego County, California",302300,59324
6073016701,"Census Tract 167.01, San Diego County, California",401000,41206
6073016702,"Census Tract 167.02, San Diego County, California",419700,47524
6073016802,"Census Tract 168.02, San Diego County, California",461400,30371
6073016804,"Census Tract 168.04, San Diego County, California",358800,74910
6073016806,"Census Tract 168.06, San Diego County, California",178800,257324
6073016807,"Census Tract 168.07, San Diego County, California",428600,47115
6073016809,"Census Tract 168.09, San Diego County, California",425800,17356
6073016810,"Census Tract 168.10, San Diego County, California",501900,41547
6073016811,"Census Tract 168.11, San Diego County, California",405600,64471
6073016901,"Census Tract 169.01, San Diego County, California",528800,35731
6073016902,"Census Tract 169.02, San Diego County, California",517400,69201
6073017006,"Census Tract 170.06, San Diego County, California",755200,87721
6073017007,"Census Tract 170.07, San Diego County, California",766300,62479
6073017009,"Census Tract 170.09, San Diego County, California",545700,72392
6073017010,"Census Tract 170.10, San Diego County, California",610700,36483
6073017014,"Census Tract 170.14, San Diego County, California",407900,17472
6073017015,"Census Tract 170.15, San Diego County, California",567400,33679
6073017018,"Census Tract 170.18, San Diego County, California",315300,31812
6073017019,"Census Tract 170.19, San Diego County, California",548600,30737
6073017020,"Census Tract 170.20, San Diego County, California",817100,78027
6073017021,"Census Tract 170.21, San Diego County, California",896500,54025
6073017022,"Census Tract 170.22, San Diego County, California",532500,35213
6073017026,"Census Tract 170.26, San Diego County, California",486300,30241
6073017029,"Census Tract 170.29, San Diego County, California","1,000,000+",***
6073017030,"Census Tract 170.30, San Diego County, California",677700,30085
6073017031,"Census Tract 170.31, San Diego County, California",451600,27324
6073017032,"Census Tract 170.32, San Diego County, California",648600,27101
6073017033,"Census Tract 170.33, San Diego County, California",640800,36197
6073017034,"Census Tract 170.34, San Diego County, California",581000,19894
6073017035,"Census Tract 170.35, San Diego County, California",635900,51629
6073017036,"Census Tract 170.36, San Diego County, California",506800,40374
6073017037,"Census Tract 170.37, San Diego County, California",624700,17222
6073017038,"Census Tract 170.38, San Diego County, California",604900,18300
6073017039,"Census Tract 170.39, San Diego County, California",547900,33359
6073017040,"Census Tract 170.40, San Diego County, California",596300,39225
6073017041,"Census Tract 170.41, San Diego County, California",495400,32461
6073017042,"Census Tract 170.42, San Diego County, California",641500,30842
6073017043,"Census Tract 170.43, San Diego County, California",737500,67749
6073017044,"Census Tract 170.44, San Diego County, California",664400,32735
6073017045,"Census Tract 170.45, San Diego County, California",737200,46765
6073017046,"Census Tract 170.46, San Diego County, California",719800,44483
6073017047,"Census Tract 170.47, San Diego County, California",671300,23779
6073017048,"Census Tract 170.48, San Diego County, California",417300,163339
6073017049,"Census Tract 170.49, San Diego County, California",463900,21907
6073017050,"Census Tract 170.50, San Diego County, California",546000,49401
6073017104,"Census Tract 171.04, San Diego County, California",674100,38035
6073017105,"Census Tract 171.05, San Diego County, California","1,000,000+",***
6073017106,"Census Tract 171.06, San Diego County, California","1,000,000+",***
6073017107,"Census Tract 171.07, San Diego County, California",702300,26191
6073017108,"Census Tract 171.08, San Diego County, California",599900,21297
6073017200,"Census Tract 172, San Diego County, California","1,000,000+",***
6073017303,"Census Tract 173.03, San Diego County, California","1,000,000+",***
6073017304,"Census Tract 173.04, San Diego County, California",848900,53414
6073017305,"Census Tract 173.05, San Diego County, California",948000,78082
6073017306,"Census Tract 173.06, San Diego County, California","1,000,000+",***
6073017401,"Census Tract 174.01, San Diego County, California",977300,87991
6073017403,"Census Tract 174.03, San Diego County, California",653300,43688
6073017404,"Census Tract 174.04, San Diego County, California",690300,45414
6073017501,"Census Tract 175.01, San Diego County, California",921700,51412
6073017502,"Census Tract 175.02, San Diego County, California",656400,53015
6073017601,"Census Tract 176.01, San Diego County, California",799300,46381
6073017603,"Census Tract 176.03, San Diego County, California",694600,89773
6073017604,"Census Tract 176.04, San Diego County, California",724700,82443
6073017701,"Census Tract 177.01, San Diego County, California","1,000,000+",***
6073017702,"Census Tract 177.02, San Diego County, California",732500,158915
6073017801,"Census Tract 178.01, San Diego County, California",636200,27886
6073017805,"Census Tract 178.05, San Diego County, California",807600,57182
6073017806,"Census Tract 178.06, San Diego County, California",816300,51544
6073017808,"Census Tract 178.08, San Diego County, California",811600,63534
6073017809,"Census Tract 178.09, San Diego County, California",668900,52527
6073017810,"Census Tract 178.10, San Diego County, California",677500,34210
6073017811,"Census Tract 178.11, San Diego County, California",620200,52306
6073017812,"Census Tract 178.12, San Diego County, California",749500,59089
6073017900,"Census Tract 179, San Diego County, California",636400,68350
6073018000,"Census Tract 180, San Diego County, California","1,000,000+",***
6073018100,"Census Tract 181, San Diego County, California",522700,53623
6073018200,"Census Tract 182, San Diego County, California",621900,83382
6073018300,"Census Tract 183, San Diego County, California",733400,150659
6073018400,"Census Tract 184, San Diego County, California",641900,124513
6073018504,"Census Tract 185.04, San Diego County, California",616200,26676
6073018507,"Census Tract 185.07, San Diego County, California",378000,39744
6073018509,"Census Tract 185.09, San Diego County, California",424200,31279
6073018510,"Census Tract 185.10, San Diego County, California",447400,38168
6073018511,"Census Tract 185.11, San Diego County, California",439400,43911
6073018512,"Census Tract 185.12, San Diego County, California",285400,21769
6073018513,"Census Tract 185.13, San Diego County, California",494500,40623
6073018514,"Census Tract 185.14, San Diego County, California",548000,25759
6073018515,"Census Tract 185.15, San Diego County, California",595600,33206
6073018516,"Census Tract 185.16, San Diego County, California",502100,56093
6073018517,"Census Tract 185.17, San Diego County, California",307200,26559
6073018518,"Census Tract 185.18, San Diego County, California",436300,43129
6073018519,"Census Tract 185.19, San Diego County, California",438200,26014
6073018601,"Census Tract 186.01, San Diego County, California",522300,39936
6073018603,"Census Tract 186.03, San Diego County, California",376800,40770
6073018607,"Census Tract 186.07, San Diego County, California",242200,31770
6073018608,"Census Tract 186.08, San Diego County, California",428700,47959
6073018609,"Census Tract 186.09, San Diego County, California",336100,29090
6073018610,"Census Tract 186.10, San Diego County, California",463200,31310
6073018611,"Census Tract 186.11, San Diego County, California",568900,33604
6073018612,"Census Tract 186.12, San Diego County, California",471500,21666
6073018700,"Census Tract 187, San Diego County, California",58700,38529
6073018801,"Census Tract 188.01, San Diego County, California",643700,31522
6073018802,"Census Tract 188.02, San Diego County, California",709200,42058
6073018803,"Census Tract 188.03, San Diego County, California",604600,153753
6073018903,"Census Tract 189.03, San Diego County, California",472200,34023
6073018904,"Census Tract 189.04, San Diego County, California",403600,38291
6073018905,"Census Tract 189.05, San Diego County, California",417900,35551
6073018906,"Census Tract 189.06, San Diego County, California",557100,30525
6073019001,"Census Tract 190.01, San Diego County, California",696700,54613
6073019002,"Census Tract 190.02, San Diego County, California",636300,50152
6073019101,"Census Tract 191.01, San Diego County, California",484200,52128
6073019103,"Census Tract 191.03, San Diego County, California",566400,53355
6073019105,"Census Tract 191.05, San Diego County, California",583500,32986
6073019106,"Census Tract 191.06, San Diego County, California",632300,34542
6073019107,"Census Tract 191.07, San Diego County, California",400000,161061
6073019203,"Census Tract 192.03, San Diego County, California",487300,41143
6073019205,"Census Tract 192.05, San Diego County, California",330600,57921
6073019206,"Census Tract 192.06, San Diego County, California",426600,36504
6073019207,"Census Tract 192.07, San Diego County, California",607300,43674
6073019208,"Census Tract 192.08, San Diego County, California",762300,82176
6073019301,"Census Tract 193.01, San Diego County, California",525200,39470
6073019302,"Census Tract 193.02, San Diego County, California",431200,43024
6073019303,"Census Tract 193.03, San Diego County, California",516300,45219
6073019403,"Census Tract 194.03, San Diego County, California",435000,26006
6073019404,"Census Tract 194.04, San Diego County, California",416300,32562
6073019405,"Census Tract 194.05, San Diego County, California",440800,45702
6073019406,"Census Tract 194.06, San Diego County, California",371800,32914
6073019501,"Census Tract 195.01, San Diego County, California",361600,81977
6073019502,"Census Tract 195.02, San Diego County, California",486200,68780
6073019503,"Census Tract 195.03, San Diego County, California",305300,49493
6073019601,"Census Tract 196.01, San Diego County, California",483600,31442
6073019602,"Census Tract 196.02, San Diego County, California",564000,49581
6073019701,"Census Tract 197.01, San Diego County, California",448000,59205
6073019702,"Census Tract 197.02, San Diego County, California",512600,38558
6073019803,"Census Tract 198.03, San Diego County, California",493600,33068
6073019804,"Census Tract 198.04, San Diego County, California",610000,19536
6073019805,"Census Tract 198.05, San Diego County, California",329100,29931
6073019806,"Census Tract 198.06, San Diego County, California",511000,35834
6073019807,"Census Tract 198.07, San Diego County, California",539400,22531
6073019902,"Census Tract 199.02, San Diego County, California",472400,31923
6073019903,"Census Tract 199.03, San Diego County, California",477700,26912
6073019904,"Census Tract 199.04, San Diego County, California",575900,34153
6073019905,"Census Tract 199.05, San Diego County, California",506200,73918
6073020009,"Census Tract 200.09, San Diego County, California",329600,42222
6073020010,"Census Tract 200.10, San Diego County, California",569200,19759
6073020013,"Census Tract 200.13, San Diego County, California",656900,32472
6073020014,"Census Tract 200.14, San Diego County, California",600900,34142
6073020015,"Census Tract 200.15, San Diego County, California",483100,29392
6073020016,"Census Tract 200.16, San Diego County, California",738500,37310
6073020017,"Census Tract 200.17, San Diego County, California",428000,208614
6073020018,"Census Tract 200.18, San Diego County, California",300000,48190
6073020019,"Census Tract 200.19, San Diego County, California",320600,58332
6073020020,"Census Tract 200.20, San Diego County, California",584100,20806
6073020021,"Census Tract 200.21, San Diego County, California",540200,57838
6073020022,"Census Tract 200.22, San Diego County, California",578800,33459
6073020023,"Census Tract 200.23, San Diego County, California",412900,44169
6073020024,"Census Tract 200.24, San Diego County, California",401200,29491
6073020025,"Census Tract 200.25, San Diego County, California",397800,37474
6073020103,"Census Tract 201.03, San Diego County, California",573600,35389
6073020105,"Census Tract 201.05, San Diego County, California",368200,21418
6073020106,"Census Tract 201.06, San Diego County, California",420000,58863
6073020107,"Census Tract 201.07, San Diego County, California",557900,44916
6073020108,"Census Tract 201.08, San Diego County, California",330100,28686
6073020109,"Census Tract 201.09, San Diego County, California",423300,21911
6073020202,"Census Tract 202.02, San Diego County, California",266000,28667
6073020206,"Census Tract 202.06, San Diego County, California",367200,29482
6073020207,"Census Tract 202.07, San Diego County, California",234800,59619
6073020208,"Census Tract 202.08, San Diego County, California",431100,28549
6073020209,"Census Tract 202.09, San Diego County, California",113700,32185
6073020210,"Census Tract 202.10, San Diego County, California",289700,66074
6073020211,"Census Tract 202.11, San Diego County, California",380900,129372
6073020212,"Census Tract 202.12, San Diego County, California",422400,43255
6073020302,"Census Tract 203.02, San Diego County, California",335600,50687
6073020304,"Census Tract 203.04, San Diego County, California",497600,37693
6073020305,"Census Tract 203.05, San Diego County, California",441000,28205
6073020306,"Census Tract 203.06, San Diego County, California",406800,57420
6073020307,"Census Tract 203.07, San Diego County, California",317600,55609
6073020401,"Census Tract 204.01, San Diego County, California",774000,52144
6073020403,"Census Tract 204.03, San Diego County, California",382800,38201
6073020404,"Census Tract 204.04, San Diego County, California",638400,44637
6073020405,"Census Tract 204.05, San Diego County, California",715700,43218
6073020500,"Census Tract 205, San Diego County, California",399300,40429
6073020601,"Census Tract 206.01, San Diego County, California",414900,53113
6073020602,"Census Tract 206.02, San Diego County, California",438800,39936
6073020705,"Census Tract 207.05, San Diego County, California",467000,22127
6073020706,"Census Tract 207.06, San Diego County, California",723800,43794
6073020707,"Census Tract 207.07, San Diego County, California",347700,19745
6073020708,"Census Tract 207.08, San Diego County, California",635300,65472
6073020709,"Census Tract 207.09, San Diego County, California",562000,24837
6073020710,"Census Tract 207.10, San Diego County, California",672900,40870
6073020801,"Census Tract 208.01, San Diego County, California",699200,48838
6073020805,"Census Tract 208.05, San Diego County, California",510200,50728
6073020806,"Census Tract 208.06, San Diego County, California",439300,31654
6073020807,"Census Tract 208.07, San Diego County, California",648800,54215
6073020808,"Census Tract 208.08, San Diego County, California",559000,21380
6073020809,"Census Tract 208.09, San Diego County, California",457700,24293
6073020902,"Census Tract 209.02, San Diego County, California",474200,39846
6073020903,"Census Tract 209.03, San Diego County, California",271600,59126
6073020904,"Census Tract 209.04, San Diego County, California",440700,73931
6073021000,"Census Tract 210, San Diego County, California",274200,54545
6073021100,"Census Tract 211, San Diego County, California",331700,28962
6073021202,"Census Tract 212.02, San Diego County, California",461400,62258
6073021203,"Census Tract 212.03, San Diego County, California",603300,23891
6073021204,"Census Tract 212.04, San Diego County, California",781800,52051
6073021302,"Census Tract 213.02, San Diego County, California",483200,77494
6073021303,"Census Tract 213.03, San Diego County, California",772700,42211
6073021304,"Census Tract 213.04, San Diego County, California",737600,68742
6075010100,"Census Tract 101, San Francisco County, California",720200,127760
6075010200,"Census Tract 102, San Francisco County, California","1,000,000+",***
6075010300,"Census Tract 103, San Francisco County, California","1,000,000+",***
6075010400,"Census Tract 104, San Francisco County, California",855300,115490
6075010500,"Census Tract 105, San Francisco County, California",947500,100563
6075010600,"Census Tract 106, San Francisco County, California",720800,285496
6075010700,"Census Tract 107, San Francisco County, California",921900,72903
6075010800,"Census Tract 108, San Francisco County, California","1,000,000+",***
6075010900,"Census Tract 109, San Francisco County, California",875600,60318
6075011000,"Census Tract 110, San Francisco County, California",685100,67814
6075011100,"Census Tract 111, San Francisco County, California",781300,135578
6075011200,"Census Tract 112, San Francisco County, California",835500,164592
6075011300,"Census Tract 113, San Francisco County, California",642100,44843
6075011400,"Census Tract 114, San Francisco County, California",708300,161861
6075011500,"Census Tract 115, San Francisco County, California",-,**
6075011700,"Census Tract 117, San Francisco County, California",933800,113665
6075011800,"Census Tract 118, San Francisco County, California","1,000,000+",***
6075011900,"Census Tract 119, San Francisco County, California",517700,147247
6075012000,"Census Tract 120, San Francisco County, California",-,**
6075012100,"Census Tract 121, San Francisco County, California",478800,112896
6075012200,"Census Tract 122, San Francisco County, California",434000,135157
6075012300,"Census Tract 123, San Francisco County, California",495800,624100
6075012400,"Census Tract 124, San Francisco County, California",604800,42581
6075012500,"Census Tract 125, San Francisco County, California",920500,548294
6075012600,"Census Tract 126, San Francisco County, California","1,000,000+",***
6075012700,"Census Tract 127, San Francisco County, California","1,000,000+",***
6075012800,"Census Tract 128, San Francisco County, California","1,000,000+",***
6075012900,"Census Tract 129, San Francisco County, California","1,000,000+",***
6075013000,"Census Tract 130, San Francisco County, California","1,000,000+",***
6075013100,"Census Tract 131, San Francisco County, California",983200,100029
6075013200,"Census Tract 132, San Francisco County, California","1,000,000+",***
6075013300,"Census Tract 133, San Francisco County, California","1,000,000+",***
6075013400,"Census Tract 134, San Francisco County, California","1,000,000+",***
6075013500,"Census Tract 135, San Francisco County, California","1,000,000+",***
6075015100,"Census Tract 151, San Francisco County, California",615700,58722
6075015200,"Census Tract 152, San Francisco County, California",918300,127323
6075015300,"Census Tract 153, San Francisco County, California","1,000,000+",***
6075015400,"Census Tract 154, San Francisco County, California","1,000,000+",***
6075015500,"Census Tract 155, San Francisco County, California",599300,77212
6075015600,"Census Tract 156, San Francisco County, California",844500,188748
6075015700,"Census Tract 157, San Francisco County, California",873900,41627
6075015800,"Census Tract 158, San Francisco County, California",692200,89333
6075015900,"Census Tract 159, San Francisco County, California",524000,88400
6075016000,"Census Tract 160, San Francisco County, California",482700,50963
6075016100,"Census Tract 161, San Francisco County, California",454300,32763
6075016200,"Census Tract 162, San Francisco County, California",595600,259387
6075016300,"Census Tract 163, San Francisco County, California",741900,96062
6075016400,"Census Tract 164, San Francisco County, California",773800,112559
6075016500,"Census Tract 165, San Francisco County, California",873400,84327
6075016600,"Census Tract 166, San Francisco County, California",818200,196605
6075016700,"Census Tract 167, San Francisco County, California","1,000,000+",***
6075016800,"Census Tract 168, San Francisco County, California",787900,150877
6075016900,"Census Tract 169, San Francisco County, California",860100,49714
6075017000,"Census Tract 170, San Francisco County, California",952100,83735
6075017100,"Census Tract 171, San Francisco County, California","1,000,000+",***
6075017601,"Census Tract 176.01, San Francisco County, California",645500,165194
6075017602,"Census Tract 176.02, San Francisco County, California",943000,119133
6075017700,"Census Tract 177, San Francisco County, California",643200,34389
6075017800,"Census Tract 178, San Francisco County, California",643600,30224
6075017901,"Census Tract 179.01, San Francisco County, California",712100,52991
6075017902,"Census Tract 179.02, San Francisco County, California",-,**
6075018000,"Census Tract 180, San Francisco County, California",690700,29607
