Id2,Geography,All families - Total; Estimate; Families,All families - Total; Margin of Error; Families,All families - Percent  below poverty level; Estimate; Families,All families - Percent  below poverty level; Margin of Error; Families
6079011000,"Census Tract 110, San Luis Obispo County, California",1406,171,5.8,4.8
6079011101,"Census Tract 111.01, San Luis Obispo County, California",459,108,8.7,10
6079011102,"Census Tract 111.02, San Luis Obispo County, California",789,132,11.9,8.1
6079011103,"Census Tract 111.03, San Luis Obispo County, California",540,126,6.5,6.8
6079011200,"Census Tract 112, San Luis Obispo County, California",952,160,9.7,10.6
6079011300,"Census Tract 113, San Luis Obispo County, California",1304,150,8.1,6
6079011400,"Census Tract 114, San Luis Obispo County, California",0,132,-,**
6079011501,"Census Tract 115.01, San Luis Obispo County, California",428,83,2.1,3.2
6079011502,"Census Tract 115.02, San Luis Obispo County, California",928,86,0.9,1.4
6079011600,"Census Tract 116, San Luis Obispo County, California",1162,107,0.8,1.2
6079011700,"Census Tract 117, San Luis Obispo County, California",2247,237,3.2,3.3
6079011800,"Census Tract 118, San Luis Obispo County, California",2066,126,2,1.9
6079011901,"Census Tract 119.01, San Luis Obispo County, California",800,96,6.3,4.3
6079011902,"Census Tract 119.02, San Luis Obispo County, California",2111,201,8.4,4.9
6079012000,"Census Tract 120, San Luis Obispo County, California",2014,196,5.8,3.9
6079012100,"Census Tract 121, San Luis Obispo County, California",1510,197,11.8,7.4
6079012200,"Census Tract 122, San Luis Obispo County, California",1756,197,6.9,5.2
6079012301,"Census Tract 123.01, San Luis Obispo County, California",2355,208,6.7,3.9
6079012302,"Census Tract 123.02, San Luis Obispo County, California",1515,108,5.1,3.2
6079012401,"Census Tract 124.01, San Luis Obispo County, California",1485,141,5.1,3.2
6079012402,"Census Tract 124.02, San Luis Obispo County, California",2559,241,2,1.9
6079012501,"Census Tract 125.01, San Luis Obispo County, California",1321,141,3.9,3.7
6079012502,"Census Tract 125.02, San Luis Obispo County, California",1273,147,10.2,7.7
6079012503,"Census Tract 125.03, San Luis Obispo County, California",1227,149,2.4,2
6079012600,"Census Tract 126, San Luis Obispo County, California",1991,184,4.9,3
6079012702,"Census Tract 127.02, San Luis Obispo County, California",1705,156,6.5,4.7
6079012703,"Census Tract 127.03, San Luis Obispo County, California",1273,167,4.4,5.9
6079012704,"Census Tract 127.04, San Luis Obispo County, California",2608,157,2.4,1.9
6079012800,"Census Tract 128, San Luis Obispo County, California",26,19,38.5,58.1
6081600100,"Census Tract 6001, San Mateo County, California",913,111,2.3,2.5
6081600200,"Census Tract 6002, San Mateo County, California",847,102,14.8,9.7
6081600300,"Census Tract 6003, San Mateo County, California",988,121,0,4
6081600400,"Census Tract 6004, San Mateo County, California",1946,148,8.2,5.6
6081600500,"Census Tract 6005, San Mateo County, California",1651,153,2.9,3.6
6081600600,"Census Tract 6006, San Mateo County, California",1182,103,4.5,4.6
6081600700,"Census Tract 6007, San Mateo County, California",1645,137,2.6,2.3
6081600800,"Census Tract 6008, San Mateo County, California",1433,227,4,4.4
6081600900,"Census Tract 6009, San Mateo County, California",1153,94,6.3,6.1
6081601000,"Census Tract 6010, San Mateo County, California",1526,165,2.8,2.7
6081601100,"Census Tract 6011, San Mateo County, California",1456,139,2.5,2.4
6081601200,"Census Tract 6012, San Mateo County, California",1410,211,5.6,5.7
6081601300,"Census Tract 6013, San Mateo County, California",1517,179,2,2.3
6081601400,"Census Tract 6014, San Mateo County, California",1429,148,4.1,3.4
6081601501,"Census Tract 6015.01, San Mateo County, California",888,135,2.1,2.5
6081601502,"Census Tract 6015.02, San Mateo County, California",930,127,7.6,6.9
6081601601,"Census Tract 6016.01, San Mateo County, California",588,73,3.2,3.1
6081601603,"Census Tract 6016.03, San Mateo County, California",1412,115,0.6,1
6081601604,"Census Tract 6016.04, San Mateo County, California",445,104,2,3.3
6081601605,"Census Tract 6016.05, San Mateo County, California",1415,109,0.8,1.2
6081601700,"Census Tract 6017, San Mateo County, California",1144,94,1.8,2.1
6081601800,"Census Tract 6018, San Mateo County, California",1702,105,1.3,1.2
6081601900,"Census Tract 6019, San Mateo County, California",2417,239,6.3,5.1
6081602000,"Census Tract 6020, San Mateo County, California",1936,168,8.9,5.7
6081602100,"Census Tract 6021, San Mateo County, California",673,100,9.8,8.7
6081602200,"Census Tract 6022, San Mateo County, California",1658,203,10.7,7.3
6081602300,"Census Tract 6023, San Mateo County, California",966,91,0,4.1
6081602400,"Census Tract 6024, San Mateo County, California",1801,160,2.3,2.2
6081602500,"Census Tract 6025, San Mateo County, California",1222,93,0,3.2
6081602600,"Census Tract 6026, San Mateo County, California",1857,163,1.2,1.9
6081602700,"Census Tract 6027, San Mateo County, California",1316,90,7.2,4.6
6081602800,"Census Tract 6028, San Mateo County, California",1015,91,1,1.5
6081602900,"Census Tract 6029, San Mateo County, California",1034,101,3.9,3.9
6081603000,"Census Tract 6030, San Mateo County, California",957,115,2.8,2.8
6081603100,"Census Tract 6031, San Mateo County, California",797,76,0.5,1.6
6081603200,"Census Tract 6032, San Mateo County, California",1088,91,4.7,3.5
6081603300,"Census Tract 6033, San Mateo County, California",1798,113,3.4,3.5
6081603400,"Census Tract 6034, San Mateo County, California",1358,101,0.9,1.5
6081603500,"Census Tract 6035, San Mateo County, California",0,132,-,**
6081603600,"Census Tract 6036, San Mateo County, California",1281,112,1.5,1.8
6081603700,"Census Tract 6037, San Mateo County, California",1326,109,5.1,4.2
6081603800,"Census Tract 6038, San Mateo County, California",2292,179,3.7,2.5
6081603900,"Census Tract 6039, San Mateo County, California",1380,131,10.7,7
6081604000,"Census Tract 6040, San Mateo County, California",723,72,0,5.4
6081604101,"Census Tract 6041.01, San Mateo County, California",1612,193,11.2,5.7
6081604102,"Census Tract 6041.02, San Mateo County, California",439,111,0,8.7
6081604200,"Census Tract 6042, San Mateo County, California",743,104,18.6,9.9
6081604300,"Census Tract 6043, San Mateo County, California",0,132,-,**
6081604400,"Census Tract 6044, San Mateo County, California",911,108,8.5,6.2
6081604500,"Census Tract 6045, San Mateo County, California",863,74,5.1,3
6081604600,"Census Tract 6046, San Mateo County, California",767,67,4,3.7
6081604700,"Census Tract 6047, San Mateo County, California",751,87,0,5.2
6081604800,"Census Tract 6048, San Mateo County, California",1333,128,4.2,3.8
6081604900,"Census Tract 6049, San Mateo County, California",883,79,6.5,3.9
6081605000,"Census Tract 6050, San Mateo County, California",1847,197,1.4,1.6
6081605100,"Census Tract 6051, San Mateo County, California",585,109,1,3
6081605200,"Census Tract 6052, San Mateo County, California",925,90,1.3,1.9
6081605300,"Census Tract 6053, San Mateo County, California",943,122,1.5,2.3
6081605400,"Census Tract 6054, San Mateo County, California",1359,181,7.8,6.1
6081605500,"Census Tract 6055, San Mateo County, California",952,147,4.3,4.5
6081605600,"Census Tract 6056, San Mateo County, California",1696,97,1.6,1.8
6081605700,"Census Tract 6057, San Mateo County, California",1560,93,2.8,2.4
6081605800,"Census Tract 6058, San Mateo County, California",727,157,1.8,2.8
6081605900,"Census Tract 6059, San Mateo County, California",1150,186,0.9,1.3
6081606000,"Census Tract 6060, San Mateo County, California",902,181,3.7,4.2
6081606100,"Census Tract 6061, San Mateo County, California",887,94,6.1,4.6
6081606200,"Census Tract 6062, San Mateo County, California",1552,172,18.7,10.9
6081606300,"Census Tract 6063, San Mateo County, California",664,113,7.8,7.4
6081606400,"Census Tract 6064, San Mateo County, California",1157,155,0,3.4
6081606500,"Census Tract 6065, San Mateo County, California",982,61,2.6,2.5
6081606600,"Census Tract 6066, San Mateo County, California",853,86,6.2,4.6
6081606700,"Census Tract 6067, San Mateo County, California",615,57,1.8,3
6081606800,"Census Tract 6068, San Mateo County, California",1047,111,0.8,1.6
6081606900,"Census Tract 6069, San Mateo County, California",698,70,0,5.6
6081607000,"Census Tract 6070, San Mateo County, California",961,111,0,4.1
6081607100,"Census Tract 6071, San Mateo County, California",816,78,0.7,1.3
6081607200,"Census Tract 6072, San Mateo County, California",819,90,3.8,4.9
6081607300,"Census Tract 6073, San Mateo County, California",989,77,0,4
6081607400,"Census Tract 6074, San Mateo County, California",924,134,5.7,6.2
6081607500,"Census Tract 6075, San Mateo County, California",885,137,2.8,3.8
6081607600,"Census Tract 6076, San Mateo County, California",750,106,5.5,5.7
6081607701,"Census Tract 6077.01, San Mateo County, California",742,106,0,5.2
6081607702,"Census Tract 6077.02, San Mateo County, California",629,81,0,6.2
6081607800,"Census Tract 6078, San Mateo County, California",595,85,3.2,4.4
6081607900,"Census Tract 6079, San Mateo County, California",581,105,0,6.6
6081608001,"Census Tract 6080.01, San Mateo County, California",856,98,4.9,4.5
6081608002,"Census Tract 6080.02, San Mateo County, California",943,89,1.1,1.7
6081608004,"Census Tract 6080.04, San Mateo County, California",1858,216,3.1,2.3
6081608013,"Census Tract 6080.13, San Mateo County, California",1013,105,0.6,1.1
6081608023,"Census Tract 6080.23, San Mateo County, California",704,51,0,5.5
6081608100,"Census Tract 6081, San Mateo County, California",922,72,1.2,2.7
6081608200,"Census Tract 6082, San Mateo County, California",804,85,5.6,5.8
6081608300,"Census Tract 6083, San Mateo County, California",743,90,2.3,2.7
6081608400,"Census Tract 6084, San Mateo County, California",1150,188,8.4,10.1
6081608501,"Census Tract 6085.01, San Mateo County, California",1257,106,4.7,4.4
6081608502,"Census Tract 6085.02, San Mateo County, California",610,110,7.7,8.4
6081608600,"Census Tract 6086, San Mateo County, California",995,125,2.8,3.3
6081608700,"Census Tract 6087, San Mateo County, California",1688,142,0,2.3
6081608800,"Census Tract 6088, San Mateo County, California",1520,115,0,2.6
6081608900,"Census Tract 6089, San Mateo County, California",1489,157,4.1,2.9
6081609000,"Census Tract 6090, San Mateo County, California",747,81,2.4,2.8
6081609100,"Census Tract 6091, San Mateo County, California",341,58,0,11.1
6081609200,"Census Tract 6092, San Mateo County, California",1701,173,6.3,4.4
6081609300,"Census Tract 6093, San Mateo County, California",920,70,1.1,1.8
6081609400,"Census Tract 6094, San Mateo County, California",741,74,0,5.3
6081609500,"Census Tract 6095, San Mateo County, California",1428,96,1.6,1.8
6081609601,"Census Tract 6096.01, San Mateo County, California",901,83,0,4.3
6081609602,"Census Tract 6096.02, San Mateo County, California",389,53,3.6,5.8
6081609603,"Census Tract 6096.03, San Mateo County, California",1372,111,2.4,2.6
6081609700,"Census Tract 6097, San Mateo County, California",1386,114,2.5,2.3
6081609800,"Census Tract 6098, San Mateo County, California",1237,114,1.2,1.7
6081609900,"Census Tract 6099, San Mateo County, California",886,70,0,4.4
6081610000,"Census Tract 6100, San Mateo County, California",980,144,1.2,2.1
6081610100,"Census Tract 6101, San Mateo County, California",651,76,3.5,4.6
6081610201,"Census Tract 6102.01, San Mateo County, California",1189,119,23.5,9
6081610202,"Census Tract 6102.02, San Mateo County, California",177,63,10.7,14.9
6081610203,"Census Tract 6102.03, San Mateo County, California",713,81,19.8,10.4
6081610302,"Census Tract 6103.02, San Mateo County, California",389,103,0,9.8
6081610303,"Census Tract 6103.03, San Mateo County, California",1951,176,2.3,1.8
6081610304,"Census Tract 6103.04, San Mateo County, California",1166,119,4.8,5
6081610400,"Census Tract 6104, San Mateo County, California",1095,104,8,4.3
6081610500,"Census Tract 6105, San Mateo County, California",986,155,18,9.7
6081610601,"Census Tract 6106.01, San Mateo County, California",1178,128,24.8,9.9
6081610602,"Census Tract 6106.02, San Mateo County, California",827,88,5.2,5
6081610700,"Census Tract 6107, San Mateo County, California",1016,149,5.8,5.1
6081610800,"Census Tract 6108, San Mateo County, California",997,145,13.4,8.2
6081610900,"Census Tract 6109, San Mateo County, California",1444,179,13.9,6.4
6081611000,"Census Tract 6110, San Mateo County, California",1453,196,1.1,1.9
6081611100,"Census Tract 6111, San Mateo County, California",1636,134,3.9,3.5
6081611200,"Census Tract 6112, San Mateo County, California",697,69,0,5.6
6081611300,"Census Tract 6113, San Mateo County, California",1401,159,0.8,1.2
6081611400,"Census Tract 6114, San Mateo County, California",1058,115,5.8,6.8
6081611500,"Census Tract 6115, San Mateo County, California",736,94,2.4,2.8
6081611600,"Census Tract 6116, San Mateo County, California",569,55,0,6.8
6081611700,"Census Tract 6117, San Mateo County, California",929,95,19.3,6.8
6081611800,"Census Tract 6118, San Mateo County, California",1022,128,16.3,9.5
6081611900,"Census Tract 6119, San Mateo County, California",2456,268,12.7,5.5
6081612000,"Census Tract 6120, San Mateo County, California",1593,166,22.5,7
6081612100,"Census Tract 6121, San Mateo County, California",1732,292,10.6,7.8
6081612200,"Census Tract 6122, San Mateo County, California",945,92,1.8,2
6081612400,"Census Tract 6124, San Mateo County, California",400,43,12,12.5
6081612500,"Census Tract 6125, San Mateo County, California",876,121,1.9,3.2
6081612600,"Census Tract 6126, San Mateo County, California",689,144,2.6,3.8
6081612700,"Census Tract 6127, San Mateo County, California",596,69,0,6.5
6081612800,"Census Tract 6128, San Mateo County, California",956,79,2.7,2.8
6081612900,"Census Tract 6129, San Mateo County, California",1220,127,2.5,2.6
6081613000,"Census Tract 6130, San Mateo County, California",1058,96,5.1,4.3
6081613200,"Census Tract 6132, San Mateo County, California",1753,158,0,2.3
6081613300,"Census Tract 6133, San Mateo County, California",739,80,1.5,2.2
6081613400,"Census Tract 6134, San Mateo County, California",861,97,1.6,2.4
6081613501,"Census Tract 6135.01, San Mateo County, California",1064,109,4.8,4.1
6081613502,"Census Tract 6135.02, San Mateo County, California",1542,216,0,2.6
6081613600,"Census Tract 6136, San Mateo County, California",1670,175,0.4,0.6
6081613700,"Census Tract 6137, San Mateo County, California",2266,190,5.6,4
6081613800,"Census Tract 6138, San Mateo County, California",1182,165,6.7,5.3
6083000101,"Census Tract 1.01, Santa Barbara County, California",1218,185,6.4,7.1
6083000102,"Census Tract 1.02, Santa Barbara County, California",1169,185,7.4,6.3
6083000103,"Census Tract 1.03, Santa Barbara County, California",988,102,2.2,2.5
6083000200,"Census Tract 2, Santa Barbara County, California",1029,150,4.7,4.3
6083000300,"Census Tract 3, Santa Barbara County, California",1426,211,7.5,6.4
6083000400,"Census Tract 4, Santa Barbara County, California",931,202,1.3,1.9
6083000501,"Census Tract 5.01, Santa Barbara County, California",872,112,3.7,5.2
6083000502,"Census Tract 5.02, Santa Barbara County, California",1396,137,2.3,2.3
6083000600,"Census Tract 6, Santa Barbara County, California",1249,173,4.2,3.6
6083000700,"Census Tract 7, Santa Barbara County, California",1438,195,4.2,3.9
6083000801,"Census Tract 8.01, Santa Barbara County, California",653,102,10.6,6.2
6083000802,"Census Tract 8.02, Santa Barbara County, California",1224,166,8.4,7
6083000900,"Census Tract 9, Santa Barbara County, California",501,104,32.5,11.8
6083001000,"Census Tract 10, Santa Barbara County, California",952,179,10.4,8.3
6083001101,"Census Tract 11.01, Santa Barbara County, California",864,131,7.6,5.8
6083001102,"Census Tract 11.02, Santa Barbara County, California",811,112,10.4,6.8
6083001202,"Census Tract 12.02, Santa Barbara County, California",855,113,9.2,7.1
6083001203,"Census Tract 12.03, Santa Barbara County, California",609,111,0,6.4
6083001204,"Census Tract 12.04, Santa Barbara County, California",680,162,22.2,12.2
6083001301,"Census Tract 13.01, Santa Barbara County, California",825,101,3.2,3.5
6083001302,"Census Tract 13.02, Santa Barbara County, California",1776,200,3,4.2
6083001400,"Census Tract 14, Santa Barbara County, California",808,146,5.2,4.7
6083001500,"Census Tract 15, Santa Barbara County, California",936,109,8.4,5.7
6083001601,"Census Tract 16.01, Santa Barbara County, California",1242,128,3,2.9
6083001602,"Census Tract 16.02, Santa Barbara County, California",1193,182,17,10.4
6083001701,"Census Tract 17.01, Santa Barbara County, California",1167,181,1.1,1.8
6083001702,"Census Tract 17.02, Santa Barbara County, California",714,111,5,6
6083001800,"Census Tract 18, Santa Barbara County, California",296,58,8.4,6.5
6083001901,"Census Tract 19.01, Santa Barbara County, California",1805,186,3.7,2.1
6083001903,"Census Tract 19.03, Santa Barbara County, California",1470,165,2.2,2.2
6083001905,"Census Tract 19.05, Santa Barbara County, California",1036,119,3.5,2.4
6083001906,"Census Tract 19.06, Santa Barbara County, California",1521,176,0.7,0.8
6083002005,"Census Tract 20.05, Santa Barbara County, California",1300,145,4.4,3.7
6083002006,"Census Tract 20.06, Santa Barbara County, California",620,82,5.5,4.4
6083002007,"Census Tract 20.07, Santa Barbara County, California",2186,213,3.2,2
6083002008,"Census Tract 20.08, Santa Barbara County, California",1593,159,5.2,4.1
6083002009,"Census Tract 20.09, Santa Barbara County, California",1078,81,2.7,2.3
6083002010,"Census Tract 20.10, Santa Barbara County, California",1361,97,1.7,1.9
6083002011,"Census Tract 20.11, Santa Barbara County, California",1341,140,2.8,2.4
6083002012,"Census Tract 20.12, Santa Barbara County, California",785,104,1.8,2.8
6083002013,"Census Tract 20.13, Santa Barbara County, California",790,82,5.1,5
6083002101,"Census Tract 21.01, Santa Barbara County, California",734,123,13.8,9.1
6083002102,"Census Tract 21.02, Santa Barbara County, California",470,88,4,4.4
6083002103,"Census Tract 21.03, Santa Barbara County, California",739,122,5.5,4.7
6083002205,"Census Tract 22.05, Santa Barbara County, California",944,157,17.4,8.1
6083002206,"Census Tract 22.06, Santa Barbara County, California",899,127,19.7,9.9
6083002209,"Census Tract 22.09, Santa Barbara County, California",532,90,3,3.5
6083002210,"Census Tract 22.10, Santa Barbara County, California",1229,105,8.8,4.1
6083002211,"Census Tract 22.11, Santa Barbara County, California",1329,130,3.7,2.8
6083002303,"Census Tract 23.03, Santa Barbara County, California",1047,85,9.4,5.2
6083002304,"Census Tract 23.04, Santa Barbara County, California",1075,117,31.2,9.3
6083002305,"Census Tract 23.05, Santa Barbara County, California",1327,71,17.8,7.2
6083002306,"Census Tract 23.06, Santa Barbara County, California",1705,111,4.1,1.7
6083002402,"Census Tract 24.02, Santa Barbara County, California",2115,142,22.1,6.3
6083002403,"Census Tract 24.03, Santa Barbara County, California",1127,107,32,9.6
6083002404,"Census Tract 24.04, Santa Barbara County, California",1164,144,16.1,7.5
6083002500,"Census Tract 25, Santa Barbara County, California",1716,129,16.8,6.8
6083002603,"Census Tract 26.03, Santa Barbara County, California",1150,180,3,3
6083002604,"Census Tract 26.04, Santa Barbara County, California",21,23,0,71.8
6083002702,"Census Tract 27.02, Santa Barbara County, California",1578,156,37.6,7.8
6083002703,"Census Tract 27.03, Santa Barbara County, California",810,89,10.4,8.3
6083002705,"Census Tract 27.05, Santa Barbara County, California",1002,123,11.5,6.8
6083002706,"Census Tract 27.06, Santa Barbara County, California",1584,135,20.5,7.9
6083002707,"Census Tract 27.07, Santa Barbara County, California",608,112,7.1,9.4
6083002708,"Census Tract 27.08, Santa Barbara County, California",555,100,6.5,6.2
6083002802,"Census Tract 28.02, Santa Barbara County, California",1948,222,1.8,2.1
6083002805,"Census Tract 28.05, Santa Barbara County, California",256,60,0,14.4
6083002806,"Census Tract 28.06, Santa Barbara County, California",432,60,7.9,6.5
6083002807,"Census Tract 28.07, Santa Barbara County, California",529,85,6.4,5.8
6083002808,"Census Tract 28.08, Santa Barbara County, California",1774,136,1.4,2.1
6083002809,"Census Tract 28.09, Santa Barbara County, California",1252,110,0,3.1
6083002902,"Census Tract 29.02, Santa Barbara County, California",178,61,7.9,11.2
6083002903,"Census Tract 29.03, Santa Barbara County, California",478,68,5.2,5.3
6083002904,"Census Tract 29.04, Santa Barbara County, California",1662,175,7.3,4.7
6083002906,"Census Tract 29.06, Santa Barbara County, California",1065,84,2.1,2.4
6083002907,"Census Tract 29.07, Santa Barbara County, California",1092,81,2.8,2.6
6083002909,"Census Tract 29.09, Santa Barbara County, California",1340,109,0,2.9
6083002910,"Census Tract 29.10, Santa Barbara County, California",688,88,6.5,7.5
6083002911,"Census Tract 29.11, Santa Barbara County, California",138,47,18.1,18
6083002912,"Census Tract 29.12, Santa Barbara County, California",318,101,28.6,19.4
6083002913,"Census Tract 29.13, Santa Barbara County, California",945,93,5.7,5.4
6083002914,"Census Tract 29.14, Santa Barbara County, California",824,96,2.8,3.1
6083003001,"Census Tract 30.01, Santa Barbara County, California",867,178,18.5,9.7
6083003002,"Census Tract 30.02, Santa Barbara County, California",1039,98,4.9,4.6
6083003004,"Census Tract 30.04, Santa Barbara County, California",1236,111,2.6,2.5
6083003005,"Census Tract 30.05, Santa Barbara County, California",1212,118,2,2.2
6085500100,"Census Tract 5001, Santa Clara County, California",1093,157,8.8,5.2
6085500200,"Census Tract 5002, Santa Clara County, California",715,131,4.8,5.4
6085500300,"Census Tract 5003, Santa Clara County, California",591,97,2.5,3.3
6085500400,"Census Tract 5004, Santa Clara County, California",583,124,9.3,9.4
6085500500,"Census Tract 5005, Santa Clara County, California",1209,151,9.1,6
6085500600,"Census Tract 5006, Santa Clara County, California",981,134,4.1,4.5
6085500800,"Census Tract 5008, Santa Clara County, California",318,79,6.9,8
6085500901,"Census Tract 5009.01, Santa Clara County, California",323,88,18.6,11.8
6085500902,"Census Tract 5009.02, Santa Clara County, California",323,74,20.7,18.1
6085501000,"Census Tract 5010, Santa Clara County, California",856,143,24.9,11.8
6085501100,"Census Tract 5011, Santa Clara County, California",1645,201,10.1,5.4
6085501200,"Census Tract 5012, Santa Clara County, California",734,124,9.5,7
6085501300,"Census Tract 5013, Santa Clara County, California",579,79,6.9,5.7
6085501400,"Census Tract 5014, Santa Clara County, California",1191,165,21.1,10
6085501501,"Census Tract 5015.01, Santa Clara County, California",857,94,34.5,11.3
6085501502,"Census Tract 5015.02, Santa Clara County, California",711,109,21.8,10.6
6085501600,"Census Tract 5016, Santa Clara County, California",904,186,21.3,12.1
6085501700,"Census Tract 5017, Santa Clara County, California",977,96,24.7,8.4
6085501800,"Census Tract 5018, Santa Clara County, California",1144,139,4.9,3.9
6085501900,"Census Tract 5019, Santa Clara County, California",947,145,12.7,8.1
6085502001,"Census Tract 5020.01, Santa Clara County, California",1029,141,7.4,9.3
6085502002,"Census Tract 5020.02, Santa Clara County, California",948,156,30.6,11.4
6085502101,"Census Tract 5021.01, Santa Clara County, California",1101,149,8.6,5.4
6085502102,"Census Tract 5021.02, Santa Clara County, California",1496,187,19.9,7.9
6085502201,"Census Tract 5022.01, Santa Clara County, California",1301,222,6,6.1
6085502202,"Census Tract 5022.02, Santa Clara County, California",591,100,1.4,3.1
6085502300,"Census Tract 5023, Santa Clara County, California",1618,196,9.6,6
6085502400,"Census Tract 5024, Santa Clara County, California",1765,141,2.9,2.5
6085502500,"Census Tract 5025, Santa Clara County, California",1566,158,4.9,2.8
6085502601,"Census Tract 5026.01, Santa Clara County, California",723,79,0,5.4
6085502602,"Census Tract 5026.02, Santa Clara County, California",1585,227,0.8,1.4
6085502701,"Census Tract 5027.01, Santa Clara County, California",1154,123,5,4.7
6085502702,"Census Tract 5027.02, Santa Clara County, California",1925,181,3.5,3.1
6085502800,"Census Tract 5028, Santa Clara County, California",1087,89,4,3.4
6085502901,"Census Tract 5029.01, Santa Clara County, California",1597,149,6.3,4.4
6085502902,"Census Tract 5029.02, Santa Clara County, California",1927,122,1.6,1.8
6085502903,"Census Tract 5029.03, Santa Clara County, California",1489,108,5.6,3.6
6085502906,"Census Tract 5029.06, Santa Clara County, California",1090,105,3.6,3.2
6085502907,"Census Tract 5029.07, Santa Clara County, California",1042,105,2.4,2.5
6085502908,"Census Tract 5029.08, Santa Clara County, California",1724,159,0.9,1.2
6085502909,"Census Tract 5029.09, Santa Clara County, California",1570,137,4.1,3.3
6085502910,"Census Tract 5029.10, Santa Clara County, California",929,122,3.2,3.2
6085503001,"Census Tract 5030.01, Santa Clara County, California",1162,89,0,3.4
6085503002,"Census Tract 5030.02, Santa Clara County, California",1012,91,0,3.9
6085503003,"Census Tract 5030.03, Santa Clara County, California",1396,89,3.2,3.7
6085503103,"Census Tract 5031.03, Santa Clara County, California",2183,226,10.9,5.2
6085503105,"Census Tract 5031.05, Santa Clara County, California",537,83,12.3,11.9
6085503106,"Census Tract 5031.06, Santa Clara County, California",1725,215,17.7,7.2
6085503108,"Census Tract 5031.08, Santa Clara County, California",1862,209,14.1,6.2
6085503110,"Census Tract 5031.10, Santa Clara County, California",803,109,29.9,9.4
6085503111,"Census Tract 5031.11, Santa Clara County, California",880,105,5.6,5
6085503112,"Census Tract 5031.12, Santa Clara County, California",831,126,20.2,9.6
6085503113,"Census Tract 5031.13, Santa Clara County, California",962,114,20.3,10
6085503115,"Census Tract 5031.15, Santa Clara County, California",1392,139,0.4,0.9
6085503116,"Census Tract 5031.16, Santa Clara County, California",1242,127,3.1,4
6085503204,"Census Tract 5032.04, Santa Clara County, California",1642,160,15.9,5.7
6085503207,"Census Tract 5032.07, Santa Clara County, California",896,82,1.7,1.8
6085503208,"Census Tract 5032.08, Santa Clara County, California",661,84,5.9,5.4
6085503210,"Census Tract 5032.10, Santa Clara County, California",801,87,7.1,5.2
6085503211,"Census Tract 5032.11, Santa Clara County, California",966,83,13.6,5.8
6085503212,"Census Tract 5032.12, Santa Clara County, California",945,43,3.3,4.2
6085503213,"Census Tract 5032.13, Santa Clara County, California",1041,74,13.7,7.6
6085503214,"Census Tract 5032.14, Santa Clara County, California",1185,132,10.3,6.6
6085503217,"Census Tract 5032.17, Santa Clara County, California",852,116,14.8,8.4
6085503218,"Census Tract 5032.18, Santa Clara County, California",938,127,15.2,9.4
6085503304,"Census Tract 5033.04, Santa Clara County, California",1509,140,9.7,5.2
6085503305,"Census Tract 5033.05, Santa Clara County, California",1117,105,14.6,6.3
6085503306,"Census Tract 5033.06, Santa Clara County, California",715,82,7.1,5
6085503312,"Census Tract 5033.12, Santa Clara County, California",880,72,10.1,6.7
6085503313,"Census Tract 5033.13, Santa Clara County, California",1271,62,4.5,3.7
6085503315,"Census Tract 5033.15, Santa Clara County, California",1625,116,8.2,4.3
6085503317,"Census Tract 5033.17, Santa Clara County, California",1806,78,7.1,4
6085503319,"Census Tract 5033.19, Santa Clara County, California",2662,138,1.2,1.1
6085503320,"Census Tract 5033.20, Santa Clara County, California",2657,174,1.5,1.7
6085503321,"Census Tract 5033.21, Santa Clara County, California",930,80,0,4.2
6085503322,"Census Tract 5033.22, Santa Clara County, California",882,81,6.9,4.6
6085503323,"Census Tract 5033.23, Santa Clara County, California",1063,82,5.8,6.4
6085503324,"Census Tract 5033.24, Santa Clara County, California",804,88,11.2,5.9
6085503325,"Census Tract 5033.25, Santa Clara County, California",1015,107,4.3,3.9
6085503326,"Census Tract 5033.26, Santa Clara County, California",1368,77,2.9,3
6085503327,"Census Tract 5033.27, Santa Clara County, California",1151,90,3.1,2.8
6085503328,"Census Tract 5033.28, Santa Clara County, California",3353,150,4.7,3.4
6085503401,"Census Tract 5034.01, Santa Clara County, California",882,102,6.8,5.8
6085503402,"Census Tract 5034.02, Santa Clara County, California",940,61,19.1,10.5
6085503504,"Census Tract 5035.04, Santa Clara County, California",1044,77,14,6.8
6085503506,"Census Tract 5035.06, Santa Clara County, California",1086,113,10.7,7.2
6085503507,"Census Tract 5035.07, Santa Clara County, California",313,36,0,12
6085503508,"Census Tract 5035.08, Santa Clara County, California",1079,107,7.6,4.3
6085503509,"Census Tract 5035.09, Santa Clara County, California",816,56,11.8,7.6
6085503510,"Census Tract 5035.10, Santa Clara County, California",1240,97,8.3,5.1
6085503511,"Census Tract 5035.11, Santa Clara County, California",728,72,6,6.8
6085503601,"Census Tract 5036.01, Santa Clara County, California",661,101,14.7,10.7
6085503602,"Census Tract 5036.02, Santa Clara County, California",779,116,26.7,10.6
6085503702,"Census Tract 5037.02, Santa Clara County, California",1444,140,23.2,7.7
6085503703,"Census Tract 5037.03, Santa Clara County, California",708,103,14.8,7.7
6085503706,"Census Tract 5037.06, Santa Clara County, California",1660,177,17.9,8
6085503707,"Census Tract 5037.07, Santa Clara County, California",1077,129,17.3,9.6
6085503708,"Census Tract 5037.08, Santa Clara County, California",637,73,12.4,8.9
6085503709,"Census Tract 5037.09, Santa Clara County, California",1137,95,23,7.5
