Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Owner occupied,Margin of Error; Owner occupied,Estimate; Renter occupied,Margin of Error; Renter occupied
6073010014,"Census Tract 100.14, San Diego County, California",3197,118,2232,192,965,177
6073010015,"Census Tract 100.15, San Diego County, California",541,62,416,61,125,72
6073010103,"Census Tract 101.03, San Diego County, California",1716,87,949,125,767,129
6073010104,"Census Tract 101.04, San Diego County, California",1054,77,849,100,205,107
6073010106,"Census Tract 101.06, San Diego County, California",1622,29,967,132,655,124
6073010107,"Census Tract 101.07, San Diego County, California",1653,106,983,135,670,130
6073010109,"Census Tract 101.09, San Diego County, California",1206,62,744,102,462,98
6073010110,"Census Tract 101.10, San Diego County, California",2055,111,1044,142,1011,135
6073010111,"Census Tract 101.11, San Diego County, California",827,65,367,93,460,92
6073010112,"Census Tract 101.12, San Diego County, California",1533,69,160,63,1373,77
6073010200,"Census Tract 102, San Diego County, California",2595,194,1039,147,1556,207
6073010300,"Census Tract 103, San Diego County, California",1533,132,841,137,692,131
6073010401,"Census Tract 104.01, San Diego County, California",771,109,184,76,587,95
6073010402,"Census Tract 104.02, San Diego County, California",1834,135,435,121,1399,154
6073010501,"Census Tract 105.01, San Diego County, California",637,36,304,105,333,119
6073010502,"Census Tract 105.02, San Diego County, California",1945,122,235,73,1710,130
6073010601,"Census Tract 106.01, San Diego County, California",964,147,695,137,269,93
6073010602,"Census Tract 106.02, San Diego County, California",354,81,0,132,354,81
6073010603,"Census Tract 106.03, San Diego County, California",548,113,467,107,81,52
6073010700,"Census Tract 107, San Diego County, California",579,99,239,56,340,98
6073010800,"Census Tract 108, San Diego County, California",1148,158,569,111,579,140
6073010900,"Census Tract 109, San Diego County, California",809,121,520,112,289,105
6073011000,"Census Tract 110, San Diego County, California",1478,171,511,112,967,144
6073011100,"Census Tract 111, San Diego County, California",1672,194,703,136,969,179
6073011200,"Census Tract 112, San Diego County, California",467,47,375,54,92,41
6073011300,"Census Tract 113, San Diego County, California",20,22,0,132,20,22
6073011400,"Census Tract 114, San Diego County, California",457,64,112,66,345,96
6073011500,"Census Tract 115, San Diego County, California",60,23,31,36,29,27
6073011601,"Census Tract 116.01, San Diego County, California",1719,94,201,83,1518,123
6073011602,"Census Tract 116.02, San Diego County, California",964,91,324,102,640,114
6073011700,"Census Tract 117, San Diego County, California",2164,126,428,138,1736,169
6073011801,"Census Tract 118.01, San Diego County, California",977,97,278,89,699,118
6073011802,"Census Tract 118.02, San Diego County, California",1555,136,419,97,1136,150
6073011901,"Census Tract 119.01, San Diego County, California",395,54,76,47,319,65
6073011902,"Census Tract 119.02, San Diego County, California",1278,87,1085,119,193,78
6073012001,"Census Tract 120.01, San Diego County, California",651,59,99,53,552,67
6073012002,"Census Tract 120.02, San Diego County, California",1041,135,163,46,878,144
6073012003,"Census Tract 120.03, San Diego County, California",783,71,534,98,249,80
6073012101,"Census Tract 121.01, San Diego County, California",608,59,326,83,282,91
6073012102,"Census Tract 121.02, San Diego County, California",885,92,534,128,351,126
6073012200,"Census Tract 122, San Diego County, California",855,32,413,109,442,107
6073012302,"Census Tract 123.02, San Diego County, California",635,84,168,66,467,101
6073012303,"Census Tract 123.03, San Diego County, California",1297,115,500,94,797,148
6073012304,"Census Tract 123.04, San Diego County, California",1210,97,674,103,536,101
6073012401,"Census Tract 124.01, San Diego County, California",1149,99,407,101,742,116
6073012402,"Census Tract 124.02, San Diego County, California",1715,119,386,94,1329,141
6073012500,"Census Tract 125, San Diego County, California",2708,168,940,181,1768,230
6073012600,"Census Tract 126, San Diego County, California",1439,106,664,111,775,123
6073012700,"Census Tract 127, San Diego County, California",1777,78,396,113,1381,139
6073012800,"Census Tract 128, San Diego County, California",1306,85,623,112,683,139
6073012900,"Census Tract 129, San Diego County, California",1008,85,809,95,199,93
6073013000,"Census Tract 130, San Diego County, California",1814,76,850,136,964,133
6073013102,"Census Tract 131.02, San Diego County, California",1798,188,462,132,1336,175
6073013103,"Census Tract 131.03, San Diego County, California",677,56,351,71,326,67
6073013104,"Census Tract 131.04, San Diego County, California",1775,98,406,86,1369,128
6073013203,"Census Tract 132.03, San Diego County, California",2066,87,400,114,1666,135
6073013204,"Census Tract 132.04, San Diego County, California",1065,63,579,143,486,142
6073013205,"Census Tract 132.05, San Diego County, California",917,51,270,69,647,74
6073013206,"Census Tract 132.06, San Diego County, California",2080,117,757,136,1323,145
6073013301,"Census Tract 133.01, San Diego County, California",1444,78,1184,124,260,94
6073013302,"Census Tract 133.02, San Diego County, California",1267,56,1125,86,142,66
6073013303,"Census Tract 133.03, San Diego County, California",1402,61,1024,135,378,125
6073013306,"Census Tract 133.06, San Diego County, California",1175,77,828,125,347,108
6073013307,"Census Tract 133.07, San Diego County, California",959,67,671,106,288,104
6073013308,"Census Tract 133.08, San Diego County, California",869,79,533,123,336,99
6073013309,"Census Tract 133.09, San Diego County, California",1875,86,1537,134,338,120
6073013310,"Census Tract 133.10, San Diego County, California",7135,280,4679,280,2456,287
6073013311,"Census Tract 133.11, San Diego County, California",2474,140,1833,198,641,182
6073013312,"Census Tract 133.12, San Diego County, California",692,85,535,97,157,72
6073013313,"Census Tract 133.13, San Diego County, California",4559,260,3664,282,895,232
6073013401,"Census Tract 134.01, San Diego County, California",1345,68,1132,92,213,94
6073013409,"Census Tract 134.09, San Diego County, California",1691,89,1077,99,614,126
6073013410,"Census Tract 134.10, San Diego County, California",1959,115,1752,143,207,97
6073013411,"Census Tract 134.11, San Diego County, California",1622,46,1423,134,199,138
6073013412,"Census Tract 134.12, San Diego County, California",1543,103,1209,138,334,109
6073013413,"Census Tract 134.13, San Diego County, California",2189,151,1605,184,584,161
6073013414,"Census Tract 134.14, San Diego County, California",1930,149,1572,181,358,155
6073013415,"Census Tract 134.15, San Diego County, California",437,67,381,60,56,41
6073013416,"Census Tract 134.16, San Diego County, California",1124,74,957,81,167,69
6073013417,"Census Tract 134.17, San Diego County, California",580,41,512,62,68,42
6073013418,"Census Tract 134.18, San Diego County, California",1914,109,1412,185,502,150
6073013419,"Census Tract 134.19, San Diego County, California",2029,116,1748,154,281,103
6073013503,"Census Tract 135.03, San Diego County, California",1690,145,1063,174,627,144
6073013504,"Census Tract 135.04, San Diego County, California",1110,43,915,86,195,85
6073013505,"Census Tract 135.05, San Diego County, California",1809,71,1228,103,581,94
6073013506,"Census Tract 135.06, San Diego County, California",906,87,706,81,200,105
6073013601,"Census Tract 136.01, San Diego County, California",1866,70,1403,144,463,130
6073013604,"Census Tract 136.04, San Diego County, California",2086,94,1301,114,785,130
6073013605,"Census Tract 136.05, San Diego County, California",1990,105,1769,158,221,105
6073013606,"Census Tract 136.06, San Diego County, California",2205,136,1397,163,808,184
6073013701,"Census Tract 137.01, San Diego County, California",833,46,720,60,113,44
6073013702,"Census Tract 137.02, San Diego County, California",1552,98,841,117,711,116
6073013801,"Census Tract 138.01, San Diego County, California",1668,71,988,96,680,101
6073013802,"Census Tract 138.02, San Diego County, California",825,72,352,113,473,102
6073013903,"Census Tract 139.03, San Diego County, California",1228,37,853,103,375,105
6073013905,"Census Tract 139.05, San Diego County, California",1042,78,914,92,128,67
6073013906,"Census Tract 139.06, San Diego County, California",1560,55,752,107,808,110
6073013907,"Census Tract 139.07, San Diego County, California",1182,81,407,86,775,110
6073013908,"Census Tract 139.08, San Diego County, California",1037,64,524,82,513,91
6073013909,"Census Tract 139.09, San Diego County, California",1249,44,1082,90,167,78
6073014001,"Census Tract 140.01, San Diego County, California",1512,110,959,159,553,138
6073014002,"Census Tract 140.02, San Diego County, California",1148,76,989,87,159,72
6073014101,"Census Tract 141.01, San Diego County, California",1232,73,978,110,254,90
6073014102,"Census Tract 141.02, San Diego County, California",1131,63,890,96,241,89
6073014200,"Census Tract 142, San Diego County, California",2023,103,1563,135,460,108
6073014300,"Census Tract 143, San Diego County, California",1241,100,679,77,562,95
6073014400,"Census Tract 144, San Diego County, California",1441,119,162,79,1279,123
6073014500,"Census Tract 145, San Diego County, California",1351,73,614,92,737,88
6073014601,"Census Tract 146.01, San Diego County, California",1960,132,949,183,1011,193
6073014602,"Census Tract 146.02, San Diego County, California",1658,73,1104,108,554,124
6073014700,"Census Tract 147, San Diego County, California",2904,151,1864,168,1040,172
6073014801,"Census Tract 148.01, San Diego County, California",2933,180,1046,160,1887,200
6073014803,"Census Tract 148.03, San Diego County, California",2256,146,516,137,1740,196
6073014804,"Census Tract 148.04, San Diego County, California",2091,111,1262,148,829,151
6073014900,"Census Tract 149, San Diego County, California",3063,186,1338,179,1725,197
6073015000,"Census Tract 150, San Diego County, California",2067,148,1005,156,1062,151
6073015100,"Census Tract 151, San Diego County, California",1893,95,1187,130,706,120
6073015200,"Census Tract 152, San Diego County, California",1328,89,1249,95,79,52
6073015301,"Census Tract 153.01, San Diego County, California",941,84,489,103,452,111
6073015302,"Census Tract 153.02, San Diego County, California",1356,62,1177,77,179,61
6073015403,"Census Tract 154.03, San Diego County, California",862,45,798,59,64,44
6073015404,"Census Tract 154.04, San Diego County, California",2470,112,1076,165,1394,186
6073015405,"Census Tract 154.05, San Diego County, California",1871,66,1494,109,377,111
6073015406,"Census Tract 154.06, San Diego County, California",837,26,763,51,74,45
6073015501,"Census Tract 155.01, San Diego County, California",1559,112,1385,126,174,76
6073015502,"Census Tract 155.02, San Diego County, California",909,81,846,91,63,45
6073015601,"Census Tract 156.01, San Diego County, California",1777,110,1136,99,641,116
6073015602,"Census Tract 156.02, San Diego County, California",710,57,665,63,45,46
6073015701,"Census Tract 157.01, San Diego County, California",1917,147,387,101,1530,154
6073015703,"Census Tract 157.03, San Diego County, California",1973,207,419,117,1554,182
6073015704,"Census Tract 157.04, San Diego County, California",1303,111,597,114,706,107
6073015801,"Census Tract 158.01, San Diego County, California",1148,104,148,69,1000,118
6073015802,"Census Tract 158.02, San Diego County, California",1329,108,340,99,989,146
6073015901,"Census Tract 159.01, San Diego County, California",882,80,42,36,840,85
6073015902,"Census Tract 159.02, San Diego County, California",1655,95,751,163,904,149
6073016000,"Census Tract 160, San Diego County, California",856,55,578,63,278,72
6073016100,"Census Tract 161, San Diego County, California",2116,80,1342,146,774,122
6073016201,"Census Tract 162.01, San Diego County, California",2116,63,1623,131,493,138
6073016202,"Census Tract 162.02, San Diego County, California",1214,107,244,71,970,100
6073016301,"Census Tract 163.01, San Diego County, California",1564,89,519,95,1045,104
6073016302,"Census Tract 163.02, San Diego County, California",1504,110,580,118,924,124
6073016401,"Census Tract 164.01, San Diego County, California",1537,81,1218,110,319,107
6073016402,"Census Tract 164.02, San Diego County, California",2092,204,925,151,1167,175
6073016501,"Census Tract 165.01, San Diego County, California",3114,159,1431,169,1683,169
6073016502,"Census Tract 165.02, San Diego County, California",1999,142,578,122,1421,180
6073016605,"Census Tract 166.05, San Diego County, California",3020,152,2360,200,660,154
6073016606,"Census Tract 166.06, San Diego County, California",1068,61,773,84,295,81
6073016607,"Census Tract 166.07, San Diego County, California",2208,123,1783,141,425,125
6073016608,"Census Tract 166.08, San Diego County, California",804,21,750,38,54,34
6073016609,"Census Tract 166.09, San Diego County, California",1730,73,1325,130,405,127
6073016610,"Census Tract 166.10, San Diego County, California",1428,64,982,113,446,108
6073016612,"Census Tract 166.12, San Diego County, California",1892,84,1523,133,369,114
6073016613,"Census Tract 166.13, San Diego County, California",719,38,513,59,206,66
6073016614,"Census Tract 166.14, San Diego County, California",1302,74,1028,101,274,78
6073016615,"Census Tract 166.15, San Diego County, California",672,82,378,73,294,82
6073016616,"Census Tract 166.16, San Diego County, California",1350,88,725,97,625,92
6073016617,"Census Tract 166.17, San Diego County, California",1428,117,858,118,570,136
6073016701,"Census Tract 167.01, San Diego County, California",2832,88,1581,224,1251,237
6073016702,"Census Tract 167.02, San Diego County, California",2579,159,1127,205,1452,222
6073016802,"Census Tract 168.02, San Diego County, California",2712,119,2390,144,322,136
6073016804,"Census Tract 168.04, San Diego County, California",2474,160,956,178,1518,211
6073016806,"Census Tract 168.06, San Diego County, California",1483,46,763,108,720,104
6073016807,"Census Tract 168.07, San Diego County, California",2431,110,2048,113,383,106
6073016809,"Census Tract 168.09, San Diego County, California",1777,138,1643,134,134,79
6073016810,"Census Tract 168.10, San Diego County, California",914,17,789,75,125,70
6073016811,"Census Tract 168.11, San Diego County, California",1548,101,1341,94,207,80
6073016901,"Census Tract 169.01, San Diego County, California",2305,112,1764,126,541,161
6073016902,"Census Tract 169.02, San Diego County, California",630,71,497,79,133,72
6073017006,"Census Tract 170.06, San Diego County, California",1052,41,967,64,85,47
6073017007,"Census Tract 170.07, San Diego County, California",2881,130,2518,126,363,87
6073017009,"Census Tract 170.09, San Diego County, California",1354,104,898,96,456,117
6073017010,"Census Tract 170.10, San Diego County, California",986,52,914,62,72,39
6073017014,"Census Tract 170.14, San Diego County, California",1609,105,1059,105,550,93
6073017015,"Census Tract 170.15, San Diego County, California",3071,175,2463,191,608,144
6073017018,"Census Tract 170.18, San Diego County, California",1734,65,877,133,857,139
6073017019,"Census Tract 170.19, San Diego County, California",3051,147,2641,183,410,122
6073017020,"Census Tract 170.20, San Diego County, California",1341,78,1200,87,141,69
6073017021,"Census Tract 170.21, San Diego County, California",1008,62,932,87,76,57
6073017022,"Census Tract 170.22, San Diego County, California",2244,81,1820,137,424,129
6073017026,"Census Tract 170.26, San Diego County, California",4046,194,2815,234,1231,227
6073017029,"Census Tract 170.29, San Diego County, California",2430,140,2180,143,250,102
6073017030,"Census Tract 170.30, San Diego County, California",4504,165,2980,204,1524,234
6073017031,"Census Tract 170.31, San Diego County, California",1336,94,1036,118,300,105
6073017032,"Census Tract 170.32, San Diego County, California",3966,117,2842,185,1124,174
6073017033,"Census Tract 170.33, San Diego County, California",1591,50,1201,112,390,107
6073017034,"Census Tract 170.34, San Diego County, California",1660,89,941,95,719,90
6073017035,"Census Tract 170.35, San Diego County, California",1078,60,381,75,697,87
6073017036,"Census Tract 170.36, San Diego County, California",1257,19,819,117,438,114
6073017037,"Census Tract 170.37, San Diego County, California",2159,50,1548,139,611,143
6073017038,"Census Tract 170.38, San Diego County, California",3499,201,1898,168,1601,196
6073017039,"Census Tract 170.39, San Diego County, California",2522,110,2010,159,512,146
6073017040,"Census Tract 170.40, San Diego County, California",1410,54,1223,70,187,62
6073017041,"Census Tract 170.41, San Diego County, California",2137,73,1474,138,663,122
6073017042,"Census Tract 170.42, San Diego County, California",2661,117,1965,151,696,148
6073017043,"Census Tract 170.43, San Diego County, California",2054,79,1584,145,470,127
6073017044,"Census Tract 170.44, San Diego County, California",1910,31,1738,81,172,81
6073017045,"Census Tract 170.45, San Diego County, California",859,45,844,48,15,17
6073017046,"Census Tract 170.46, San Diego County, California",1516,22,1411,59,105,57
6073017047,"Census Tract 170.47, San Diego County, California",1418,54,1322,77,96,60
6073017048,"Census Tract 170.48, San Diego County, California",2306,110,1151,150,1155,181
6073017049,"Census Tract 170.49, San Diego County, California",919,42,642,72,277,72
6073017050,"Census Tract 170.50, San Diego County, California",1042,64,606,88,436,92
6073017104,"Census Tract 171.04, San Diego County, California",1497,63,1145,88,352,103
6073017105,"Census Tract 171.05, San Diego County, California",4498,137,3523,171,975,151
6073017106,"Census Tract 171.06, San Diego County, California",1496,117,1327,127,169,91
6073017107,"Census Tract 171.07, San Diego County, California",898,55,876,50,22,32
6073017108,"Census Tract 171.08, San Diego County, California",1714,59,1327,136,387,120
6073017200,"Census Tract 172, San Diego County, California",2175,137,1289,233,886,210
6073017303,"Census Tract 173.03, San Diego County, California",1256,80,820,106,436,95
6073017304,"Census Tract 173.04, San Diego County, California",2435,178,1020,165,1415,220
6073017305,"Census Tract 173.05, San Diego County, California",1295,78,1097,116,198,90
6073017306,"Census Tract 173.06, San Diego County, California",1204,76,1085,88,119,73
6073017401,"Census Tract 174.01, San Diego County, California",2534,144,1165,161,1369,181
6073017403,"Census Tract 174.03, San Diego County, California",2000,91,1685,121,315,98
6073017404,"Census Tract 174.04, San Diego County, California",2514,70,1798,166,716,155
6073017501,"Census Tract 175.01, San Diego County, California",1222,112,590,96,632,97
6073017502,"Census Tract 175.02, San Diego County, California",1257,52,567,111,690,109
6073017601,"Census Tract 176.01, San Diego County, California",1729,93,1274,116,455,99
6073017603,"Census Tract 176.03, San Diego County, California",907,60,742,60,165,48
6073017604,"Census Tract 176.04, San Diego County, California",2868,182,1565,149,1303,177
6073017701,"Census Tract 177.01, San Diego County, California",2127,193,1025,142,1102,221
6073017702,"Census Tract 177.02, San Diego County, California",1288,117,660,98,628,117
6073017801,"Census Tract 178.01, San Diego County, California",2487,117,1412,159,1075,142
6073017805,"Census Tract 178.05, San Diego County, California",1646,98,1375,123,271,91
6073017806,"Census Tract 178.06, San Diego County, California",933,78,529,80,404,90
6073017808,"Census Tract 178.08, San Diego County, California",2205,90,1906,136,299,101
6073017809,"Census Tract 178.09, San Diego County, California",882,23,639,79,243,75
6073017810,"Census Tract 178.10, San Diego County, California",1839,101,1424,132,415,104
6073017811,"Census Tract 178.11, San Diego County, California",2555,165,1684,179,871,135
6073017812,"Census Tract 178.12, San Diego County, California",2217,98,1234,142,983,146
6073017900,"Census Tract 179, San Diego County, California",2595,157,643,152,1952,186
6073018000,"Census Tract 180, San Diego County, California",1584,117,226,74,1358,129
6073018100,"Census Tract 181, San Diego County, California",2559,179,1417,211,1142,210
6073018200,"Census Tract 182, San Diego County, California",2473,112,400,105,2073,126
6073018300,"Census Tract 183, San Diego County, California",1563,161,463,118,1100,138
6073018400,"Census Tract 184, San Diego County, California",1266,117,336,97,930,126
6073018504,"Census Tract 185.04, San Diego County, California",2493,123,1412,154,1081,189
6073018507,"Census Tract 185.07, San Diego County, California",3095,139,2273,206,822,163
6073018509,"Census Tract 185.09, San Diego County, California",1653,104,441,99,1212,137
6073018510,"Census Tract 185.10, San Diego County, California",809,72,625,81,184,74
6073018511,"Census Tract 185.11, San Diego County, California",1843,55,954,107,889,114
6073018512,"Census Tract 185.12, San Diego County, California",2214,72,1440,165,774,159
6073018513,"Census Tract 185.13, San Diego County, California",2843,223,1651,204,1192,211
6073018514,"Census Tract 185.14, San Diego County, California",2786,148,1946,186,840,156
6073018515,"Census Tract 185.15, San Diego County, California",1624,113,1185,91,439,93
6073018516,"Census Tract 185.16, San Diego County, California",1270,60,692,113,578,115
6073018517,"Census Tract 185.17, San Diego County, California",1876,92,1080,122,796,128
6073018518,"Census Tract 185.18, San Diego County, California",796,49,491,57,305,68
6073018519,"Census Tract 185.19, San Diego County, California",1367,52,759,83,608,80
6073018601,"Census Tract 186.01, San Diego County, California",1517,81,1112,142,405,132
6073018603,"Census Tract 186.03, San Diego County, California",1973,128,647,128,1326,161
6073018607,"Census Tract 186.07, San Diego County, California",3885,206,2567,255,1318,214
6073018608,"Census Tract 186.08, San Diego County, California",1288,42,1082,94,206,99
6073018609,"Census Tract 186.09, San Diego County, California",1766,110,1300,134,466,119
6073018610,"Census Tract 186.10, San Diego County, California",1919,82,1152,128,767,127
6073018611,"Census Tract 186.11, San Diego County, California",1976,142,1624,208,352,151
6073018612,"Census Tract 186.12, San Diego County, California",1054,67,925,96,129,72
6073018700,"Census Tract 187, San Diego County, California",5596,362,214,211,5382,368
6073018801,"Census Tract 188.01, San Diego County, California",1245,65,1118,93,127,73
6073018802,"Census Tract 188.02, San Diego County, California",3270,113,2877,147,393,129
6073018803,"Census Tract 188.03, San Diego County, California",1662,87,1429,99,233,79
6073018903,"Census Tract 189.03, San Diego County, California",1535,101,982,104,553,131
6073018904,"Census Tract 189.04, San Diego County, California",1703,105,797,99,906,130
6073018905,"Census Tract 189.05, San Diego County, California",1910,90,901,137,1009,137
6073018906,"Census Tract 189.06, San Diego County, California",1909,96,928,124,981,125
6073019001,"Census Tract 190.01, San Diego County, California",2100,110,1922,125,178,81
6073019002,"Census Tract 190.02, San Diego County, California",505,49,343,45,162,48
6073019101,"Census Tract 191.01, San Diego County, California",1951,112,1291,141,660,148
6073019103,"Census Tract 191.03, San Diego County, California",2102,120,1775,167,327,140
6073019105,"Census Tract 191.05, San Diego County, California",2477,105,2337,127,140,64
6073019106,"Census Tract 191.06, San Diego County, California",2118,151,1784,182,334,123
6073019107,"Census Tract 191.07, San Diego County, California",809,34,722,48,87,38
6073019203,"Census Tract 192.03, San Diego County, California",969,51,830,71,139,59
6073019205,"Census Tract 192.05, San Diego County, California",1641,129,985,128,656,132
6073019206,"Census Tract 192.06, San Diego County, California",1301,59,493,98,808,127
6073019207,"Census Tract 192.07, San Diego County, California",2585,142,1502,156,1083,178
6073019208,"Census Tract 192.08, San Diego County, California",955,80,847,90,108,60
6073019301,"Census Tract 193.01, San Diego County, California",2315,57,1926,142,389,130
6073019302,"Census Tract 193.02, San Diego County, California",2842,156,1795,192,1047,199
6073019303,"Census Tract 193.03, San Diego County, California",2174,94,1692,132,482,117
6073019403,"Census Tract 194.03, San Diego County, California",1535,85,1336,116,199,96
6073019404,"Census Tract 194.04, San Diego County, California",804,33,451,95,353,100
6073019405,"Census Tract 194.05, San Diego County, California",1068,74,391,79,677,102
6073019406,"Census Tract 194.06, San Diego County, California",1338,104,900,117,438,116
6073019501,"Census Tract 195.01, San Diego County, California",731,56,235,61,496,86
6073019502,"Census Tract 195.02, San Diego County, California",1238,66,307,96,931,106
6073019503,"Census Tract 195.03, San Diego County, California",1380,89,694,106,686,107
6073019601,"Census Tract 196.01, San Diego County, California",2025,125,1320,162,705,153
6073019602,"Census Tract 196.02, San Diego County, California",1543,83,1025,103,518,103
6073019701,"Census Tract 197.01, San Diego County, California",2161,103,1185,139,976,149
6073019702,"Census Tract 197.02, San Diego County, California",1586,90,1214,108,372,104
6073019803,"Census Tract 198.03, San Diego County, California",1618,77,870,109,748,127
6073019804,"Census Tract 198.04, San Diego County, California",1490,115,1319,121,171,74
6073019805,"Census Tract 198.05, San Diego County, California",1339,131,992,132,347,106
6073019806,"Census Tract 198.06, San Diego County, California",3481,145,2831,174,650,168
6073019807,"Census Tract 198.07, San Diego County, California",4111,119,3341,159,770,125
6073019902,"Census Tract 199.02, San Diego County, California",1390,78,807,87,583,106
6073019903,"Census Tract 199.03, San Diego County, California",1096,92,808,95,288,98
6073019904,"Census Tract 199.04, San Diego County, California",2139,103,1254,142,885,144
6073019905,"Census Tract 199.05, San Diego County, California",2001,80,1015,123,986,126
6073020009,"Census Tract 200.09, San Diego County, California",2667,128,481,160,2186,203
6073020010,"Census Tract 200.10, San Diego County, California",6432,182,5165,287,1267,272
6073020013,"Census Tract 200.13, San Diego County, California",3952,162,3238,169,714,152
6073020014,"Census Tract 200.14, San Diego County, California",2457,142,2036,166,421,125
6073020015,"Census Tract 200.15, San Diego County, California",1591,84,1180,128,411,107
6073020016,"Census Tract 200.16, San Diego County, California",2935,127,2594,175,341,146
6073020017,"Census Tract 200.17, San Diego County, California",1052,85,397,78,655,102
6073020018,"Census Tract 200.18, San Diego County, California",1837,104,1014,120,823,132
6073020019,"Census Tract 200.19, San Diego County, California",2789,101,2477,150,312,122
6073020020,"Census Tract 200.20, San Diego County, California",1904,98,1712,163,192,120
6073020021,"Census Tract 200.21, San Diego County, California",1543,102,602,110,941,134
6073020022,"Census Tract 200.22, San Diego County, California",2396,103,1675,174,721,161
6073020023,"Census Tract 200.23, San Diego County, California",1293,58,1028,109,265,100
6073020024,"Census Tract 200.24, San Diego County, California",1375,83,1146,118,229,91
6073020025,"Census Tract 200.25, San Diego County, California",1765,62,1042,141,723,139
6073020103,"Census Tract 201.03, San Diego County, California",2979,168,2669,187,310,119
6073020105,"Census Tract 201.05, San Diego County, California",1307,79,711,97,596,112
6073020106,"Census Tract 201.06, San Diego County, California",1084,88,794,122,290,122
6073020107,"Census Tract 201.07, San Diego County, California",1138,37,828,73,310,72
6073020108,"Census Tract 201.08, San Diego County, California",1369,92,577,119,792,131
6073020109,"Census Tract 201.09, San Diego County, California",1261,68,963,113,298,97
6073020202,"Census Tract 202.02, San Diego County, California",1735,77,635,155,1100,166
6073020206,"Census Tract 202.06, San Diego County, California",1147,69,473,90,674,94
6073020207,"Census Tract 202.07, San Diego County, California",1391,59,580,107,811,103
6073020208,"Census Tract 202.08, San Diego County, California",641,23,576,57,65,50
6073020209,"Census Tract 202.09, San Diego County, California",1710,109,873,109,837,133
6073020210,"Census Tract 202.10, San Diego County, California",1487,68,834,121,653,114
6073020211,"Census Tract 202.11, San Diego County, California",2155,129,597,162,1558,175
6073020212,"Census Tract 202.12, San Diego County, California",2262,178,187,81,2075,187
6073020302,"Census Tract 203.02, San Diego County, California",3424,194,1264,221,2160,203
6073020304,"Census Tract 203.04, San Diego County, California",2211,109,2021,145,190,100
6073020305,"Census Tract 203.05, San Diego County, California",1925,132,1237,164,688,155
6073020306,"Census Tract 203.06, San Diego County, California",2741,168,1858,211,883,175
6073020307,"Census Tract 203.07, San Diego County, California",2503,155,1855,139,648,147
6073020401,"Census Tract 204.01, San Diego County, California",850,73,784,73,66,57
6073020403,"Census Tract 204.03, San Diego County, California",1199,40,881,110,318,110
6073020404,"Census Tract 204.04, San Diego County, California",1738,133,976,97,762,146
6073020405,"Census Tract 204.05, San Diego County, California",1189,47,1105,59,84,44
6073020500,"Census Tract 205, San Diego County, California",1327,87,568,108,759,111
6073020601,"Census Tract 206.01, San Diego County, California",1224,106,385,90,839,130
6073020602,"Census Tract 206.02, San Diego County, California",1821,90,960,116,861,133
6073020705,"Census Tract 207.05, San Diego County, California",1328,61,1186,86,142,72
6073020706,"Census Tract 207.06, San Diego County, California",1921,110,1881,113,40,44
6073020707,"Census Tract 207.07, San Diego County, California",1348,101,601,102,747,110
6073020708,"Census Tract 207.08, San Diego County, California",1031,85,811,99,220,83
6073020709,"Census Tract 207.09, San Diego County, California",2208,109,2019,120,189,83
6073020710,"Census Tract 207.10, San Diego County, California",595,62,472,98,123,87
6073020801,"Census Tract 208.01, San Diego County, California",1734,90,1580,101,154,64
6073020805,"Census Tract 208.05, San Diego County, California",997,95,568,97,429,123
6073020806,"Census Tract 208.06, San Diego County, California",1857,103,956,137,901,152
6073020807,"Census Tract 208.07, San Diego County, California",890,100,741,93,149,85
6073020808,"Census Tract 208.08, San Diego County, California",3680,131,3436,159,244,148
6073020809,"Census Tract 208.09, San Diego County, California",2039,102,1287,174,752,178
6073020902,"Census Tract 209.02, San Diego County, California",823,109,588,142,235,151
6073020903,"Census Tract 209.03, San Diego County, California",1157,115,941,97,216,68
6073020904,"Census Tract 209.04, San Diego County, California",1184,121,915,126,269,98
6073021000,"Census Tract 210, San Diego County, California",1342,214,1074,207,268,118
6073021100,"Census Tract 211, San Diego County, California",2124,246,1644,238,480,153
6073021202,"Census Tract 212.02, San Diego County, California",1081,111,853,128,228,124
6073021203,"Census Tract 212.03, San Diego County, California",3237,178,2011,233,1226,197
6073021204,"Census Tract 212.04, San Diego County, California",1718,101,1467,140,251,110
6073021302,"Census Tract 213.02, San Diego County, California",1457,100,1271,127,186,73
6073021303,"Census Tract 213.03, San Diego County, California",2355,155,2070,188,285,124
6073021304,"Census Tract 213.04, San Diego County, California",804,55,709,62,95,55
6075010100,"Census Tract 101, San Francisco County, California",1916,134,262,95,1654,170
6075010200,"Census Tract 102, San Francisco County, California",2772,173,961,163,1811,218
6075010300,"Census Tract 103, San Francisco County, California",1881,167,566,120,1315,163
6075010400,"Census Tract 104, San Francisco County, California",2489,202,748,160,1741,225
6075010500,"Census Tract 105, San Francisco County, California",1487,137,400,68,1087,149
6075010600,"Census Tract 106, San Francisco County, California",1787,177,220,87,1567,185
6075010700,"Census Tract 107, San Francisco County, California",2633,123,121,71,2512,141
6075010800,"Census Tract 108, San Francisco County, California",2391,162,665,164,1726,206
6075010900,"Census Tract 109, San Francisco County, California",2574,173,592,140,1982,222
