Id2,Geography,Total; Estimate; Population for whom poverty status is determined,Total; Margin of Error; Population for whom poverty status is determined,Number Bbelow poverty level; Estimate; Population for whom poverty status is determined,Number below poverty level; Margin of Error; Population for whom poverty status is determined,Percent below poverty level; Estimate; Population for whom poverty status is determined,Percent below poverty level; Margin of Error; Population for whom poverty status is determined
6081603200,"Census Tract 6032, San Mateo County, California",3693,300,176,118,4.8,3.2
6081603300,"Census Tract 6033, San Mateo County, California",6786,363,184,118,2.7,1.8
6081603400,"Census Tract 6034, San Mateo County, California",5882,338,171,109,2.9,1.8
6081603700,"Census Tract 6037, San Mateo County, California",5552,352,237,194,4.3,3.4
6081603801,"Census Tract 6038.01, San Mateo County, California",2332,281,89,68,3.8,2.9
6081603802,"Census Tract 6038.02, San Mateo County, California",5026,249,172,85,3.4,1.7
6081603900,"Census Tract 6039, San Mateo County, California",5833,385,148,101,2.5,1.8
6081604000,"Census Tract 6040, San Mateo County, California",3285,239,271,176,8.2,5.4
6081604101,"Census Tract 6041.01, San Mateo County, California",8246,400,758,544,9.2,6.7
6081604102,"Census Tract 6041.02, San Mateo County, California",2866,205,125,96,4.4,3.3
6081604200,"Census Tract 6042, San Mateo County, California",4096,338,131,119,3.2,2.9
6081604400,"Census Tract 6044, San Mateo County, California",4756,328,197,91,4.1,2
6081604500,"Census Tract 6045, San Mateo County, California",3750,172,176,119,4.7,3.1
6081604600,"Census Tract 6046, San Mateo County, California",2994,156,127,93,4.2,3.1
6081604700,"Census Tract 6047, San Mateo County, California",2735,153,94,40,3.4,1.5
6081604800,"Census Tract 6048, San Mateo County, California",4933,350,294,151,6,3
6081604900,"Census Tract 6049, San Mateo County, California",3329,207,172,88,5.2,2.7
6081605000,"Census Tract 6050, San Mateo County, California",8120,400,553,326,6.8,3.9
6081605100,"Census Tract 6051, San Mateo County, California",3168,235,249,157,7.9,5
6081605200,"Census Tract 6052, San Mateo County, California",3718,193,110,71,3,1.9
6081605300,"Census Tract 6053, San Mateo County, California",4573,321,375,165,8.2,3.4
6081605400,"Census Tract 6054, San Mateo County, California",6018,403,263,162,4.4,2.7
6081605500,"Census Tract 6055, San Mateo County, California",5507,382,235,129,4.3,2.3
6081605600,"Census Tract 6056, San Mateo County, California",5970,277,299,179,5,3
6081605700,"Census Tract 6057, San Mateo County, California",5466,282,75,53,1.4,1
6081605800,"Census Tract 6058, San Mateo County, California",2755,186,45,69,1.6,2.5
6081605900,"Census Tract 6059, San Mateo County, California",5768,597,769,417,13.3,6.9
6081606000,"Census Tract 6060, San Mateo County, California",5343,526,473,334,8.9,6
6081606100,"Census Tract 6061, San Mateo County, California",4816,478,903,277,18.8,6
6081606200,"Census Tract 6062, San Mateo County, California",8040,781,1215,772,15.1,9.1
6081606300,"Census Tract 6063, San Mateo County, California",4297,306,310,147,7.2,3.4
6081606400,"Census Tract 6064, San Mateo County, California",5078,385,304,199,6,3.8
6081606500,"Census Tract 6065, San Mateo County, California",3548,166,78,55,2.2,1.6
6081606600,"Census Tract 6066, San Mateo County, California",3820,300,279,133,7.3,3.3
6081606700,"Census Tract 6067, San Mateo County, California",2502,141,54,36,2.2,1.4
6081606800,"Census Tract 6068, San Mateo County, California",3375,181,103,54,3.1,1.6
6081606900,"Census Tract 6069, San Mateo County, California",2405,138,32,25,1.3,1.1
6081607000,"Census Tract 6070, San Mateo County, California",3497,213,97,52,2.8,1.5
6081607100,"Census Tract 6071, San Mateo County, California",3085,294,85,63,2.8,2.1
6081607200,"Census Tract 6072, San Mateo County, California",4580,356,513,290,11.2,6.3
6081607300,"Census Tract 6073, San Mateo County, California",3723,172,114,72,3.1,1.9
6081607400,"Census Tract 6074, San Mateo County, California",4803,343,506,210,10.5,4.2
6081607500,"Census Tract 6075, San Mateo County, California",4413,261,233,137,5.3,3.1
6081607600,"Census Tract 6076, San Mateo County, California",3638,347,293,259,8.1,7
6081607701,"Census Tract 6077.01, San Mateo County, California",4251,413,365,259,8.6,5.6
6081607702,"Census Tract 6077.02, San Mateo County, California",2930,233,384,210,13.1,7
6081607800,"Census Tract 6078, San Mateo County, California",3384,246,315,180,9.3,5.1
6081607900,"Census Tract 6079, San Mateo County, California",3044,274,150,64,4.9,2.2
6081608001,"Census Tract 6080.01, San Mateo County, California",3673,180,225,134,6.1,3.6
6081608002,"Census Tract 6080.02, San Mateo County, California",3538,231,90,53,2.5,1.5
6081608004,"Census Tract 6080.04, San Mateo County, California",7707,467,288,189,3.7,2.4
6081608013,"Census Tract 6080.13, San Mateo County, California",4191,211,107,76,2.6,1.8
6081608023,"Census Tract 6080.23, San Mateo County, California",2653,128,168,95,6.3,3.5
6081608100,"Census Tract 6081, San Mateo County, California",3906,237,40,46,1,1.2
6081608200,"Census Tract 6082, San Mateo County, California",3888,185,202,130,5.2,3.3
6081608300,"Census Tract 6083, San Mateo County, California",3860,325,95,66,2.5,1.7
6081608400,"Census Tract 6084, San Mateo County, California",6015,602,283,148,4.7,2.5
6081608501,"Census Tract 6085.01, San Mateo County, California",5201,301,283,144,5.4,2.7
6081608502,"Census Tract 6085.02, San Mateo County, California",2717,214,131,67,4.8,2.4
6081608600,"Census Tract 6086, San Mateo County, California",4544,293,387,288,8.5,6.1
6081608700,"Census Tract 6087, San Mateo County, California",6950,332,284,184,4.1,2.6
6081608800,"Census Tract 6088, San Mateo County, California",6086,326,130,120,2.1,2
6081608900,"Census Tract 6089, San Mateo County, California",6774,372,342,230,5,3.4
6081609000,"Census Tract 6090, San Mateo County, California",2513,299,55,40,2.2,1.6
6081609100,"Census Tract 6091, San Mateo County, California",1593,208,105,59,6.6,3.3
6081609201,"Census Tract 6092.01, San Mateo County, California",3726,186,117,53,3.1,1.4
6081609202,"Census Tract 6092.02, San Mateo County, California",4287,229,293,112,6.8,2.6
6081609300,"Census Tract 6093, San Mateo County, California",3558,164,35,33,1,0.9
6081609400,"Census Tract 6094, San Mateo County, California",3485,230,121,86,3.5,2.5
6081609500,"Census Tract 6095, San Mateo County, California",4976,196,0,12,0,0.7
6081609601,"Census Tract 6096.01, San Mateo County, California",3162,250,81,72,2.6,2.3
6081609602,"Census Tract 6096.02, San Mateo County, California",1801,103,60,36,3.3,2
6081609603,"Census Tract 6096.03, San Mateo County, California",5119,369,205,156,4,2.9
6081609700,"Census Tract 6097, San Mateo County, California",4646,311,133,67,2.9,1.4
6081609800,"Census Tract 6098, San Mateo County, California",4737,296,152,74,3.2,1.6
6081609900,"Census Tract 6099, San Mateo County, California",3189,192,111,104,3.5,3.2
6081610000,"Census Tract 6100, San Mateo County, California",4728,296,209,104,4.4,2.2
6081610100,"Census Tract 6101, San Mateo County, California",2436,156,317,139,13,5.9
6081610201,"Census Tract 6102.01, San Mateo County, California",6028,537,1448,552,24,8.9
6081610202,"Census Tract 6102.02, San Mateo County, California",2154,272,566,256,26.3,10.2
6081610203,"Census Tract 6102.03, San Mateo County, California",3898,285,540,175,13.9,4.2
6081610302,"Census Tract 6103.02, San Mateo County, California",2815,280,363,215,12.9,6.9
6081610303,"Census Tract 6103.03, San Mateo County, California",8280,372,291,206,3.5,2.5
6081610304,"Census Tract 6103.04, San Mateo County, California",4514,237,158,81,3.5,1.8
6081610400,"Census Tract 6104, San Mateo County, California",6012,460,934,469,15.5,7.5
6081610500,"Census Tract 6105, San Mateo County, California",5297,498,973,449,18.4,7.9
6081610601,"Census Tract 6106.01, San Mateo County, California",6055,539,1337,465,22.1,7
6081610602,"Census Tract 6106.02, San Mateo County, California",4009,632,483,232,12,6.4
6081610700,"Census Tract 6107, San Mateo County, California",5776,488,223,131,3.9,2.3
6081610800,"Census Tract 6108, San Mateo County, California",5070,330,482,287,9.5,5.6
6081610900,"Census Tract 6109, San Mateo County, California",7050,498,1271,648,18,9.3
6081611000,"Census Tract 6110, San Mateo County, California",6465,428,321,188,5,2.8
6081611100,"Census Tract 6111, San Mateo County, California",6407,621,128,77,2,1.3
6081611200,"Census Tract 6112, San Mateo County, California",2887,157,112,74,3.9,2.6
6081611300,"Census Tract 6113, San Mateo County, California",5343,328,234,100,4.4,1.9
6081611400,"Census Tract 6114, San Mateo County, California",4030,202,178,105,4.4,2.6
6081611500,"Census Tract 6115, San Mateo County, California",2689,175,60,45,2.2,1.7
6081611600,"Census Tract 6116, San Mateo County, California",2330,126,113,61,4.8,2.6
6081611700,"Census Tract 6117, San Mateo County, California",5491,481,811,315,14.8,5.8
6081611800,"Census Tract 6118, San Mateo County, California",4183,392,812,307,19.4,6.9
6081611900,"Census Tract 6119, San Mateo County, California",9988,705,1057,476,10.6,4.8
6081612000,"Census Tract 6120, San Mateo County, California",7296,672,769,300,10.5,4
6081612100,"Census Tract 6121, San Mateo County, California",8925,691,1429,464,16,5.3
6081612500,"Census Tract 6125, San Mateo County, California",4260,408,292,175,6.9,4.1
6081612600,"Census Tract 6126, San Mateo County, California",4618,409,186,104,4,2.3
6081612700,"Census Tract 6127, San Mateo County, California",2119,139,115,71,5.4,3.4
6081612800,"Census Tract 6128, San Mateo County, California",3420,264,63,42,1.8,1.2
6081612900,"Census Tract 6129, San Mateo County, California",4541,248,236,127,5.2,2.8
6081613000,"Census Tract 6130, San Mateo County, California",3627,308,420,187,11.6,5
6081613200,"Census Tract 6132, San Mateo County, California",6902,364,179,101,2.6,1.5
6081613300,"Census Tract 6133, San Mateo County, California",2916,200,174,99,6,3.3
6081613400,"Census Tract 6134, San Mateo County, California",3089,238,191,157,6.2,4.8
6081613501,"Census Tract 6135.01, San Mateo County, California",4897,356,147,113,3,2.3
6081613502,"Census Tract 6135.02, San Mateo County, California",6686,605,199,92,3,1.4
6081613600,"Census Tract 6136, San Mateo County, California",6715,573,277,211,4.1,3.2
6081613700,"Census Tract 6137, San Mateo County, California",9219,738,810,513,8.8,5.6
6081613800,"Census Tract 6138, San Mateo County, California",3946,701,753,425,19.1,9.4
6081613900,"Census Tract 6139, San Mateo County, California",6618,509,753,267,11.4,3.7
6081614000,"Census Tract 6140, San Mateo County, California",5731,352,250,148,4.4,2.5
6081984300,"Census Tract 9843, San Mateo County, California",0,12,0,12,-,**
6081990100,"Census Tract 9901, San Mateo County, California",0,12,0,12,-,**
6083000101,"Census Tract 1.01, Santa Barbara County, California",5607,477,700,345,12.5,6.2
6083000102,"Census Tract 1.02, Santa Barbara County, California",5371,484,423,231,7.9,4.3
6083000103,"Census Tract 1.03, Santa Barbara County, California",3288,234,320,156,9.7,4.6
6083000200,"Census Tract 2, Santa Barbara County, California",4304,352,245,110,5.7,2.7
6083000301,"Census Tract 3.01, Santa Barbara County, California",2876,324,423,196,14.7,6.3
6083000302,"Census Tract 3.02, Santa Barbara County, California",3848,332,296,113,7.7,2.9
6083000400,"Census Tract 4, Santa Barbara County, California",5411,563,900,362,16.6,6.2
6083000501,"Census Tract 5.01, Santa Barbara County, California",3486,262,121,63,3.5,1.8
6083000502,"Census Tract 5.02, Santa Barbara County, California",6370,697,695,333,10.9,4.8
6083000600,"Census Tract 6, Santa Barbara County, California",5017,611,450,272,9,4.8
6083000700,"Census Tract 7, Santa Barbara County, California",5968,514,450,264,7.5,4.3
6083000801,"Census Tract 8.01, Santa Barbara County, California",3522,381,450,189,12.8,4.7
6083000804,"Census Tract 8.04, Santa Barbara County, California",6856,768,1066,334,15.5,4.9
6083000900,"Census Tract 9, Santa Barbara County, California",3680,341,946,291,25.7,8
6083001000,"Census Tract 10, Santa Barbara County, California",5517,612,788,271,14.3,4.8
6083001101,"Census Tract 11.01, Santa Barbara County, California",5165,526,862,444,16.7,7.7
6083001102,"Census Tract 11.02, Santa Barbara County, California",4899,461,1109,408,22.6,7.8
6083001203,"Census Tract 12.03, Santa Barbara County, California",3022,432,627,231,20.7,6
6083001206,"Census Tract 12.06, Santa Barbara County, California",4551,445,855,328,18.8,7.4
6083001208,"Census Tract 12.08, Santa Barbara County, California",4601,474,706,266,15.3,5.2
6083001304,"Census Tract 13.04, Santa Barbara County, California",7789,647,812,425,10.4,5.2
6083001306,"Census Tract 13.06, Santa Barbara County, California",3405,334,107,62,3.1,1.8
6083001402,"Census Tract 14.02, Santa Barbara County, California",3215,336,217,117,6.7,3.7
6083001500,"Census Tract 15, Santa Barbara County, California",2953,344,327,102,11.1,3
6083001601,"Census Tract 16.01, Santa Barbara County, California",5787,397,460,227,7.9,3.9
6083001604,"Census Tract 16.04, Santa Barbara County, California",4921,346,436,218,8.9,4.4
6083001704,"Census Tract 17.04, Santa Barbara County, California",3075,276,174,152,5.7,4.9
6083001706,"Census Tract 17.06, Santa Barbara County, California",4142,378,192,83,4.6,2
6083001800,"Census Tract 18, Santa Barbara County, California",941,214,132,75,14,7.9
6083001901,"Census Tract 19.01, Santa Barbara County, California",7163,503,736,432,10.3,5.8
6083001903,"Census Tract 19.03, Santa Barbara County, California",6277,363,853,331,13.6,5.5
6083001905,"Census Tract 19.05, Santa Barbara County, California",2553,295,84,67,3.3,2.6
6083001906,"Census Tract 19.06, Santa Barbara County, California",5595,547,510,261,9.1,4.6
6083002005,"Census Tract 20.05, Santa Barbara County, California",5306,368,476,282,9,5.1
6083002006,"Census Tract 20.06, Santa Barbara County, California",2744,324,143,72,5.2,2.4
6083002007,"Census Tract 20.07, Santa Barbara County, California",10554,699,743,418,7,4
6083002008,"Census Tract 20.08, Santa Barbara County, California",6551,464,632,307,9.6,4.7
6083002009,"Census Tract 20.09, Santa Barbara County, California",4313,446,423,317,9.8,7.4
6083002010,"Census Tract 20.10, Santa Barbara County, California",4286,233,160,131,3.7,3.1
6083002011,"Census Tract 20.11, Santa Barbara County, California",6037,866,497,329,8.2,5.3
6083002012,"Census Tract 20.12, Santa Barbara County, California",3233,375,132,107,4.1,3.3
6083002013,"Census Tract 20.13, Santa Barbara County, California",2553,266,37,39,1.4,1.5
6083002101,"Census Tract 21.01, Santa Barbara County, California",5081,739,1552,645,30.5,12.3
6083002102,"Census Tract 21.02, Santa Barbara County, California",2366,233,254,113,10.7,4.7
6083002103,"Census Tract 21.03, Santa Barbara County, California",4396,505,836,364,19,8.6
6083002205,"Census Tract 22.05, Santa Barbara County, California",5570,549,1113,462,20,7.6
6083002206,"Census Tract 22.06, Santa Barbara County, California",4894,441,1197,324,24.5,7.2
6083002209,"Census Tract 22.09, Santa Barbara County, California",3563,360,628,239,17.6,6.9
6083002210,"Census Tract 22.10, Santa Barbara County, California",6103,675,463,179,7.6,2.8
6083002211,"Census Tract 22.11, Santa Barbara County, California",5363,350,385,299,7.2,5.5
6083002303,"Census Tract 23.03, Santa Barbara County, California",6139,624,1635,680,26.6,10.3
6083002304,"Census Tract 23.04, Santa Barbara County, California",6081,456,1432,464,23.5,7.4
6083002305,"Census Tract 23.05, Santa Barbara County, California",6759,548,1227,476,18.2,6.8
6083002306,"Census Tract 23.06, Santa Barbara County, California",9437,841,486,290,5.1,3.1
6083002402,"Census Tract 24.02, Santa Barbara County, California",12917,791,2957,861,22.9,6.5
6083002403,"Census Tract 24.03, Santa Barbara County, California",6736,583,2227,581,33.1,8.1
6083002404,"Census Tract 24.04, Santa Barbara County, California",8460,766,2341,617,27.7,6.7
6083002502,"Census Tract 25.02, Santa Barbara County, California",7581,127,1223,467,16.1,6.2
6083002604,"Census Tract 26.04, Santa Barbara County, California",102,48,0,12,0,28.3
6083002606,"Census Tract 26.06, Santa Barbara County, California",3076,209,182,101,5.9,3.3
6083002702,"Census Tract 27.02, Santa Barbara County, California",7910,676,2981,848,37.7,10.1
6083002703,"Census Tract 27.03, Santa Barbara County, California",4426,447,696,300,15.7,6.9
6083002705,"Census Tract 27.05, Santa Barbara County, California",4205,346,1215,441,28.9,9.5
6083002706,"Census Tract 27.06, Santa Barbara County, California",6695,462,1507,440,22.5,6.2
6083002707,"Census Tract 27.07, Santa Barbara County, California",2191,234,267,120,12.2,5.4
6083002708,"Census Tract 27.08, Santa Barbara County, California",2263,209,181,126,8,5.6
6083002802,"Census Tract 28.02, Santa Barbara County, California",7369,607,1026,509,13.9,7
6083002806,"Census Tract 28.06, Santa Barbara County, California",2426,198,421,171,17.4,6.7
6083002808,"Census Tract 28.08, Santa Barbara County, California",7536,609,550,276,7.3,3.6
6083002809,"Census Tract 28.09, Santa Barbara County, California",5049,375,351,170,7,3.3
6083002906,"Census Tract 29.06, Santa Barbara County, California",3955,380,251,102,6.3,2.5
6083002907,"Census Tract 29.07, Santa Barbara County, California",4163,330,127,105,3.1,2.6
6083002909,"Census Tract 29.09, Santa Barbara County, California",5952,463,321,161,5.4,2.6
6083002913,"Census Tract 29.13, Santa Barbara County, California",3856,332,197,97,5.1,2.4
6083002914,"Census Tract 29.14, Santa Barbara County, California",3386,317,152,111,4.5,3.2
6083002915,"Census Tract 29.15, Santa Barbara County, California",680,101,119,58,17.5,8.1
6083002922,"Census Tract 29.22, Santa Barbara County, California",2231,164,184,79,8.2,3.5
6083002924,"Census Tract 29.24, Santa Barbara County, California",4916,612,3448,550,70.1,5.4
6083002926,"Census Tract 29.26, Santa Barbara County, California",6317,561,4577,543,72.5,4.9
6083002928,"Census Tract 29.28, Santa Barbara County, California",4579,596,2905,520,63.4,7.5
6083002930,"Census Tract 29.30, Santa Barbara County, California",7839,568,862,323,11,4
6083002932,"Census Tract 29.32, Santa Barbara County, California",2242,240,151,69,6.7,3.1
6083003001,"Census Tract 30.01, Santa Barbara County, California",5671,614,787,434,13.9,7.5
6083003004,"Census Tract 30.04, Santa Barbara County, California",5131,402,322,246,6.3,4.5
6083003005,"Census Tract 30.05, Santa Barbara County, California",5137,399,769,265,15,5.1
6083003007,"Census Tract 30.07, Santa Barbara County, California",3240,234,128,64,4,2
6083003102,"Census Tract 31.02, Santa Barbara County, California",3343,287,139,99,4.2,2.9
6083980000,"Census Tract 9800, Santa Barbara County, California",0,12,0,12,-,**
6083980100,"Census Tract 9801, Santa Barbara County, California",6,8,6,8,100,100
6083990000,"Census Tract 9900, Santa Barbara County, California",0,12,0,12,-,**
6085500100,"Census Tract 5001, Santa Clara County, California",7868,883,683,347,8.7,4.8
6085500200,"Census Tract 5002, Santa Clara County, California",5363,728,879,534,16.4,8.5
6085500300,"Census Tract 5003, Santa Clara County, California",3838,371,591,247,15.4,5.8
6085500400,"Census Tract 5004, Santa Clara County, California",2553,179,208,91,8.1,3.5
6085500500,"Census Tract 5005, Santa Clara County, California",5294,303,553,307,10.4,5.6
6085500600,"Census Tract 5006, Santa Clara County, California",5180,378,423,246,8.2,4.7
6085500800,"Census Tract 5008, Santa Clara County, California",3821,355,586,240,15.3,5.7
6085500901,"Census Tract 5009.01, Santa Clara County, California",4161,486,1216,377,29.2,7.6
6085500902,"Census Tract 5009.02, Santa Clara County, California",1674,188,711,152,42.5,7.7
6085501000,"Census Tract 5010, Santa Clara County, California",4572,678,1315,543,28.8,9.6
6085501101,"Census Tract 5011.01, Santa Clara County, California",4499,469,806,351,17.9,7.1
6085501102,"Census Tract 5011.02, Santa Clara County, California",4839,512,739,408,15.3,7.8
6085501200,"Census Tract 5012, Santa Clara County, California",4321,477,577,280,13.4,6.2
6085501300,"Census Tract 5013, Santa Clara County, California",4253,549,1274,354,30,6.2
6085501401,"Census Tract 5014.01, Santa Clara County, California",3384,234,459,187,13.6,5.3
6085501402,"Census Tract 5014.02, Santa Clara County, California",3220,300,475,167,14.8,5.2
6085501501,"Census Tract 5015.01, Santa Clara County, California",4901,308,719,258,14.7,5
6085501502,"Census Tract 5015.02, Santa Clara County, California",4899,636,1045,455,21.3,8.7
6085501600,"Census Tract 5016, Santa Clara County, California",7230,1056,1679,514,23.2,6.1
6085501700,"Census Tract 5017, Santa Clara County, California",5030,552,899,474,17.9,9.1
6085501800,"Census Tract 5018, Santa Clara County, California",5554,456,453,307,8.2,5.3
6085501900,"Census Tract 5019, Santa Clara County, California",5599,672,522,426,9.3,6.9
6085502001,"Census Tract 5020.01, Santa Clara County, California",5537,374,585,296,10.6,5.2
6085502002,"Census Tract 5020.02, Santa Clara County, California",5496,525,1187,391,21.6,6.8
6085502101,"Census Tract 5021.01, Santa Clara County, California",5013,350,272,142,5.4,2.9
6085502102,"Census Tract 5021.02, Santa Clara County, California",7457,715,1231,560,16.5,6.7
6085502201,"Census Tract 5022.01, Santa Clara County, California",7353,525,1149,349,15.6,4.9
6085502202,"Census Tract 5022.02, Santa Clara County, California",2997,256,311,203,10.4,6.3
6085502301,"Census Tract 5023.01, Santa Clara County, California",3520,247,147,81,4.2,2.2
6085502302,"Census Tract 5023.02, Santa Clara County, California",2883,294,230,149,8,4.8
6085502400,"Census Tract 5024, Santa Clara County, California",7093,394,261,148,3.7,2.1
6085502500,"Census Tract 5025, Santa Clara County, California",6657,320,193,86,2.9,1.3
6085502601,"Census Tract 5026.01, Santa Clara County, California",2780,217,165,173,5.9,6.1
6085502603,"Census Tract 5026.03, Santa Clara County, California",2410,150,109,61,4.5,2.5
6085502604,"Census Tract 5026.04, Santa Clara County, California",4038,416,412,338,10.2,8
6085502701,"Census Tract 5027.01, Santa Clara County, California",4900,365,381,159,7.8,3.3
6085502702,"Census Tract 5027.02, Santa Clara County, California",7455,538,343,144,4.6,2
6085502800,"Census Tract 5028, Santa Clara County, California",4315,224,292,133,6.8,3.1
6085502901,"Census Tract 5029.01, Santa Clara County, California",6066,411,137,148,2.3,2.4
6085502902,"Census Tract 5029.02, Santa Clara County, California",7608,555,463,313,6.1,3.9
6085502903,"Census Tract 5029.03, Santa Clara County, California",5300,266,270,144,5.1,2.7
6085502906,"Census Tract 5029.06, Santa Clara County, California",4536,308,297,160,6.5,3.5
6085502907,"Census Tract 5029.07, Santa Clara County, California",3813,216,190,98,5,2.6
6085502908,"Census Tract 5029.08, Santa Clara County, California",7229,384,210,219,2.9,3
6085502909,"Census Tract 5029.09, Santa Clara County, California",5348,345,599,394,11.2,7
6085502910,"Census Tract 5029.10, Santa Clara County, California",3382,195,303,198,9,5.7
6085503001,"Census Tract 5030.01, Santa Clara County, California",4003,183,154,95,3.8,2.3
6085503002,"Census Tract 5030.02, Santa Clara County, California",3716,439,107,83,2.9,2.3
6085503003,"Census Tract 5030.03, Santa Clara County, California",5461,237,209,115,3.8,2.1
6085503105,"Census Tract 5031.05, Santa Clara County, California",2429,222,561,163,23.1,6.4
6085503108,"Census Tract 5031.08, Santa Clara County, California",7809,547,797,366,10.2,4.8
6085503110,"Census Tract 5031.10, Santa Clara County, California",5245,337,1297,347,24.7,6.1
6085503111,"Census Tract 5031.11, Santa Clara County, California",5566,401,611,253,11,4.5
6085503112,"Census Tract 5031.12, Santa Clara County, California",3884,531,448,136,11.5,4.3
6085503113,"Census Tract 5031.13, Santa Clara County, California",5048,473,1379,428,27.3,8.8
6085503115,"Census Tract 5031.15, Santa Clara County, California",6311,492,287,156,4.5,2.5
6085503116,"Census Tract 5031.16, Santa Clara County, California",5375,348,628,284,11.7,5.3
6085503117,"Census Tract 5031.17, Santa Clara County, California",3047,340,485,166,15.9,5.6
6085503118,"Census Tract 5031.18, Santa Clara County, California",5714,399,1074,333,18.8,5.6
6085503121,"Census Tract 5031.21, Santa Clara County, California",4479,348,815,267,18.2,6
6085503122,"Census Tract 5031.22, Santa Clara County, California",3167,265,868,331,27.4,11
6085503123,"Census Tract 5031.23, Santa Clara County, California",4030,296,812,362,20.1,8.6
6085503204,"Census Tract 5032.04, Santa Clara County, California",9128,888,1352,603,14.8,6.4
6085503207,"Census Tract 5032.07, Santa Clara County, California",4433,321,520,276,11.7,6
6085503208,"Census Tract 5032.08, Santa Clara County, California",4788,411,463,199,9.7,4.4
6085503210,"Census Tract 5032.10, Santa Clara County, California",4303,339,570,214,13.2,5.3
6085503211,"Census Tract 5032.11, Santa Clara County, California",4684,457,249,135,5.3,2.8
6085503212,"Census Tract 5032.12, Santa Clara County, California",4409,294,334,212,7.6,4.7
6085503213,"Census Tract 5032.13, Santa Clara County, California",4895,394,1044,300,21.3,6.7
6085503214,"Census Tract 5032.14, Santa Clara County, California",8865,658,1986,655,22.4,7.2
6085503217,"Census Tract 5032.17, Santa Clara County, California",4724,382,550,266,11.6,5.7
6085503218,"Census Tract 5032.18, Santa Clara County, California",5018,530,1006,383,20,7
6085503304,"Census Tract 5033.04, Santa Clara County, California",7015,494,1034,357,14.7,5
6085503305,"Census Tract 5033.05, Santa Clara County, California",6077,441,559,246,9.2,4.1
6085503306,"Census Tract 5033.06, Santa Clara County, California",4062,351,468,192,11.5,4.6
6085503312,"Census Tract 5033.12, Santa Clara County, California",3885,297,275,145,7.1,3.8
6085503313,"Census Tract 5033.13, Santa Clara County, California",4640,230,99,78,2.1,1.7
6085503315,"Census Tract 5033.15, Santa Clara County, California",8855,593,919,470,10.4,4.9
6085503321,"Census Tract 5033.21, Santa Clara County, California",5051,306,325,157,6.4,3
6085503322,"Census Tract 5033.22, Santa Clara County, California",4420,239,211,91,4.8,2
6085503323,"Census Tract 5033.23, Santa Clara County, California",4943,296,362,187,7.3,4
6085503324,"Census Tract 5033.24, Santa Clara County, California",3651,183,158,76,4.3,2.1
6085503325,"Census Tract 5033.25, Santa Clara County, California",4690,311,460,280,9.8,6.1
6085503326,"Census Tract 5033.26, Santa Clara County, California",7443,353,215,136,2.9,1.8
6085503327,"Census Tract 5033.27, Santa Clara County, California",4996,351,443,206,8.9,4
6085503329,"Census Tract 5033.29, Santa Clara County, California",3810,197,177,102,4.6,2.6
6085503330,"Census Tract 5033.30, Santa Clara County, California",8646,509,549,458,6.3,5.2
6085503331,"Census Tract 5033.31, Santa Clara County, California",3369,243,75,53,2.2,1.6
6085503332,"Census Tract 5033.32, Santa Clara County, California",5612,261,162,87,2.9,1.6
6085503333,"Census Tract 5033.33, Santa Clara County, California",4877,324,185,116,3.8,2.3
6085503334,"Census Tract 5033.34, Santa Clara County, California",8841,366,216,174,2.4,1.9
6085503336,"Census Tract 5033.36, Santa Clara County, California",3873,295,444,201,11.5,5.2
6085503337,"Census Tract 5033.37, Santa Clara County, California",3641,241,393,193,10.8,5.1
6085503401,"Census Tract 5034.01, Santa Clara County, California",4531,387,464,170,10.2,4
6085503402,"Census Tract 5034.02, Santa Clara County, California",6068,453,1289,401,21.2,6.7
6085503504,"Census Tract 5035.04, Santa Clara County, California",6217,595,925,342,14.9,5.6
6085503506,"Census Tract 5035.06, Santa Clara County, California",6296,437,1156,472,18.4,7.1
6085503507,"Census Tract 5035.07, Santa Clara County, California",2563,226,265,91,10.3,3.6
6085503508,"Census Tract 5035.08, Santa Clara County, California",6721,727,1394,824,20.7,11.3
6085503509,"Census Tract 5035.09, Santa Clara County, California",4076,343,354,254,8.7,6.1
6085503510,"Census Tract 5035.10, Santa Clara County, California",6276,440,1246,426,19.9,6.6
6085503511,"Census Tract 5035.11, Santa Clara County, California",3837,240,360,178,9.4,4.7
6085503601,"Census Tract 5036.01, Santa Clara County, California",2983,242,388,180,13,5.8
6085503602,"Census Tract 5036.02, Santa Clara County, California",5178,417,831,354,16,6.6
6085503703,"Census Tract 5037.03, Santa Clara County, California",4253,335,717,293,16.9,6.7
6085503707,"Census Tract 5037.07, Santa Clara County, California",6109,552,781,462,12.8,7.1
6085503708,"Census Tract 5037.08, Santa Clara County, California",2867,195,394,143,13.7,4.9
6085503709,"Census Tract 5037.09, Santa Clara County, California",6386,505,1870,554,29.3,7.6
6085503710,"Census Tract 5037.10, Santa Clara County, California",4252,396,983,339,23.1,8
6085503711,"Census Tract 5037.11, Santa Clara County, California",5165,368,726,218,14.1,4.1
6085503712,"Census Tract 5037.12, Santa Clara County, California",3849,294,907,317,23.6,7.6
6085503713,"Census Tract 5037.13, Santa Clara County, California",3165,281,568,222,17.9,7.1
6085503802,"Census Tract 5038.02, Santa Clara County, California",8446,616,302,202,3.6,2.4
6085503803,"Census Tract 5038.03, Santa Clara County, California",4958,306,288,140,5.8,2.8
